substrate,well,dioxazolone,OH,product,yield (%),predicted
A26-B40,W1036,O=C(O1)ON=C1CC2=CC=CS2,OC1=C(C)C(C)=CC(C)=C1,O=C(NCC1=CC=CS1)OC2=C(C)C(C)=CC(C)=C2,53,41.96539307
A27-B40,W1140,O=C(O1)ON=C1C2CCC2,OC1=C(C)C(C)=CC(C)=C1,O=C(NC1CCC1)OC2=C(C)C(C)=CC(C)=C2,35,32.59907913
A28-B40,W1224,O=C(O1)ON=C1CCCC2=CC(C=CC3=CC=C4)=C(C3=C4C=C5)C5=C2,OC1=C(C)C(C)=CC(C)=C1,O=C(NCCCC1=C2C(C3C(C=C4)=CC=CC3=CC2)=C4C=C1)OC5=C(C)C(C)=CC(C)=C5,7,8.987764359
A29-B40,W1268,O=C(O1)ON=C1C2=CC=C(S(=O)(N(CCC)CCC)=O)C=C2,OC1=C(C)C(C)=CC(C)=C1,O=C(NC1=CC=C(S(=O)(N(CCC)CCC)=O)C=C1)OC2=C(C)C(C)=CC(C)=C2,30,31.08726883
A21-B41,W618,O=C(O1)ON=C1C2=CC=C(N(C)C)C=C2,OC1=C(C(C)CC)C=CC=C1,O=C(NC1=CC=C(N(C)C)C=C1)OC2=C(C(C)CC)C=CC=C2,49,43.28561401
A22-B41,W722,O=C(O1)ON=C1/C=C/C2=CC=C(C)C=C2,OC1=C(C(C)CC)C=CC=C1,O=C(N/C=C/C1=CC=C(C)C=C1)OC2=C(C(C)CC)C=CC=C2,50,47.96599197
A23-B41,W786,O=C(O1)ON=C1CC2=CC=C(C)C=C2,OC1=C(C(C)CC)C=CC=C1,O=C(NCC1=CC=C(C)C=C1)OC2=C(C(C)CC)C=CC=C2,54,49.88067245
A24-B41,W850,O=C(O1)ON=C1CC2=CC=C(Cl)C=C2,OC1=C(C(C)CC)C=CC=C1,O=C(NCC1=CC=C(Cl)C=C1)OC2=C(C(C)CC)C=CC=C2,38,45.70482635
A25-B41,W954,O=C(O1)ON=C1CC2=CC(C)=CC(C)=C2,OC1=C(C(C)CC)C=CC=C1,O=C(NCC1=CC(C)=CC(C)=C1)OC2=C(C(C)CC)C=CC=C2,42,54.58342361
A26-B41,W1038,O=C(O1)ON=C1CC2=CC=CS2,OC1=C(C(C)CC)C=CC=C1,O=C(NCC1=CC=CS1)OC2=C(C(C)CC)C=CC=C2,42,35.7702179
A27-B41,W1142,O=C(O1)ON=C1C2CCC2,OC1=C(C(C)CC)C=CC=C1,O=C(NC1CCC1)OC2=C(C(C)CC)C=CC=C2,39,26.99787331
A28-B41,W1226,O=C(O1)ON=C1CCCC2=CC(C=CC3=CC=C4)=C(C3=C4C=C5)C5=C2,OC1=C(C(C)CC)C=CC=C1,O=C(NCCCC1=C2C(C3C(C=C4)=CC=CC3=CC2)=C4C=C1)OC5=C(C(C)CC)C=CC=C5,6,8.941001892
A29-B41,W1270,O=C(O1)ON=C1C2=CC=C(S(=O)(N(CCC)CCC)=O)C=C2,OC1=C(C(C)CC)C=CC=C1,O=C(NC1=CC=C(S(=O)(N(CCC)CCC)=O)C=C1)OC2=C(C(C)CC)C=CC=C2,28,32.13938904
A21-B42,W620,O=C(O1)ON=C1C2=CC=C(N(C)C)C=C2,OC1=CC=C(CCC(C)=O)C=C1,O=C(NC1=CC=C(N(C)C)C=C1)OC2=CC=C(CCC(C)=O)C=C2,48,43.00341415
A22-B42,W724,O=C(O1)ON=C1/C=C/C2=CC=C(C)C=C2,OC1=CC=C(CCC(C)=O)C=C1,O=C(N/C=C/C1=CC=C(C)C=C1)OC2=CC=C(CCC(C)=O)C=C2,40,42.15203857
A23-B42,W788,O=C(O1)ON=C1CC2=CC=C(C)C=C2,OC1=CC=C(CCC(C)=O)C=C1,O=C(NCC1=CC=C(C)C=C1)OC2=CC=C(CCC(C)=O)C=C2,53,40.19605637
A24-B42,W852,O=C(O1)ON=C1CC2=CC=C(Cl)C=C2,OC1=CC=C(CCC(C)=O)C=C1,O=C(NCC1=CC=C(Cl)C=C1)OC2=CC=C(CCC(C)=O)C=C2,45,35.05323029
A25-B42,W956,O=C(O1)ON=C1CC2=CC(C)=CC(C)=C2,OC1=CC=C(CCC(C)=O)C=C1,O=C(NCC1=CC(C)=CC(C)=C1)OC2=CC=C(CCC(C)=O)C=C2,49,49.42392731
A26-B42,W1040,O=C(O1)ON=C1CC2=CC=CS2,OC1=CC=C(CCC(C)=O)C=C1,O=C(NCC1=CC=CS1)OC2=CC=C(CCC(C)=O)C=C2,51,35.54727173
A27-B42,W1144,O=C(O1)ON=C1C2CCC2,OC1=CC=C(CCC(C)=O)C=C1,O=C(NC1CCC1)OC2=CC=C(CCC(C)=O)C=C2,38,32.0662117
A28-B42,W1228,O=C(O1)ON=C1CCCC2=CC(C=CC3=CC=C4)=C(C3=C4C=C5)C5=C2,OC1=CC=C(CCC(C)=O)C=C1,O=C(NCCCC1=C2C(C3C(C=C4)=CC=CC3=CC2)=C4C=C1)OC5=CC=C(CCC(C)=O)C=C5,9,10.2252264
A29-B42,W1272,O=C(O1)ON=C1C2=CC=C(S(=O)(N(CCC)CCC)=O)C=C2,OC1=CC=C(CCC(C)=O)C=C1,O=C(NC1=CC=C(S(=O)(N(CCC)CCC)=O)C=C1)OC2=CC=C(CCC(C)=O)C=C2,30,25.4405365
A21-B43,W622,O=C(O1)ON=C1C2=CC=C(N(C)C)C=C2,OC1=CC(CC[C@]2([H])[C@]3([H])CC[C@@]4(C)[C@@]2([H])CCC4=O)=C3C=C1,O=C(NC1=CC=C(N(C)C)C=C1)OC2=CC(CC[C@]3([H])[C@]4([H])CC[C@@]5(C)[C@@]3([H])CCC5=O)=C4C=C2,29,22.31459808
A22-B43,W726,O=C(O1)ON=C1/C=C/C2=CC=C(C)C=C2,OC1=CC(CC[C@]2([H])[C@]3([H])CC[C@@]4(C)[C@@]2([H])CCC4=O)=C3C=C1,O=C(N/C=C/C1=CC=C(C)C=C1)OC2=CC(CC[C@]3([H])[C@]4([H])CC[C@@]5(C)[C@@]3([H])CCC5=O)=C4C=C2,24,19.89013672
A23-B43,W790,O=C(O1)ON=C1CC2=CC=C(C)C=C2,OC1=CC(CC[C@]2([H])[C@]3([H])CC[C@@]4(C)[C@@]2([H])CCC4=O)=C3C=C1,O=C(NCC1=CC=C(C)C=C1)OC2=CC(CC[C@]3([H])[C@]4([H])CC[C@@]5(C)[C@@]3([H])CCC5=O)=C4C=C2,30,20.59231758
A24-B43,W854,O=C(O1)ON=C1CC2=CC=C(Cl)C=C2,OC1=CC(CC[C@]2([H])[C@]3([H])CC[C@@]4(C)[C@@]2([H])CCC4=O)=C3C=C1,O=C(NCC1=CC=C(Cl)C=C1)OC2=CC(CC[C@]3([H])[C@]4([H])CC[C@@]5(C)[C@@]3([H])CCC5=O)=C4C=C2,29,21.39794159
A25-B43,W958,O=C(O1)ON=C1CC2=CC(C)=CC(C)=C2,OC1=CC(CC[C@]2([H])[C@]3([H])CC[C@@]4(C)[C@@]2([H])CCC4=O)=C3C=C1,O=C(NCC1=CC(C)=CC(C)=C1)OC2=CC(CC[C@]3([H])[C@]4([H])CC[C@@]5(C)[C@@]3([H])CCC5=O)=C4C=C2,28,22.94781685
A26-B43,W1042,O=C(O1)ON=C1CC2=CC=CS2,OC1=CC(CC[C@]2([H])[C@]3([H])CC[C@@]4(C)[C@@]2([H])CCC4=O)=C3C=C1,O=C(NCC1=CC=CS1)OC2=CC(CC[C@]3([H])[C@]4([H])CC[C@@]5(C)[C@@]3([H])CCC5=O)=C4C=C2,32,18.82394791
A27-B43,W1146,O=C(O1)ON=C1C2CCC2,OC1=CC(CC[C@]2([H])[C@]3([H])CC[C@@]4(C)[C@@]2([H])CCC4=O)=C3C=C1,O=C(NC1CCC1)OC2=CC(CC[C@]3([H])[C@]4([H])CC[C@@]5(C)[C@@]3([H])CCC5=O)=C4C=C2,22,13.27022934
A28-B43,W1230,O=C(O1)ON=C1CCCC2=CC(C=CC3=CC=C4)=C(C3=C4C=C5)C5=C2,OC1=CC(CC[C@]2([H])[C@]3([H])CC[C@@]4(C)[C@@]2([H])CCC4=O)=C3C=C1,O=C(NCCCC1=C2C(C3C(C=C4)=CC=CC3=CC2)=C4C=C1)OC5=CC(CC[C@]6([H])[C@]7([H])CC[C@@]8(C)[C@@]6([H])CCC8=O)=C7C=C5,9,6.838198185
A29-B43,W1274,O=C(O1)ON=C1C2=CC=C(S(=O)(N(CCC)CCC)=O)C=C2,OC1=CC(CC[C@]2([H])[C@]3([H])CC[C@@]4(C)[C@@]2([H])CCC4=O)=C3C=C1,O=C(NC1=CC=C(S(=O)(N(CCC)CCC)=O)C=C1)OC2=CC(CC[C@]3([H])[C@]4([H])CC[C@@]5(C)[C@@]3([H])CCC5=O)=C4C=C2,14,10.99837208
A21-B44,W624,O=C(O1)ON=C1C2=CC=C(N(C)C)C=C2,OC1=CC(CCO2)=C2C=C1,O=C(NC1=CC=C(N(C)C)C=C1)OC2=CC(CCO3)=C3C=C2,45,47.59263229
A22-B44,W728,O=C(O1)ON=C1/C=C/C2=CC=C(C)C=C2,OC1=CC(CCO2)=C2C=C1,O=C(N/C=C/C1=CC=C(C)C=C1)OC2=CC(CCO3)=C3C=C2,28,37.26018524
A23-B44,W792,O=C(O1)ON=C1CC2=CC=C(C)C=C2,OC1=CC(CCO2)=C2C=C1,O=C(NCC1=CC=C(C)C=C1)OC2=CC(CCO3)=C3C=C2,40,38.37733459
A24-B44,W856,O=C(O1)ON=C1CC2=CC=C(Cl)C=C2,OC1=CC(CCO2)=C2C=C1,O=C(NCC1=CC=C(Cl)C=C1)OC2=CC(CCO3)=C3C=C2,35,41.16747284
A25-B44,W960,O=C(O1)ON=C1CC2=CC(C)=CC(C)=C2,OC1=CC(CCO2)=C2C=C1,O=C(NCC1=CC(C)=CC(C)=C1)OC2=CC(CCO3)=C3C=C2,39,41.16965103
A26-B44,W1044,O=C(O1)ON=C1CC2=CC=CS2,OC1=CC(CCO2)=C2C=C1,O=C(NCC1=CC=CS1)OC2=CC(CCO3)=C3C=C2,46,37.75268555
A27-B44,W1148,O=C(O1)ON=C1C2CCC2,OC1=CC(CCO2)=C2C=C1,O=C(NC1CCC1)OC2=CC(CCO3)=C3C=C2,28,25.58575058
A28-B44,W1232,O=C(O1)ON=C1CCCC2=CC(C=CC3=CC=C4)=C(C3=C4C=C5)C5=C2,OC1=CC(CCO2)=C2C=C1,O=C(NCCCC1=C2C(C3C(C=C4)=CC=CC3=CC2)=C4C=C1)OC5=CC(CCO6)=C6C=C5,6,8.742286682
A29-B44,W1276,O=C(O1)ON=C1C2=CC=C(S(=O)(N(CCC)CCC)=O)C=C2,OC1=CC(CCO2)=C2C=C1,O=C(NC1=CC=C(S(=O)(N(CCC)CCC)=O)C=C1)OC2=CC(CCO3)=C3C=C2,25,30.21250916
