substrate,well,dioxazolone,OH,product,yield (%),predicted
A6-B14,W266,O=C(O1)ON=C1C2=CC=C(C(OC)=O)C=C2,OC1=CC(C2CCCCC2)=CC=C1,O=C(NC1=CC=C(C(OC)=O)C=C1)OC2=CC(C3CCCCC3)=CC=C2,36,36.73176575
A7-B14,W267,O=C(O1)ON=C1C2=CC(C)=CC(C)=C2,OC1=CC(C2CCCCC2)=CC=C1,O=C(NC1=CC(C)=CC(C)=C1)OC2=CC(C3CCCCC3)=CC=C2,45,44.78961945
A8-B14,W268,O=C(O1)ON=C1C2=CC=C3C(OCCO3)=C2,OC1=CC(C2CCCCC2)=CC=C1,O=C(NC1=CC=C2C(OCCO2)=C1)OC3=CC(C4CCCCC4)=CC=C3,62,62.58234406
A9-B14,W269,O=C(O1)ON=C1CC2=CC=CC=C2,OC1=CC(C2CCCCC2)=CC=C1,O=C(NCC1=CC=CC=C1)OC2=CC(C3CCCCC3)=CC=C2,52,52.27155304
A10-B14,W270,O=C(O1)ON=C1CC2=CC=C(F)C=C2,OC1=CC(C2CCCCC2)=CC=C1,O=C(NCC1=CC=C(F)C=C1)OC2=CC(C3CCCCC3)=CC=C2,52,52.26689148
A11-B14,W271,O=C(O1)ON=C1CC2=CC=CC=C2Cl,OC1=CC(C2CCCCC2)=CC=C1,O=C(NCC1=C(Cl)C=CC=C1)OC2=CC(C3CCCCC3)=CC=C2,55,55.03334427
A12-B14,W272,O=C(O1)ON=C1CC2=CC(Br)=CC=C2,OC1=CC(C2CCCCC2)=CC=C1,O=C(NCC1=CC(Br)=CC=C1)OC2=CC(C3CCCCC3)=CC=C2,64,63.59414673
A13-B14,W273,O=C(O1)ON=C1CC2=CC=CC=C2I,OC1=CC(C2CCCCC2)=CC=C1,O=C(NCC1=C(I)C=CC=C1)OC2=CC(C3CCCCC3)=CC=C2,27,27.00364113
A14-B14,W274,O=C(O1)ON=C1CC2=CC=C(C=CC=C3)C3=C2,OC1=CC(C2CCCCC2)=CC=C1,O=C(NCC1=CC(C=CC=C2)=C2C=C1)OC3=CC(C4CCCCC4)=CC=C3,37,37.15327835
A15-B14,W275,O=C(O1)ON=C1CC2=CC=CO2,OC1=CC(C2CCCCC2)=CC=C1,O=C(NCC1=CC=CO1)OC2=CC(C3CCCCC3)=CC=C2,45,39.24396896
A16-B14,W276,O=C(O1)ON=C1CCC2=CC=CC=C2,OC1=CC(C2CCCCC2)=CC=C1,O=C(NCCC1=CC=CC=C1)OC2=CC(C3CCCCC3)=CC=C2,76,73.75601959
A17-B14,W277,O=C(O1)ON=C1CCCC2=CNC3=C2C=CC=C3,OC1=CC(C2CCCCC2)=CC=C1,O=C(NCCCC1=CNC2=C1C=CC=C2)OC3=CC(C4CCCCC4)=CC=C3,29,23.95619583
A18-B14,W278,O=C(O1)ON=C1CCCC,OC1=CC(C2CCCCC2)=CC=C1,O=C(NCCCC)OC1=CC(C2CCCCC2)=CC=C1,32,32.0802002
A19-B14,W279,O=C(O1)ON=C1C2C3C(C(OC)=O)C2C3,OC1=CC(C2CCCCC2)=CC=C1,O=C(NC1C2C(C(OC)=O)C1C2)OC3=CC(C4CCCCC4)=CC=C3,30,29.51355362
A20-B14,W280,O=C(O1)ON=C1CC2(CC3C4)CC(C3)CC4C2,OC1=CC(C2CCCCC2)=CC=C1,O=C(NCC12CC(CC3C2)CC(C3)C1)OC4=CC(C5CCCCC5)=CC=C4,0,2.573153257
A1-B15,W281,O=C(O1)ON=C1C2=CC=C(C)C=C2,OC1=C(CCC2)C2=CC=C1,O=C(NC1=CC=C(C)C=C1)OC2=C(CCC3)C3=CC=C2,36,47.88476563
A2-B15,W282,O=C(O1)ON=C1C2=CC=CC=C2C,OC1=C(CCC2)C2=CC=C1,O=C(NC1=CC=CC=C1C)OC2=C(CCC3)C3=CC=C2,22,44.81946182
A3-B15,W283,O=C(O1)ON=C1C2=CC=CC(C)=C2,OC1=C(CCC2)C2=CC=C1,O=C(NC1=CC=CC(C)=C1)OC2=C(CCC3)C3=CC=C2,34,48.6961937
A4-B15,W284,O=C(O1)ON=C1C2=CC=C(OC)C=C2,OC1=C(CCC2)C2=CC=C1,O=C(NC1=CC=C(OC)C=C1)OC2=C(CCC3)C3=CC=C2,60,59.88962936
A5-B15,W285,O=C(O1)ON=C1C2=CC=C(C(C)(C)C)C=C2,OC1=C(CCC2)C2=CC=C1,O=C(NC1=CC=C(C(C)(C)C)C=C1)OC2=C(CCC3)C3=CC=C2,72,71.71707916
A6-B15,W286,O=C(O1)ON=C1C2=CC=C(C(OC)=O)C=C2,OC1=C(CCC2)C2=CC=C1,O=C(NC1=CC=C(C(OC)=O)C=C1)OC2=C(CCC3)C3=CC=C2,38,38.17590332
A7-B15,W287,O=C(O1)ON=C1C2=CC(C)=CC(C)=C2,OC1=C(CCC2)C2=CC=C1,O=C(NC1=CC(C)=CC(C)=C1)OC2=C(CCC3)C3=CC=C2,48,48.05105209
A8-B15,W288,O=C(O1)ON=C1C2=CC=C3C(OCCO3)=C2,OC1=C(CCC2)C2=CC=C1,O=C(NC1=CC=C2C(OCCO2)=C1)OC3=C(CCC4)C4=CC=C3,65,64.9149704
A9-B15,W289,O=C(O1)ON=C1CC2=CC=CC=C2,OC1=C(CCC2)C2=CC=C1,O=C(NCC1=CC=CC=C1)OC2=C(CCC3)C3=CC=C2,45,44.91095352
A10-B15,W290,O=C(O1)ON=C1CC2=CC=C(F)C=C2,OC1=C(CCC2)C2=CC=C1,O=C(NCC1=CC=C(F)C=C1)OC2=C(CCC3)C3=CC=C2,41,41.26779556
A11-B15,W291,O=C(O1)ON=C1CC2=CC=CC=C2Cl,OC1=C(CCC2)C2=CC=C1,O=C(NCC1=C(Cl)C=CC=C1)OC2=C(CCC3)C3=CC=C2,36,36.05141449
A12-B15,W292,O=C(O1)ON=C1CC2=CC(Br)=CC=C2,OC1=C(CCC2)C2=CC=C1,O=C(NCC1=CC(Br)=CC=C1)OC2=C(CCC3)C3=CC=C2,51,51.03182602
A13-B15,W293,O=C(O1)ON=C1CC2=CC=CC=C2I,OC1=C(CCC2)C2=CC=C1,O=C(NCC1=C(I)C=CC=C1)OC2=C(CCC3)C3=CC=C2,25,25.79228783
A14-B15,W294,O=C(O1)ON=C1CC2=CC=C(C=CC=C3)C3=C2,OC1=C(CCC2)C2=CC=C1,O=C(NCC1=CC(C=CC=C2)=C2C=C1)OC3=C(CCC4)C4=CC=C3,40,39.97548294
A15-B15,W295,O=C(O1)ON=C1CC2=CC=CO2,OC1=C(CCC2)C2=CC=C1,O=C(NCC1=CC=CO1)OC2=C(CCC3)C3=CC=C2,40,39.75763321
A16-B15,W296,O=C(O1)ON=C1CCC2=CC=CC=C2,OC1=C(CCC2)C2=CC=C1,O=C(NCCC1=CC=CC=C1)OC2=C(CCC3)C3=CC=C2,66,65.39357758
A17-B15,W297,O=C(O1)ON=C1CCCC2=CNC3=C2C=CC=C3,OC1=C(CCC2)C2=CC=C1,O=C(NCCCC1=CNC2=C1C=CC=C2)OC3=C(CCC4)C4=CC=C3,38,37.6687851
A18-B15,W298,O=C(O1)ON=C1CCCC,OC1=C(CCC2)C2=CC=C1,O=C(NCCCC)OC1=C(CCC2)C2=CC=C1,29,29.01863289
A19-B15,W299,O=C(O1)ON=C1C2C3C(C(OC)=O)C2C3,OC1=C(CCC2)C2=CC=C1,O=C(NC1C2C(C(OC)=O)C1C2)OC3=C(CCC4)C4=CC=C3,48,47.48775101
A20-B15,W300,O=C(O1)ON=C1CC2(CC3C4)CC(C3)CC4C2,OC1=C(CCC2)C2=CC=C1,O=C(NCC1(CC2C3)CC3CC(C2)C1)OC4=C(CCC5)C5=CC=C4,0,0.460986495
A1-B16,W301,O=C(O1)ON=C1C2=CC=C(C)C=C2,OC1=C(C(C2=CC=CC=C2)=O)C=CC(OC)=C1,O=C(NC1=CC=C(C)C=C1)OC2=C(C(C3=CC=CC=C3)=O)C=CC(OC)=C2,30,29.45895576
A2-B16,W302,O=C(O1)ON=C1C2=CC=CC=C2C,OC1=C(C(C2=CC=CC=C2)=O)C=CC(OC)=C1,O=C(NC1=CC=CC=C1C)OC2=C(C(C3=CC=CC=C3)=O)C=CC(OC)=C2,18,27.09042931
A3-B16,W303,O=C(O1)ON=C1C2=CC=CC(C)=C2,OC1=C(C(C2=CC=CC=C2)=O)C=CC(OC)=C1,O=C(NC1=CC=CC(C)=C1)OC2=C(C(C3=CC=CC=C3)=O)C=CC(OC)=C2,31,28.61910057
A4-B16,W304,O=C(O1)ON=C1C2=CC=C(OC)C=C2,OC1=C(C(C2=CC=CC=C2)=O)C=CC(OC)=C1,O=C(NC1=CC=C(OC)C=C1)OC2=C(C(C3=CC=CC=C3)=O)C=CC(OC)=C2,32,32.04546738
A5-B16,W305,O=C(O1)ON=C1C2=CC=C(C(C)(C)C)C=C2,OC1=C(C(C2=CC=CC=C2)=O)C=CC(OC)=C1,O=C(NC1=CC=C(C(C)(C)C)C=C1)OC2=C(C(C3=CC=CC=C3)=O)C=CC(OC)=C2,35,34.92885971
A6-B16,W306,O=C(O1)ON=C1C2=CC=C(C(OC)=O)C=C2,OC1=C(C(C2=CC=CC=C2)=O)C=CC(OC)=C1,O=C(NC1=CC=C(C(OC)=O)C=C1)OC2=C(C(C3=CC=CC=C3)=O)C=CC(OC)=C2,27,27.08077049
A7-B16,W307,O=C(O1)ON=C1C2=CC(C)=CC(C)=C2,OC1=C(C(C2=CC=CC=C2)=O)C=CC(OC)=C1,O=C(NC1=CC(C)=CC(C)=C1)OC2=C(C(C3=CC=CC=C3)=O)C=CC(OC)=C2,24,24.08225632
A8-B16,W308,O=C(O1)ON=C1C2=CC=C3C(OCCO3)=C2,OC1=C(C(C2=CC=CC=C2)=O)C=CC(OC)=C1,O=C(NC1=CC=C2C(OCCO2)=C1)OC3=C(C(C4=CC=CC=C4)=O)C=CC(OC)=C3,44,43.91904831
A9-B16,W309,O=C(O1)ON=C1CC2=CC=CC=C2,OC1=C(C(C2=CC=CC=C2)=O)C=CC(OC)=C1,O=C(NCC1=CC=CC=C1)OC2=C(C(C3=CC=CC=C3)=O)C=CC(OC)=C2,23,28.06613159
A10-B16,W310,O=C(O1)ON=C1CC2=CC=C(F)C=C2,OC1=C(C(C2=CC=CC=C2)=O)C=CC(OC)=C1,O=C(NCC1=CC=C(F)C=C1)OC2=C(C(C3=CC=CC=C3)=O)C=CC(OC)=C2,20,19.88227463
A11-B16,W311,O=C(O1)ON=C1CC2=CC=CC=C2Cl,OC1=C(C(C2=CC=CC=C2)=O)C=CC(OC)=C1,O=C(NCC1=C(Cl)C=CC=C1)OC2=C(C(C3=CC=CC=C3)=O)C=CC(OC)=C2,30,29.29419708
A12-B16,W312,O=C(O1)ON=C1CC2=CC(Br)=CC=C2,OC1=C(C(C2=CC=CC=C2)=O)C=CC(OC)=C1,O=C(NCC1=CC(Br)=CC=C1)OC2=C(C(C3=CC=CC=C3)=O)C=CC(OC)=C2,20,20.71889305
A13-B16,W313,O=C(O1)ON=C1CC2=CC=CC=C2I,OC1=C(C(C2=CC=CC=C2)=O)C=CC(OC)=C1,O=C(NCC1=C(I)C=CC=C1)OC2=C(C(C3=CC=CC=C3)=O)C=CC(OC)=C2,17,17.21403122
A14-B16,W314,O=C(O1)ON=C1CC2=CC=C(C=CC=C3)C3=C2,OC1=C(C(C2=CC=CC=C2)=O)C=CC(OC)=C1,O=C(NCC1=CC(C=CC=C2)=C2C=C1)OC3=C(C(C4=CC=CC=C4)=O)C=CC(OC)=C3,33,32.9162941
A15-B16,W315,O=C(O1)ON=C1CC2=CC=CO2,OC1=C(C(C2=CC=CC=C2)=O)C=CC(OC)=C1,O=C(NCC1=CC=CO1)OC2=C(C(C3=CC=CC=C3)=O)C=CC(OC)=C2,34,33.9981842
A16-B16,W316,O=C(O1)ON=C1CCC2=CC=CC=C2,OC1=C(C(C2=CC=CC=C2)=O)C=CC(OC)=C1,O=C(NCCC1=CC=CC=C1)OC2=C(C(C3=CC=CC=C3)=O)C=CC(OC)=C2,31,31.26102257
A17-B16,W317,O=C(O1)ON=C1CCCC2=CNC3=C2C=CC=C3,OC1=C(C(C2=CC=CC=C2)=O)C=CC(OC)=C1,O=C(NCCCC1=CNC2=C1C=CC=C2)OC3=C(C(C4=CC=CC=C4)=O)C=CC(OC)=C3,34,33.41878891
A18-B16,W318,O=C(O1)ON=C1CCCC,OC1=C(C(C2=CC=CC=C2)=O)C=CC(OC)=C1,O=C(NCCCC)OC1=C(C(C2=CC=CC=C2)=O)C=CC(OC)=C1,19,18.96777725
A19-B16,W319,O=C(O1)ON=C1C2C3C(C(OC)=O)C2C3,OC1=C(C(C2=CC=CC=C2)=O)C=CC(OC)=C1,O=C(NC1C2C(C(OC)=O)C1C2)OC3=C(C(C4=CC=CC=C4)=O)C=CC(OC)=C3,20,19.73716354
A20-B16,W320,O=C(O1)ON=C1CC2(CC3C4)CC(C3)CC4C2,OC1=C(C(C2=CC=CC=C2)=O)C=CC(OC)=C1,O=C(NCC1(CC2C3)CC3CC(C2)C1)OC4=C(C(C5=CC=CC=C5)=O)C=CC(OC)=C4,0,0.396306723
A1-B17,W321,O=C(O1)ON=C1C2=CC=C(C)C=C2,OC1=CC(SC)=CC=C1,O=C(NC1=CC=C(C)C=C1)OC2=CC(SC)=CC=C2,81,81.28388214
A2-B17,W322,O=C(O1)ON=C1C2=CC=CC=C2C,OC1=CC(SC)=CC=C1,O=C(NC1=CC=CC=C1C)OC2=CC(SC)=CC=C2,77,76.90194702
A3-B17,W323,O=C(O1)ON=C1C2=CC=CC(C)=C2,OC1=CC(SC)=CC=C1,O=C(NC1=CC=CC(C)=C1)OC2=CC(SC)=CC=C2,86,85.40938568
A4-B17,W324,O=C(O1)ON=C1C2=CC=C(OC)C=C2,OC1=CC(SC)=CC=C1,O=C(NC1=CC=C(OC)C=C1)OC2=CC(SC)=CC=C2,79,78.81053925
A5-B17,W325,O=C(O1)ON=C1C2=CC=C(C(C)(C)C)C=C2,OC1=CC(SC)=CC=C1,O=C(NC1=CC=C(C(C)(C)C)C=C1)OC2=CC(SC)=CC=C2,69,69.69178009
A6-B17,W326,O=C(O1)ON=C1C2=CC=C(C(OC)=O)C=C2,OC1=CC(SC)=CC=C1,O=C(NC1=CC=C(C(OC)=O)C=C1)OC2=CC(SC)=CC=C2,49,49.35760117
A7-B17,W327,O=C(O1)ON=C1C2=CC(C)=CC(C)=C2,OC1=CC(SC)=CC=C1,O=C(NC1=CC(C)=CC(C)=C1)OC2=CC(SC)=CC=C2,19,56.63864899
A8-B17,W328,O=C(O1)ON=C1C2=CC=C3C(OCCO3)=C2,OC1=CC(SC)=CC=C1,O=C(NC1=CC=C2C(OCCO2)=C1)OC3=CC(SC)=CC=C3,76,76.23749542
A9-B17,W329,O=C(O1)ON=C1CC2=CC=CC=C2,OC1=CC(SC)=CC=C1,O=C(NCC1=CC=CC=C1)OC2=CC(SC)=CC=C2,61,60.8180542
A10-B17,W330,O=C(O1)ON=C1CC2=CC=C(F)C=C2,OC1=CC(SC)=CC=C1,O=C(NCC1=CC=C(F)C=C1)OC2=CC(SC)=CC=C2,65,60.44398499
A11-B17,W331,O=C(O1)ON=C1CC2=CC=CC=C2Cl,OC1=CC(SC)=CC=C1,O=C(NCC1=C(Cl)C=CC=C1)OC2=CC(SC)=CC=C2,67,67.04537201
A12-B17,W332,O=C(O1)ON=C1CC2=CC(Br)=CC=C2,OC1=CC(SC)=CC=C1,O=C(NCC1=CC(Br)=CC=C1)OC2=CC(SC)=CC=C2,75,75.02275085
A13-B17,W333,O=C(O1)ON=C1CC2=CC=CC=C2I,OC1=CC(SC)=CC=C1,O=C(NCC1=C(I)C=CC=C1)OC2=CC(SC)=CC=C2,49,49.15554047
A14-B17,W334,O=C(O1)ON=C1CC2=CC=C(C=CC=C3)C3=C2,OC1=CC(SC)=CC=C1,O=C(NCC1=CC(C=CC=C2)=C2C=C1)OC3=CC(SC)=CC=C3,58,57.24607849
A15-B17,W335,O=C(O1)ON=C1CC2=CC=CO2,OC1=CC(SC)=CC=C1,O=C(NCC1=CC=CO1)OC2=CC(SC)=CC=C2,51,48.78304291
A16-B17,W336,O=C(O1)ON=C1CCC2=CC=CC=C2,OC1=CC(SC)=CC=C1,O=C(NCCC1=CC=CC=C1)OC2=CC(SC)=CC=C2,59,69.93003082
A17-B17,W337,O=C(O1)ON=C1CCCC2=CNC3=C2C=CC=C3,OC1=CC(SC)=CC=C1,O=C(NCCCC1=CNC2=C1C=CC=C2)OC3=CC(SC)=CC=C3,30,30.0140934
A18-B17,W338,O=C(O1)ON=C1CCCC,OC1=CC(SC)=CC=C1,O=C(NCCCC)OC1=CC(SC)=CC=C1,40,39.71783829
A19-B17,W339,O=C(O1)ON=C1C2C3C(C(OC)=O)C2C3,OC1=CC(SC)=CC=C1,O=C(NC1C2C(C(OC)=O)C1C2)OC3=CC(SC)=CC=C3,60,59.96757507
A20-B17,W340,O=C(O1)ON=C1CC2(CC3C4)CC(C3)CC4C2,OC1=CC(SC)=CC=C1,O=C(NCC12CC(CC3C2)CC(C3)C1)OC4=CC(SC)=CC=C4,0,0
A1-B18,W341,O=C(O1)ON=C1C2=CC=C(C)C=C2,OC1=CC(OC)=CC(C)=C1,O=C(NC1=CC=C(C)C=C1)OC2=CC(OC)=CC(C)=C2,78,76.75362396
A2-B18,W342,O=C(O1)ON=C1C2=CC=CC=C2C,OC1=CC(OC)=CC(C)=C1,O=C(NC1=CC=CC=C1C)OC2=CC(OC)=CC(C)=C2,69,69.08758545
A3-B18,W343,O=C(O1)ON=C1C2=CC=CC(C)=C2,OC1=CC(OC)=CC(C)=C1,O=C(NC1=CC=CC(C)=C1)OC2=CC(OC)=CC(C)=C2,84,78.12404633
A4-B18,W344,O=C(O1)ON=C1C2=CC=C(OC)C=C2,OC1=CC(OC)=CC(C)=C1,O=C(NC1=CC=C(OC)C=C1)OC2=CC(OC)=CC(C)=C2,79,78.95252991
A5-B18,W345,O=C(O1)ON=C1C2=CC=C(C(C)(C)C)C=C2,OC1=CC(OC)=CC(C)=C1,O=C(NC1=CC=C(C(C)(C)C)C=C1)OC2=CC(OC)=CC(C)=C2,71,71.23742676
A6-B18,W346,O=C(O1)ON=C1C2=CC=C(C(OC)=O)C=C2,OC1=CC(OC)=CC(C)=C1,O=C(NC1=CC=C(C(OC)=O)C=C1)OC2=CC(OC)=CC(C)=C2,53,53.35189819
A7-B18,W347,O=C(O1)ON=C1C2=CC(C)=CC(C)=C2,OC1=CC(OC)=CC(C)=C1,O=C(NC1=CC(C)=CC(C)=C1)OC2=CC(OC)=CC(C)=C2,66,64.31747437
A8-B18,W348,O=C(O1)ON=C1C2=CC=C3C(OCCO3)=C2,OC1=CC(OC)=CC(C)=C1,O=C(NC1=CC=C2C(OCCO2)=C1)OC3=CC(OC)=CC(C)=C3,87,87.32028961
A9-B18,W349,O=C(O1)ON=C1CC2=CC=CC=C2,OC1=CC(OC)=CC(C)=C1,O=C(NCC1=CC=CC=C1)OC2=CC(OC)=CC(C)=C2,61,60.86250305
A10-B18,W350,O=C(O1)ON=C1CC2=CC=C(F)C=C2,OC1=CC(OC)=CC(C)=C1,O=C(NCC1=CC=C(F)C=C1)OC2=CC(OC)=CC(C)=C2,60,59.78041077
A11-B18,W351,O=C(O1)ON=C1CC2=CC=CC=C2Cl,OC1=CC(OC)=CC(C)=C1,O=C(NCC1=C(Cl)C=CC=C1)OC2=CC(OC)=CC(C)=C2,71,71.02420044
A12-B18,W352,O=C(O1)ON=C1CC2=CC(Br)=CC=C2,OC1=CC(OC)=CC(C)=C1,O=C(NCC1=CC(Br)=CC=C1)OC2=CC(OC)=CC(C)=C2,76,76.03670502
A13-B18,W353,O=C(O1)ON=C1CC2=CC=CC=C2I,OC1=CC(OC)=CC(C)=C1,O=C(NCC1=C(I)C=CC=C1)OC2=CC(OC)=CC(C)=C2,53,48.28421021
A14-B18,W354,O=C(O1)ON=C1CC2=CC=C(C=CC=C3)C3=C2,OC1=CC(OC)=CC(C)=C1,O=C(NCC1=CC(C=CC=C2)=C2C=C1)OC3=CC(OC)=CC(C)=C3,50,49.78767776
A15-B18,W355,O=C(O1)ON=C1CC2=CC=CO2,OC1=CC(OC)=CC(C)=C1,O=C(NCC1=CC=CO1)OC2=CC(OC)=CC(C)=C2,47,47.64335632
A16-B18,W356,O=C(O1)ON=C1CCC2=CC=CC=C2,OC1=CC(OC)=CC(C)=C1,O=C(NCCC1=CC=CC=C1)OC2=CC(OC)=CC(C)=C2,67,72.09732056
A17-B18,W357,O=C(O1)ON=C1CCCC2=CNC3=C2C=CC=C3,OC1=CC(OC)=CC(C)=C1,O=C(NCCCC1=CNC2=C1C=CC=C2)OC3=CC(OC)=CC(C)=C3,40,39.97377777
A18-B18,W358,O=C(O1)ON=C1CCCC,OC1=CC(OC)=CC(C)=C1,O=C(NCCCC)OC1=CC(OC)=CC(C)=C1,44,43.46784592
A19-B18,W359,O=C(O1)ON=C1C2C3C(C(OC)=O)C2C3,OC1=CC(OC)=CC(C)=C1,O=C(NC1C2C(C(OC)=O)C1C2)OC3=CC(OC)=CC(C)=C3,66,63.84446335
A20-B18,W360,O=C(O1)ON=C1CC2(CC3C4)CC(C3)CC4C2,OC1=CC(OC)=CC(C)=C1,O=C(NCC12CC(CC3C2)CC(C3)C1)OC4=CC(OC)=CC(C)=C4,0,0.283088535
A1-B19,W361,O=C(O1)ON=C1C2=CC=C(C)C=C2,OC1=C(OC)C=CC(Br)=C1,O=C(NC1=CC=C(C)C=C1)OC2=C(OC)C=CC(Br)=C2,80,79.92227173
A2-B19,W362,O=C(O1)ON=C1C2=CC=CC=C2C,OC1=C(OC)C=CC(Br)=C1,O=C(NC1=CC=CC=C1C)OC2=C(OC)C=CC(Br)=C2,72,72.30008698
A3-B19,W363,O=C(O1)ON=C1C2=CC=CC(C)=C2,OC1=C(OC)C=CC(Br)=C1,O=C(NC1=CC=CC(C)=C1)OC2=C(OC)C=CC(Br)=C2,83,82.57278442
A4-B19,W364,O=C(O1)ON=C1C2=CC=C(OC)C=C2,OC1=C(OC)C=CC(Br)=C1,O=C(NC1=CC=C(OC)C=C1)OC2=C(OC)C=CC(Br)=C2,76,76.36342621
A5-B19,W365,O=C(O1)ON=C1C2=CC=C(C(C)(C)C)C=C2,OC1=C(OC)C=CC(Br)=C1,O=C(NC1=CC=C(C(C)(C)C)C=C1)OC2=C(OC)C=CC(Br)=C2,61,71.72758484
A6-B19,W366,O=C(O1)ON=C1C2=CC=C(C(OC)=O)C=C2,OC1=C(OC)C=CC(Br)=C1,O=C(NC1=CC=C(C(OC)=O)C=C1)OC2=C(OC)C=CC(Br)=C2,48,53.31471634
A7-B19,W367,O=C(O1)ON=C1C2=CC(C)=CC(C)=C2,OC1=C(OC)C=CC(Br)=C1,O=C(NC1=CC(C)=CC(C)=C1)OC2=C(OC)C=CC(Br)=C2,45,45.1702919
A8-B19,W368,O=C(O1)ON=C1C2=CC=C3C(OCCO3)=C2,OC1=C(OC)C=CC(Br)=C1,O=C(NC1=CC=C2C(OCCO2)=C1)OC3=C(OC)C=CC(Br)=C3,82,76.23027802
A9-B19,W369,O=C(O1)ON=C1CC2=CC=CC=C2,OC1=C(OC)C=CC(Br)=C1,O=C(NCC1=CC=CC=C1)OC2=C(OC)C=CC(Br)=C2,56,56.00041962
A10-B19,W370,O=C(O1)ON=C1CC2=CC=C(F)C=C2,OC1=C(OC)C=CC(Br)=C1,O=C(NCC1=CC=C(F)C=C1)OC2=C(OC)C=CC(Br)=C2,63,62.59139252
A11-B19,W371,O=C(O1)ON=C1CC2=CC=CC=C2Cl,OC1=C(OC)C=CC(Br)=C1,O=C(NCC1=C(Cl)C=CC=C1)OC2=C(OC)C=CC(Br)=C2,67,66.43193054
A12-B19,W372,O=C(O1)ON=C1CC2=CC(Br)=CC=C2,OC1=C(OC)C=CC(Br)=C1,O=C(NCC1=CC(Br)=CC=C1)OC2=C(OC)C=CC(Br)=C2,70,70.27407074
A13-B19,W373,O=C(O1)ON=C1CC2=CC=CC=C2I,OC1=C(OC)C=CC(Br)=C1,O=C(NCC1=C(I)C=CC=C1)OC2=C(OC)C=CC(Br)=C2,48,48.04135132
A14-B19,W374,O=C(O1)ON=C1CC2=CC=C(C=CC=C3)C3=C2,OC1=C(OC)C=CC(Br)=C1,O=C(NCC1=CC(C=CC=C2)=C2C=C1)OC3=C(OC)C=CC(Br)=C3,50,49.90864182
A15-B19,W375,O=C(O1)ON=C1CC2=CC=CO2,OC1=C(OC)C=CC(Br)=C1,O=C(NCC1=CC=CO1)OC2=C(OC)C=CC(Br)=C2,44,45.29801559
A16-B19,W376,O=C(O1)ON=C1CCC2=CC=CC=C2,OC1=C(OC)C=CC(Br)=C1,O=C(NCCC1=CC=CC=C1)OC2=C(OC)C=CC(Br)=C2,64,64.19790649
A17-B19,W377,O=C(O1)ON=C1CCCC2=CNC3=C2C=CC=C3,OC1=C(OC)C=CC(Br)=C1,O=C(NCCCC1=CNC2=C1C=CC=C2)OC3=C(OC)C=CC(Br)=C3,32,34.13941574
A18-B19,W378,O=C(O1)ON=C1CCCC,OC1=C(OC)C=CC(Br)=C1,O=C(NCCCC)OC1=C(OC)C=CC(Br)=C1,33,33.06975937
A19-B19,W379,O=C(O1)ON=C1C2C3C(C(OC)=O)C2C3,OC1=C(OC)C=CC(Br)=C1,O=C(NC1C2C(C(OC)=O)C1C2)OC3=C(OC)C=CC(Br)=C3,64,63.79648209
A20-B19,W380,O=C(O1)ON=C1CC2(CC3C4)CC(C3)CC4C2,OC1=C(OC)C=CC(Br)=C1,O=C(NCC12CC(CC3C2)CC(C3)C1)OC4=C(OC)C=CC(Br)=C4,0,0
A1-B20,W381,O=C(O1)ON=C1C2=CC=C(C)C=C2,OC1=C(OC2=CC=CC=C2O)C=CC=C1,O=C(NC1=CC=C(C)C=C1)OC2=C(OC3=CC=CC=C3O)C=CC=C2,51,51.77365112
A2-B20,W382,O=C(O1)ON=C1C2=CC=CC=C2C,OC1=C(OC2=CC=CC=C2O)C=CC=C1,O=C(NC1=CC=CC=C1C)OC2=C(OC3=CC=CC=C3O)C=CC=C2,53,52.28838348
A3-B20,W383,O=C(O1)ON=C1C2=CC=CC(C)=C2,OC1=C(OC2=CC=CC=C2O)C=CC=C1,O=C(NC1=CC=CC(C)=C1)OC2=C(OC3=CC=CC=C3O)C=CC=C2,65,53.21993256
A4-B20,W384,O=C(O1)ON=C1C2=CC=C(OC)C=C2,OC1=C(OC2=CC=CC=C2O)C=CC=C1,O=C(NC1=CC=C(OC)C=C1)OC2=C(OC3=CC=CC=C3O)C=CC=C2,64,63.61597443
A5-B20,W385,O=C(O1)ON=C1C2=CC=C(C(C)(C)C)C=C2,OC1=C(OC2=CC=CC=C2O)C=CC=C1,O=C(NC1=CC=C(C(C)(C)C)C=C1)OC2=C(OC3=CC=CC=C3O)C=CC=C2,70,64.19322205
A6-B20,W386,O=C(O1)ON=C1C2=CC=C(C(OC)=O)C=C2,OC1=C(OC2=CC=CC=C2O)C=CC=C1,O=C(NC1=CC=C(C(OC)=O)C=C1)OC2=C(OC3=CC=CC=C3O)C=CC=C2,40,40.14506149
A7-B20,W387,O=C(O1)ON=C1C2=CC(C)=CC(C)=C2,OC1=C(OC2=CC=CC=C2O)C=CC=C1,O=C(NC1=CC(C)=CC(C)=C1)OC2=C(OC3=CC=CC=C3O)C=CC=C2,52,56.09924316
A8-B20,W388,O=C(O1)ON=C1C2=CC=C3C(OCCO3)=C2,OC1=C(OC2=CC=CC=C2O)C=CC=C1,O=C(NC1=CC=C2C(OCCO2)=C1)OC3=C(OC4=CC=CC=C4O)C=CC=C3,69,68.68901825
