substrate,well,dioxazolone,OH,product,yield (%),predicted
A16-B7,W136,O=C(O1)ON=C1CCC2=CC=CC=C2,OC1=CC(NC(C)=O)=CC=C1,O=C(NCCC1=CC=CC=C1)OC2=CC(NC(C)=O)=CC=C2,64,65.87888336
A17-B7,W137,O=C(O1)ON=C1CCCC2=CNC3=C2C=CC=C3,OC1=CC(NC(C)=O)=CC=C1,O=C(NCCCC1=CNC2=C1C=CC=C2)OC3=CC(NC(C)=O)=CC=C3,25,32.86129379
A18-B7,W138,O=C(O1)ON=C1CCCC,OC1=CC(NC(C)=O)=CC=C1,O=C(NCCCC)OC1=CC(NC(C)=O)=CC=C1,39,37.31207657
A19-B7,W139,O=C(O1)ON=C1C2C3C(C(OC)=O)C2C3,OC1=CC(NC(C)=O)=CC=C1,O=C(NC1C2C(C(OC)=O)C1C2)OC3=CC(NC(C)=O)=CC=C3,60,59.5669632
A20-B7,W140,O=C(O1)ON=C1CC2(CC3C4)CC(C3)CC4C2,OC1=CC(NC(C)=O)=CC=C1,O=C(NCC1(CC2C3)CC3CC(C2)C1)OC4=CC(NC(C)=O)=CC=C4,0,0.170335889
A1-B8,W141,O=C(O1)ON=C1C2=CC=C(C)C=C2,OC1=CC(C(C)=O)=CC=C1,O=C(NC1=CC=C(C)C=C1)OC2=CC(C(C)=O)=CC=C2,92,92.04880524
A2-B8,W142,O=C(O1)ON=C1C2=CC=CC=C2C,OC1=CC(C(C)=O)=CC=C1,O=C(NC1=CC=CC=C1C)OC2=CC(C(C)=O)=CC=C2,90,89.53281403
A3-B8,W143,O=C(O1)ON=C1C2=CC=CC(C)=C2,OC1=CC(C(C)=O)=CC=C1,O=C(NC1=CC=CC(C)=C1)OC2=CC(C(C)=O)=CC=C2,95,94.977005
A4-B8,W144,O=C(O1)ON=C1C2=CC=C(OC)C=C2,OC1=CC(C(C)=O)=CC=C1,O=C(NC1=CC=C(OC)C=C1)OC2=CC(C(C)=O)=CC=C2,93,81.01473999
A5-B8,W145,O=C(O1)ON=C1C2=CC=C(C(C)(C)C)C=C2,OC1=CC(C(C)=O)=CC=C1,O=C(NC1=CC=C(C(C)(C)C)C=C1)OC2=CC(C(C)=O)=CC=C2,83,82.79972839
A6-B8,W146,O=C(O1)ON=C1C2=CC=C(C(OC)=O)C=C2,OC1=CC(C(C)=O)=CC=C1,O=C(NC1=CC=C(C(OC)=O)C=C1)OC2=CC(C(C)=O)=CC=C2,67,64.0004425
A7-B8,W147,O=C(O1)ON=C1C2=CC(C)=CC(C)=C2,OC1=CC(C(C)=O)=CC=C1,O=C(NC1=CC(C)=CC(C)=C1)OC2=CC(C(C)=O)=CC=C2,70,69.69067383
A8-B8,W148,O=C(O1)ON=C1C2=CC=C3C(OCCO3)=C2,OC1=CC(C(C)=O)=CC=C1,O=C(NC1=CC=C2C(OCCO2)=C1)OC3=CC(C(C)=O)=CC=C3,89,88.96546936
A9-B8,W149,O=C(O1)ON=C1CC2=CC=CC=C2,OC1=CC(C(C)=O)=CC=C1,O=C(NCC1=CC=CC=C1)OC2=CC(C(C)=O)=CC=C2,65,64.41493225
A10-B8,W150,O=C(O1)ON=C1CC2=CC=C(F)C=C2,OC1=CC(C(C)=O)=CC=C1,O=C(NCC1=CC=C(F)C=C1)OC2=CC(C(C)=O)=CC=C2,60,60.30140686
A11-B8,W151,O=C(O1)ON=C1CC2=CC=CC=C2Cl,OC1=CC(C(C)=O)=CC=C1,O=C(NCC1=C(Cl)C=CC=C1)OC2=CC(C(C)=O)=CC=C2,74,74.01802826
A12-B8,W152,O=C(O1)ON=C1CC2=CC(Br)=CC=C2,OC1=CC(C(C)=O)=CC=C1,O=C(NCC1=CC(Br)=CC=C1)OC2=CC(C(C)=O)=CC=C2,79,79.08472443
A13-B8,W153,O=C(O1)ON=C1CC2=CC=CC=C2I,OC1=CC(C(C)=O)=CC=C1,O=C(NCC1=C(I)C=CC=C1)OC2=CC(C(C)=O)=CC=C2,55,54.60486603
A14-B8,W154,O=C(O1)ON=C1CC2=CC=C(C=CC=C3)C3=C2,OC1=CC(C(C)=O)=CC=C1,O=C(NCC1=CC(C=CC=C2)=C2C=C1)OC3=CC(C(C)=O)=CC=C3,53,52.93358994
A15-B8,W155,O=C(O1)ON=C1CC2=CC=CO2,OC1=CC(C(C)=O)=CC=C1,O=C(NCC1=CC=CO1)OC2=CC(C(C)=O)=CC=C2,45,45.07339859
A16-B8,W156,O=C(O1)ON=C1CCC2=CC=CC=C2,OC1=CC(C(C)=O)=CC=C1,O=C(NCCC1=CC=CC=C1)OC2=CC(C(C)=O)=CC=C2,74,74.05282593
A17-B8,W157,O=C(O1)ON=C1CCCC2=CNC3=C2C=CC=C3,OC1=CC(C(C)=O)=CC=C1,O=C(NCCCC1=CNC2=C1C=CC=C2)OC3=CC(C(C)=O)=CC=C3,34,34.35671234
A18-B8,W158,O=C(O1)ON=C1CCCC,OC1=CC(C(C)=O)=CC=C1,O=C(NCCCC)OC1=CC(C(C)=O)=CC=C1,42,41.72459793
A19-B8,W159,O=C(O1)ON=C1C2C3C(C(OC)=O)C2C3,OC1=CC(C(C)=O)=CC=C1,O=C(NC1C2C(C(OC)=O)C1C2)OC3=CC(C(C)=O)=CC=C3,67,67.07344818
A20-B8,W160,O=C(O1)ON=C1CC2(CC3C4)CC(C3)CC4C2,OC1=CC(C(C)=O)=CC=C1,O=C(NCC1(CC2C3)CC3CC(C2)C1)OC4=CC(C(C)=O)=CC=C4,0,0
A1-B9,W161,O=C(O1)ON=C1C2=CC=C(C)C=C2,OC1=CC(C#C)=CC=C1,O=C(NC1=CC=C(C)C=C1)OC2=CC(C#C)=CC=C2,88,87.05243683
A2-B9,W162,O=C(O1)ON=C1C2=CC=CC=C2C,OC1=CC(C#C)=CC=C1,O=C(NC1=CC=CC=C1C)OC2=CC(C#C)=CC=C2,76,77.07898712
A3-B9,W163,O=C(O1)ON=C1C2=CC=CC(C)=C2,OC1=CC(C#C)=CC=C1,O=C(NC1=CC=CC(C)=C1)OC2=CC(C#C)=CC=C2,85,85.94702148
A4-B9,W164,O=C(O1)ON=C1C2=CC=C(OC)C=C2,OC1=CC(C#C)=CC=C1,O=C(NC1=CC=C(OC)C=C1)OC2=CC(C#C)=CC=C2,78,78.63448334
A5-B9,W165,O=C(O1)ON=C1C2=CC=C(C(C)(C)C)C=C2,OC1=CC(C#C)=CC=C1,O=C(NC1=CC=C(C(C)(C)C)C=C1)OC2=CC(C#C)=CC=C2,89,89.2571106
A6-B9,W166,O=C(O1)ON=C1C2=CC=C(C(OC)=O)C=C2,OC1=CC(C#C)=CC=C1,O=C(NC1=CC=C(C(OC)=O)C=C1)OC2=CC(C#C)=CC=C2,58,58.03336334
A7-B9,W167,O=C(O1)ON=C1C2=CC(C)=CC(C)=C2,OC1=CC(C#C)=CC=C1,O=C(NC1=CC(C)=CC(C)=C1)OC2=CC(C#C)=CC=C2,91,83.03400421
A8-B9,W168,O=C(O1)ON=C1C2=CC=C3C(OCCO3)=C2,OC1=CC(C#C)=CC=C1,O=C(NC1=CC=C2C(OCCO2)=C1)OC3=CC(C#C)=CC=C3,78,78.35111237
A9-B9,W169,O=C(O1)ON=C1CC2=CC=CC=C2,OC1=CC(C#C)=CC=C1,O=C(NCC1=CC=CC=C1)OC2=CC(C#C)=CC=C2,57,57.50582504
A10-B9,W170,O=C(O1)ON=C1CC2=CC=C(F)C=C2,OC1=CC(C#C)=CC=C1,O=C(NCC1=CC=C(F)C=C1)OC2=CC(C#C)=CC=C2,60,59.68635559
A11-B9,W171,O=C(O1)ON=C1CC2=CC=CC=C2Cl,OC1=CC(C#C)=CC=C1,O=C(NCC1=C(Cl)C=CC=C1)OC2=CC(C#C)=CC=C2,73,72.49235535
A12-B9,W172,O=C(O1)ON=C1CC2=CC(Br)=CC=C2,OC1=CC(C#C)=CC=C1,O=C(NCC1=CC(Br)=CC=C1)OC2=CC(C#C)=CC=C2,73,73.62952423
A13-B9,W173,O=C(O1)ON=C1CC2=CC=CC=C2I,OC1=CC(C#C)=CC=C1,O=C(NCC1=C(I)C=CC=C1)OC2=CC(C#C)=CC=C2,48,47.89161682
A14-B9,W174,O=C(O1)ON=C1CC2=CC=C(C=CC=C3)C3=C2,OC1=CC(C#C)=CC=C1,O=C(NCC1=CC(C=CC=C2)=C2C=C1)OC3=CC(C#C)=CC=C3,49,48.86067963
A15-B9,W175,O=C(O1)ON=C1CC2=CC=CO2,OC1=CC(C#C)=CC=C1,O=C(NCC1=CC=CO1)OC2=CC(C#C)=CC=C2,58,56.93677139
A16-B9,W176,O=C(O1)ON=C1CCC2=CC=CC=C2,OC1=CC(C#C)=CC=C1,O=C(NCCC1=CC=CC=C1)OC2=CC(C#C)=CC=C2,70,69.86911774
A17-B9,W177,O=C(O1)ON=C1CCCC2=CNC3=C2C=CC=C3,OC1=CC(C#C)=CC=C1,O=C(NCCCC1=CNC2=C1C=CC=C2)OC3=CC(C#C)=CC=C3,39,38.98292542
A18-B9,W178,O=C(O1)ON=C1CCCC,OC1=CC(C#C)=CC=C1,O=C(NCCCC)OC1=CC(C#C)=CC=C1,48,48.15462112
A19-B9,W179,O=C(O1)ON=C1C2C3C(C(OC)=O)C2C3,OC1=CC(C#C)=CC=C1,O=C(NC1C2C(C(OC)=O)C1C2)OC3=CC(C#C)=CC=C3,52,52.66856003
A20-B9,W180,O=C(O1)ON=C1CC2(CC3C4)CC(C3)CC4C2,OC1=CC(C#C)=CC=C1,O=C(NCC12CC(CC3C2)CC(C3)C1)OC4=CC(C#C)=CC=C4,0,0.906567216
A1-B10,W181,O=C(O1)ON=C1C2=CC=C(C)C=C2,OC1=C(C)C(C)=CC=C1,O=C(NC1=CC=C(C)C=C1)OC2=C(C)C(C)=CC=C2,35,35.74520493
A2-B10,W182,O=C(O1)ON=C1C2=CC=CC=C2C,OC1=C(C)C(C)=CC=C1,O=C(NC1=CC=CC=C1C)OC2=C(C)C(C)=CC=C2,33,32.99081039
A3-B10,W183,O=C(O1)ON=C1C2=CC=CC(C)=C2,OC1=C(C)C(C)=CC=C1,O=C(NC1=CC=CC(C)=C1)OC2=C(C)C(C)=CC=C2,39,38.72134018
A4-B10,W184,O=C(O1)ON=C1C2=CC=C(OC)C=C2,OC1=C(C)C(C)=CC=C1,O=C(NC1=CC=C(OC)C=C1)OC2=C(C)C(C)=CC=C2,54,49.1810112
A5-B10,W185,O=C(O1)ON=C1C2=CC=C(C(C)(C)C)C=C2,OC1=C(C)C(C)=CC=C1,O=C(NC1=CC=C(C(C)(C)C)C=C1)OC2=C(C)C(C)=CC=C2,67,67.20727539
A6-B10,W186,O=C(O1)ON=C1C2=CC=C(C(OC)=O)C=C2,OC1=C(C)C(C)=CC=C1,O=C(NC1=CC=C(C(OC)=O)C=C1)OC2=C(C)C(C)=CC=C2,45,44.48688507
A7-B10,W187,O=C(O1)ON=C1C2=CC(C)=CC(C)=C2,OC1=C(C)C(C)=CC=C1,O=C(NC1=CC(C)=CC(C)=C1)OC2=C(C)C(C)=CC=C2,53,53.20803452
A8-B10,W188,O=C(O1)ON=C1C2=CC=C3C(OCCO3)=C2,OC1=C(C)C(C)=CC=C1,O=C(NC1=CC=C2C(OCCO2)=C1)OC3=C(C)C(C)=CC=C3,71,71.06102753
A9-B10,W189,O=C(O1)ON=C1CC2=CC=CC=C2,OC1=C(C)C(C)=CC=C1,O=C(NCC1=CC=CC=C1)OC2=C(C)C(C)=CC=C2,56,55.56102753
A10-B10,W190,O=C(O1)ON=C1CC2=CC=C(F)C=C2,OC1=C(C)C(C)=CC=C1,O=C(NCC1=CC=C(F)C=C1)OC2=C(C)C(C)=CC=C2,51,47.2703743
A11-B10,W191,O=C(O1)ON=C1CC2=CC=CC=C2Cl,OC1=C(C)C(C)=CC=C1,O=C(NCC1=C(Cl)C=CC=C1)OC2=C(C)C(C)=CC=C2,55,45.00728607
A12-B10,W192,O=C(O1)ON=C1CC2=CC(Br)=CC=C2,OC1=C(C)C(C)=CC=C1,O=C(NCC1=CC(Br)=CC=C1)OC2=C(C)C(C)=CC=C2,56,56.14622498
A13-B10,W193,O=C(O1)ON=C1CC2=CC=CC=C2I,OC1=C(C)C(C)=CC=C1,O=C(NCC1=C(I)C=CC=C1)OC2=C(C)C(C)=CC=C2,45,44.59676743
A14-B10,W194,O=C(O1)ON=C1CC2=CC=C(C=CC=C3)C3=C2,OC1=C(C)C(C)=CC=C1,O=C(NCC1=CC(C=CC=C2)=C2C=C1)OC3=C(C)C(C)=CC=C3,37,36.8001709
A15-B10,W195,O=C(O1)ON=C1CC2=CC=CO2,OC1=C(C)C(C)=CC=C1,O=C(NCC1=CC=CO1)OC2=C(C)C(C)=CC=C2,42,42.06251526
A16-B10,W196,O=C(O1)ON=C1CCC2=CC=CC=C2,OC1=C(C)C(C)=CC=C1,O=C(NCCC1=CC=CC=C1)OC2=C(C)C(C)=CC=C2,60,60.4407959
A17-B10,W197,O=C(O1)ON=C1CCCC2=CNC3=C2C=CC=C3,OC1=C(C)C(C)=CC=C1,O=C(NCCCC1=CNC2=C1C=CC=C2)OC3=C(C)C(C)=CC=C3,36,35.92347336
A18-B10,W198,O=C(O1)ON=C1CCCC,OC1=C(C)C(C)=CC=C1,O=C(NCCCC)OC1=C(C)C(C)=CC=C1,34,34.00860596
A19-B10,W199,O=C(O1)ON=C1C2C3C(C(OC)=O)C2C3,OC1=C(C)C(C)=CC=C1,O=C(NC1C2C(C(OC)=O)C1C2)OC3=C(C)C(C)=CC=C3,47,47.76292419
A20-B10,W200,O=C(O1)ON=C1CC2(CC3C4)CC(C3)CC4C2,OC1=C(C)C(C)=CC=C1,O=C(NCC12CC(CC3C2)CC(C3)C1)OC4=C(C)C(C)=CC=C4,0,0.203142762
A1-B11,W201,O=C(O1)ON=C1C2=CC=C(C)C=C2,OC1=C(F)C=CC(C)=C1,O=C(NC1=CC=C(C)C=C1)OC2=C(F)C=CC(C)=C2,82,82.21718597
A2-B11,W202,O=C(O1)ON=C1C2=CC=CC=C2C,OC1=C(F)C=CC(C)=C1,O=C(NC1=CC=CC=C1C)OC2=C(F)C=CC(C)=C2,81,81.12723541
A3-B11,W203,O=C(O1)ON=C1C2=CC=CC(C)=C2,OC1=C(F)C=CC(C)=C1,O=C(NC1=CC=CC(C)=C1)OC2=C(F)C=CC(C)=C2,90,89.41934967
A4-B11,W204,O=C(O1)ON=C1C2=CC=C(OC)C=C2,OC1=C(F)C=CC(C)=C1,O=C(NC1=CC=C(OC)C=C1)OC2=C(F)C=CC(C)=C2,94,84.2727356
A5-B11,W205,O=C(O1)ON=C1C2=CC=C(C(C)(C)C)C=C2,OC1=C(F)C=CC(C)=C1,O=C(NC1=CC=C(C(C)(C)C)C=C1)OC2=C(F)C=CC(C)=C2,84,83.5692215
A6-B11,W206,O=C(O1)ON=C1C2=CC=C(C(OC)=O)C=C2,OC1=C(F)C=CC(C)=C1,O=C(NC1=CC=C(C(OC)=O)C=C1)OC2=C(F)C=CC(C)=C2,60,60.06098557
A7-B11,W207,O=C(O1)ON=C1C2=CC(C)=CC(C)=C2,OC1=C(F)C=CC(C)=C1,O=C(NC1=CC(C)=CC(C)=C1)OC2=C(F)C=CC(C)=C2,64,64.49628448
A8-B11,W208,O=C(O1)ON=C1C2=CC=C3C(OCCO3)=C2,OC1=C(F)C=CC(C)=C1,O=C(NC1=CC=C2C(OCCO2)=C1)OC3=C(F)C=CC(C)=C3,93,92.17202759
A9-B11,W209,O=C(O1)ON=C1CC2=CC=CC=C2,OC1=C(F)C=CC(C)=C1,O=C(NCC1=CC=CC=C1)OC2=C(F)C=CC(C)=C2,59,59.13009644
A10-B11,W210,O=C(O1)ON=C1CC2=CC=C(F)C=C2,OC1=C(F)C=CC(C)=C1,O=C(NCC1=CC=C(F)C=C1)OC2=C(F)C=CC(C)=C2,60,59.88504028
A11-B11,W211,O=C(O1)ON=C1CC2=CC=CC=C2Cl,OC1=C(F)C=CC(C)=C1,O=C(NCC1=C(Cl)C=CC=C1)OC2=C(F)C=CC(C)=C2,73,71.77487183
A12-B11,W212,O=C(O1)ON=C1CC2=CC(Br)=CC=C2,OC1=C(F)C=CC(C)=C1,O=C(NCC1=CC(Br)=CC=C1)OC2=C(F)C=CC(C)=C2,84,83.94618988
A13-B11,W213,O=C(O1)ON=C1CC2=CC=CC=C2I,OC1=C(F)C=CC(C)=C1,O=C(NCC1=C(I)C=CC=C1)OC2=C(F)C=CC(C)=C2,56,55.53516006
A14-B11,W214,O=C(O1)ON=C1CC2=CC=C(C=CC=C3)C3=C2,OC1=C(F)C=CC(C)=C1,O=C(NCC1=CC(C=CC=C2)=C2C=C1)OC3=C(F)C=CC(C)=C3,33,34.79843521
A15-B11,W215,O=C(O1)ON=C1CC2=CC=CO2,OC1=C(F)C=CC(C)=C1,O=C(NCC1=CC=CO1)OC2=C(F)C=CC(C)=C2,51,50.76327133
A16-B11,W216,O=C(O1)ON=C1CCC2=CC=CC=C2,OC1=C(F)C=CC(C)=C1,O=C(NCCC1=CC=CC=C1)OC2=C(F)C=CC(C)=C2,75,75.11090851
A17-B11,W217,O=C(O1)ON=C1CCCC2=CNC3=C2C=CC=C3,OC1=C(F)C=CC(C)=C1,O=C(NCCCC1=CNC2=C1C=CC=C2)OC3=C(F)C=CC(C)=C3,38,37.75142288
A18-B11,W218,O=C(O1)ON=C1CCCC,OC1=C(F)C=CC(C)=C1,O=C(NCCCC)OC1=C(F)C=CC(C)=C1,38,38.27946854
A19-B11,W219,O=C(O1)ON=C1C2C3C(C(OC)=O)C2C3,OC1=C(F)C=CC(C)=C1,O=C(NC1C2C(C(OC)=O)C1C2)OC3=C(F)C=CC(C)=C3,65,64.84048462
A20-B11,W220,O=C(O1)ON=C1CC2(CC3C4)CC(C3)CC4C2,OC1=C(F)C=CC(C)=C1,O=C(NCC12CC(CC3C2)CC(C3)C1)OC4=C(F)C=CC(C)=C4,0,0
A1-B12,W221,O=C(O1)ON=C1C2=CC=C(C)C=C2,OC1=C(Br)C=CC(C)=C1,O=C(NC1=CC=C(C)C=C1)OC2=C(Br)C=CC(C)=C2,77,77.29972076
A2-B12,W222,O=C(O1)ON=C1C2=CC=CC=C2C,OC1=C(Br)C=CC(C)=C1,O=C(NC1=CC=CC=C1C)OC2=C(Br)C=CC(C)=C2,79,78.39481354
A3-B12,W223,O=C(O1)ON=C1C2=CC=CC(C)=C2,OC1=C(Br)C=CC(C)=C1,O=C(NC1=CC=CC(C)=C1)OC2=C(Br)C=CC(C)=C2,79,79.38483429
A4-B12,W224,O=C(O1)ON=C1C2=CC=C(OC)C=C2,OC1=C(Br)C=CC(C)=C1,O=C(NC1=CC=C(OC)C=C1)OC2=C(Br)C=CC(C)=C2,83,82.9571228
A5-B12,W225,O=C(O1)ON=C1C2=CC=C(C(C)(C)C)C=C2,OC1=C(Br)C=CC(C)=C1,O=C(NC1=CC=C(C(C)(C)C)C=C1)OC2=C(Br)C=CC(C)=C2,75,74.55122375
A6-B12,W226,O=C(O1)ON=C1C2=CC=C(C(OC)=O)C=C2,OC1=C(Br)C=CC(C)=C1,O=C(NC1=CC=C(C(OC)=O)C=C1)OC2=C(Br)C=CC(C)=C2,59,58.88102722
A7-B12,W227,O=C(O1)ON=C1C2=CC(C)=CC(C)=C2,OC1=C(Br)C=CC(C)=C1,O=C(NC1=CC(C)=CC(C)=C1)OC2=C(Br)C=CC(C)=C2,54,54.2416687
A8-B12,W228,O=C(O1)ON=C1C2=CC=C3C(OCCO3)=C2,OC1=C(Br)C=CC(C)=C1,O=C(NC1=CC=C2C(OCCO2)=C1)OC3=C(Br)C=CC(C)=C3,84,83.82600403
A9-B12,W229,O=C(O1)ON=C1CC2=CC=CC=C2,OC1=C(Br)C=CC(C)=C1,O=C(NCC1=CC=CC=C1)OC2=C(Br)C=CC(C)=C2,63,63.04449081
A10-B12,W230,O=C(O1)ON=C1CC2=CC=C(F)C=C2,OC1=C(Br)C=CC(C)=C1,O=C(NCC1=CC=C(F)C=C1)OC2=C(Br)C=CC(C)=C2,65,64.99103546
A11-B12,W231,O=C(O1)ON=C1CC2=CC=CC=C2Cl,OC1=C(Br)C=CC(C)=C1,O=C(NCC1=C(Cl)C=CC=C1)OC2=C(Br)C=CC(C)=C2,60,61.39101028
A12-B12,W232,O=C(O1)ON=C1CC2=CC(Br)=CC=C2,OC1=C(Br)C=CC(C)=C1,O=C(NCC1=CC(Br)=CC=C1)OC2=C(Br)C=CC(C)=C2,81,80.56759644
A13-B12,W233,O=C(O1)ON=C1CC2=CC=CC=C2I,OC1=C(Br)C=CC(C)=C1,O=C(NCC1=C(I)C=CC=C1)OC2=C(Br)C=CC(C)=C2,49,48.9758606
A14-B12,W234,O=C(O1)ON=C1CC2=CC=C(C=CC=C3)C3=C2,OC1=C(Br)C=CC(C)=C1,O=C(NCC1=CC(C=CC=C2)=C2C=C1)OC3=C(Br)C=CC(C)=C3,42,41.87902451
A15-B12,W235,O=C(O1)ON=C1CC2=CC=CO2,OC1=C(Br)C=CC(C)=C1,O=C(NCC1=CC=CO1)OC2=C(Br)C=CC(C)=C2,50,49.94960785
A16-B12,W236,O=C(O1)ON=C1CCC2=CC=CC=C2,OC1=C(Br)C=CC(C)=C1,O=C(NCCC1=CC=CC=C1)OC2=C(Br)C=CC(C)=C2,75,74.91107178
A17-B12,W237,O=C(O1)ON=C1CCCC2=CNC3=C2C=CC=C3,OC1=C(Br)C=CC(C)=C1,O=C(NCCCC1=CNC2=C1C=CC=C2)OC3=C(Br)C=CC(C)=C3,29,29.14904213
A18-B12,W238,O=C(O1)ON=C1CCCC,OC1=C(Br)C=CC(C)=C1,O=C(NCCCC)OC1=C(Br)C=CC(C)=C1,40,39.71894073
A19-B12,W239,O=C(O1)ON=C1C2C3C(C(OC)=O)C2C3,OC1=C(Br)C=CC(C)=C1,O=C(NC1C2C(C(OC)=O)C1C2)OC3=C(Br)C=CC(C)=C3,72,59.49519348
A20-B12,W240,O=C(O1)ON=C1CC2(CC3C4)CC(C3)CC4C2,OC1=C(Br)C=CC(C)=C1,O=C(NCC12CC(CC3C2)CC(C3)C1)OC4=C(Br)C=CC(C)=C4,0,0.362017035
A1-B13,W241,O=C(O1)ON=C1C2=CC=C(C)C=C2,OC1=C(C=CC=C2)C2=CC=C1,O=C(NC1=CC=C(C)C=C1)OC2=C(C=CC=C3)C3=CC=C2,40,39.09742355
A2-B13,W242,O=C(O1)ON=C1C2=CC=CC=C2C,OC1=C(C=CC=C2)C2=CC=C1,O=C(NC1=CC=CC=C1C)OC2=C(C=CC=C3)C3=CC=C2,32,32.31573486
A3-B13,W243,O=C(O1)ON=C1C2=CC=CC(C)=C2,OC1=C(C=CC=C2)C2=CC=C1,O=C(NC1=CC=CC(C)=C1)OC2=C(C=CC=C3)C3=CC=C2,38,38.77736664
A4-B13,W244,O=C(O1)ON=C1C2=CC=C(OC)C=C2,OC1=C(C=CC=C2)C2=CC=C1,O=C(NC1=CC=C(OC)C=C1)OC2=C(C=CC=C3)C3=CC=C2,49,42.23000336
A5-B13,W245,O=C(O1)ON=C1C2=CC=C(C(C)(C)C)C=C2,OC1=C(C=CC=C2)C2=CC=C1,O=C(NC1=CC=C(C(C)(C)C)C=C1)OC2=C(C=CC=C3)C3=CC=C2,50,49.68650055
A6-B13,W246,O=C(O1)ON=C1C2=CC=C(C(OC)=O)C=C2,OC1=C(C=CC=C2)C2=CC=C1,O=C(NC1=CC=C(C(OC)=O)C=C1)OC2=C(C=CC=C3)C3=CC=C2,28,33.352005
A7-B13,W247,O=C(O1)ON=C1C2=CC(C)=CC(C)=C2,OC1=C(C=CC=C2)C2=CC=C1,O=C(NC1=CC(C)=CC(C)=C1)OC2=C(C=CC=C3)C3=CC=C2,30,29.89676666
A8-B13,W248,O=C(O1)ON=C1C2=CC=C3C(OCCO3)=C2,OC1=C(C=CC=C2)C2=CC=C1,O=C(NC1=CC=C2C(OCCO2)=C1)OC3=C(C=CC=C4)C4=CC=C3,40,40.39824295
A9-B13,W249,O=C(O1)ON=C1CC2=CC=CC=C2,OC1=C(C=CC=C2)C2=CC=C1,O=C(NCC1=CC=CC=C1)OC2=C(C=CC=C3)C3=CC=C2,41,34.01765442
A10-B13,W250,O=C(O1)ON=C1CC2=CC=C(F)C=C2,OC1=C(C=CC=C2)C2=CC=C1,O=C(NCC1=CC=C(F)C=C1)OC2=C(C=CC=C3)C3=CC=C2,39,38.84011459
A11-B13,W251,O=C(O1)ON=C1CC2=CC=CC=C2Cl,OC1=C(C=CC=C2)C2=CC=C1,O=C(NCC1=C(Cl)C=CC=C1)OC2=C(C=CC=C3)C3=CC=C2,38,36.41705704
A12-B13,W252,O=C(O1)ON=C1CC2=CC(Br)=CC=C2,OC1=C(C=CC=C2)C2=CC=C1,O=C(NCC1=CC(Br)=CC=C1)OC2=C(C=CC=C3)C3=CC=C2,51,50.45792389
A13-B13,W253,O=C(O1)ON=C1CC2=CC=CC=C2I,OC1=C(C=CC=C2)C2=CC=C1,O=C(NCC1=C(I)C=CC=C1)OC2=C(C=CC=C3)C3=CC=C2,30,29.98088837
A14-B13,W254,O=C(O1)ON=C1CC2=CC=C(C=CC=C3)C3=C2,OC1=C(C=CC=C2)C2=CC=C1,O=C(NCC1=CC(C=CC=C2)=C2C=C1)OC3=C(C=CC=C4)C4=CC=C3,32,32.58397293
A15-B13,W255,O=C(O1)ON=C1CC2=CC=CO2,OC1=C(C=CC=C2)C2=CC=C1,O=C(NCC1=CC=CO1)OC2=C(C=CC=C3)C3=CC=C2,34,33.73831177
A16-B13,W256,O=C(O1)ON=C1CCC2=CC=CC=C2,OC1=C(C=CC=C2)C2=CC=C1,O=C(NCCC1=CC=CC=C1)OC2=C(C=CC=C3)C3=CC=C2,45,45.19116592
A17-B13,W257,O=C(O1)ON=C1CCCC2=CNC3=C2C=CC=C3,OC1=C(C=CC=C2)C2=CC=C1,O=C(NCCCC1=CNC2=C1C=CC=C2)OC3=C(C=CC=C4)C4=CC=C3,28,28.18717766
A18-B13,W258,O=C(O1)ON=C1CCCC,OC1=C(C=CC=C2)C2=CC=C1,O=C(NCCCC)OC1=C(C=CC=C2)C2=CC=C1,27,29.00651741
A19-B13,W259,O=C(O1)ON=C1C2C3C(C(OC)=O)C2C3,OC1=C(C=CC=C2)C2=CC=C1,O=C(NC1C2C(C(OC)=O)C1C2)OC3=C(C=CC=C4)C4=CC=C3,35,34.64879227
A20-B13,W260,O=C(O1)ON=C1CC2(CC3C4)CC(C3)CC4C2,OC1=C(C=CC=C2)C2=CC=C1,O=C(NCC1(CC2C3)CC3CC(C2)C1)OC4=C(C=CC=C5)C5=CC=C4,0,0
A1-B14,W261,O=C(O1)ON=C1C2=CC=C(C)C=C2,OC1=CC(C2CCCCC2)=CC=C1,O=C(NC1=CC=C(C)C=C1)OC2=CC(C3CCCCC3)=CC=C2,50,49.36617661
A2-B14,W262,O=C(O1)ON=C1C2=CC=CC=C2C,OC1=CC(C2CCCCC2)=CC=C1,O=C(NC1=CC=CC=C1C)OC2=CC(C3CCCCC3)=CC=C2,42,41.91022873
A3-B14,W263,O=C(O1)ON=C1C2=CC=CC(C)=C2,OC1=CC(C2CCCCC2)=CC=C1,O=C(NC1=CC=CC(C)=C1)OC2=CC(C3CCCCC3)=CC=C2,50,49.81499481
A4-B14,W264,O=C(O1)ON=C1C2=CC=C(OC)C=C2,OC1=CC(C2CCCCC2)=CC=C1,O=C(NC1=CC=C(OC)C=C1)OC2=CC(C3CCCCC3)=CC=C2,59,58.64082336
A5-B14,W265,O=C(O1)ON=C1C2=CC=C(C(C)(C)C)C=C2,OC1=CC(C2CCCCC2)=CC=C1,O=C(NC1=CC=C(C(C)(C)C)C=C1)OC2=CC(C3CCCCC3)=CC=C2,63,62.82529068
