substrate,well,dioxazolone,OH,product,yield (%),predicted
,W1373,O=C1OC(C2=CC=CC(OC)=C2)=NO1,OC1=CC=C(OC)C=C1,O=C(OC1=CC=C(OC)C=C1)NC2=CC(OC)=CC=C2,70,78.71747589
,W1374,O=C1OC(C2=CC=CC(OC)=C2)=NO1,OC1=C(C(C)CC)C=CC=C1,O=C(OC1=CC=CC=C1C(C)CC)NC2=CC(OC)=CC=C2,52,53.80304337
,W1375,O=C1OC(C2=CC=CC(OC)=C2)=NO1,OCC1=C(Br)C=CC=C1,O=C(OCC1=CC=CC=C1Br)NC2=CC(OC)=CC=C2,83,73.98408508
,W1376,O=C1OC(C2=CC=CC(F)=C2)=NO1,OC1=CC(C)=C(Br)C(C)=C1,O=C(OC1=CC(C)=C(Br)C(C)=C1)NC2=CC(F)=CC=C2,74,66.8242569
,W1377,O=C1OC(C2=CC=CC(F)=C2)=NO1,OC1=CC=C(N2C=CC=C2)C=C1,O=C(OC1=CC=C(N2C=CC=C2)C=C1)NC3=CC(F)=CC=C3,28,33.83736801
,W1378,O=C1OC(CCCCC)=NO1,OC1=CC=CC(CC)=C1,O=C(OC1=CC(CC)=CC=C1)NCCCCC,48,43.73091125
,W1379,O=C1OC(CCCCC)=NO1,OC1=CC=C(Br)C=C1,O=C(OC1=CC=C(Br)C=C1)NCCCCC,31,39.83823395
,W1380,O=C1OC(CCCCC)=NO1,OC1=CC(OC)=CC(OC)=C1,O=C(OC1=CC(OC)=CC(OC)=C1)NCCCCC,35,42.94882202
