Base,equiv(Base),Reactant1,equiv(Reactant1),Reactant2,equiv(Reactant2),Product,yield,solvent,DielectricConstant,time,T,Additive1,equiv(Additive1),Additive2,equiv(Additive2),MS,MWI,doi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN(CC)CC,1.1,NCC1CCCCC1,1,COCCS(=O)(=O)F,1,COCCS(=O)(=O)NCC1CCCCC1,70,CC#N,35.7,6,80,,,,,0,0,10.1021/co400164z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN(CC)CC,1.1,NCC1(C2=CC=C(F)C=C2)CC1,1,O=S(=O)(F)CC1=C(F)C=C(Br)C=C1,1,O=S(=O)(CC1=C(F)C=C(Br)C=C1)NCC1(C2=CC=C(F)C=C2)CC1,70,CC#N,35.7,6,80,,,,,0,0,10.1021/co400164z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN(CC)CC,1.1,CC(O)(CN)C1=CC=CS1,1,CCCS(=O)(=O)F,1,CCCS(=O)(=O)NCC(C)(O)C1=CC=CS1,70,CC#N,35.7,6,80,,,,,0,0,10.1021/co400164z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN(CC)CC,1.1,CC(C)C(N)C1=CC=CC=C1,1,O=S(=O)(F)CC1=C(F)C=C(Br)C=C1,1,CC(C)C(NS(=O)(=O)CC1=C(F)C=C(Br)C=C1)C1=CC=CC=C1,69,CC#N,35.7,6,80,,,,,0,0,10.1021/co400164z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN(CC)CC,1.1,NCC1=CC=CC(OC2=CC=CC=C2)=C1,1,O=S(=O)(F)CC1=CC=CC=C1,1,O=S(=O)(CC1=CC=CC=C1)NCC1=CC(OC2=CC=CC=C2)=CC=C1,68,CC#N,35.7,6,80,,,,,0,0,10.1021/co400164z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN(CC)CC,1.1,NC1=CC=CC(C(=O)N2CCCNCC2)=C1,1,O=S(=O)(F)CC1=CC=CC=C1,1,NC1=CC=CC(C(=O)N2CCCN(S(=O)(=O)CC3=CC=CC=C3)CC2)=C1,66,CC#N,35.7,6,80,,,,,0,0,10.1021/co400164z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN(CC)CC,1.1,NC1CCCCCC1,1,O=S(=O)(F)CC1=C(F)C=C(Br)C=C1,1,O=S(=O)(CC1=C(F)C=C(Br)C=C1)NC1CCCCCC1,65,CC#N,35.7,6,80,,,,,0,0,10.1021/co400164z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN(CC)CC,1.1,CC(O)(CN)C1=CC=CS1,1,O=S(F)(CC1CCCCC1)=O,1,CC(O)(CNS(=O)(=O)CC1CCCCC1)C1=CC=CS1,64,CC#N,35.7,6,80,,,,,0,0,10.1021/co400164z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN(CC)CC,1.1,NC1(C2=CC=CC=C2)CCC1,1,O=S(=O)(F)CC1=CC=CC=C1,1,O=S(=O)(CC1=CC=CC=C1)NC1(C2=CC=CC=C2)CCC1,64,CC#N,35.7,6,80,,,,,0,0,10.1021/co400164z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN(CC)CC,1.1,NCC1=C(Cl)C=C(N)C=C1,1,O=S(=O)(F)CC1=CC=CC=C1,1,NC1=CC(Cl)=C(CNS(=O)(=O)CC2=CC=CC=C2)C=C1,63,CC#N,35.7,6,80,,,,,0,0,10.1021/co400164z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN(CC)CC,1.1,NCC1=C(Cl)C=C(N)C=C1,1,O=S(=O)(F)CC1CCCCC1,1,NC1=CC(Cl)=C(CNS(=O)(=O)CC2CCCCC2)C=C1,63,CC#N,35.7,6,80,,,,,0,0,10.1021/co400164z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN(CC)CC,1.1,OC1(CN2CCOCC2)CCNCC1,1,CCCS(=O)(=O)F,1,CCCS(=O)(=O)N1CCC(O)(CN2CCOCC2)CC1,63,CC#N,35.7,6,80,,,,,0,0,10.1021/co400164z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN(CC)CC,1.1,NCC1=CC=CC(OC2=CC=CC=C2)=C1,1,CS(=O)(=O)F,1,CS(=O)(=O)NCC1=CC=CC(OC2=CC=CC=C2)=C1,62,CC#N,35.7,6,80,,,,,0,0,10.1021/co400164z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN(CC)CC,1.1,O=C(C1=CC=C2OCOC2=C1)N1CCNCC1,1,CS(=O)(=O)F,1,CS(=O)(=O)N1CCN(C(=O)C2=CC=C3OCOC3=C2)CC1,60,CC#N,35.7,6,80,,,,,0,0,10.1021/co400164z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN(CC)CC,1.1,NCC1(C2=CC=C(F)C=C2)CC1,1,O=S(=O)(F)CC1=CC=CC=C1,1,O=S(=O)(CC1=CC=CC=C1)NCC1(C2=CC=C(F)C=C2)CC1,59,CC#N,35.7,6,80,,,,,0,0,10.1021/co400164z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN(CC)CC,1.1,NCC1=CC(=O)NC=C1,1,O=S(=O)(F)CC1=CC=CC=C1,1,O=C1C=C(CNS(=O)(=O)CC2=CC=CC=C2)C=CN1,58,CC#N,35.7,6,80,,,,,0,0,10.1021/co400164z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN(CC)CC,1.1,CC(O)(CN)C1=CC=CS1,1,CS(=O)(=O)F,1,CC(O)(CNS(C)(=O)=O)C1=CC=CS1,55,CC#N,35.7,6,80,,,,,0,0,10.1021/co400164z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN(CC)CC,1.1,CC(N)CCC1=CC=CC=C1,1,CS(=O)(=O)F,1,CC(CCC1=CC=CC=C1)NS(C)(=O)=O,51,CC#N,35.7,6,80,,,,,0,0,10.1021/co400164z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN(CC)CC,1.1,CC(C)(CO)N1CCNCC1,1,CS(=O)(=O)F,1,CC(C)(CO)N1CCN(S(C)(=O)=O)CC1,51,CC#N,35.7,6,80,,,,,0,0,10.1021/co400164z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN(CC)CC,1.1,NCC1=CC(N)=CC=C1,1,O=S(=O)(F)CC1CCCCC1,1,NC1=CC=CC(CNS(=O)(=O)CC2CCCCC2)=C1,48,CC#N,35.7,6,80,,,,,0,0,10.1021/co400164z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN(CC)CC,1.1,CC(N)CCC1=CC=CC=C1,1,COCCS(=O)(=O)F,1,COCCS(=O)(=O)NC(C)CCC1=CC=CC=C1,47,CC#N,35.7,6,80,,,,,0,0,10.1021/co400164z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN(CC)CC,1.1,NCC1=CC=CC(OC2=CC=CC=C2)=C1,1,COCCS(=O)(=O)F,1,COCCS(=O)(=O)NCC1=CC=CC(OC2=CC=CC=C2)=C1,47,CC#N,35.7,6,80,,,,,0,0,10.1021/co400164z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN(CC)CC,1.1,NC1=CC=C(NC2CC2)C=C1,1,O=S(=O)(F)CC1=CC=CC=C1,1,NC1=CC=C(N(C2CC2)S(=O)(=O)CC2=CC=CC=C2)C=C1,47,CC#N,35.7,6,80,,,,,0,0,10.1021/co400164z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN(CC)CC,1.1,NC1=CC=CC(C(=O)N2CCCNCC2)=C1,1,CCCS(=O)(=O)F,1,CCCS(=O)(=O)N1CCCN(C(=O)C2=CC(N)=CC=C2)CC1,46,CC#N,35.7,6,80,,,,,0,0,10.1021/co400164z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN(CC)CC,1.1,NC1CCCCCC1,1,COCCS(=O)(=O)F,1,COCCS(=O)(=O)NC1CCCCCC1,45,CC#N,35.7,6,80,,,,,0,0,10.1021/co400164z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN(CC)CC,1.1,CNCC(C)O,1,CCCS(=O)(=O)F,1,CCCS(=O)(=O)N(C)CC(C)O,44,CC#N,35.7,6,80,,,,,0,0,10.1021/co400164z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN(CC)CC,1.1,CC(C)C(N)C1=CC=CC=C1,1,COCCS(=O)(=O)F,1,COCCS(=O)(=O)NC(C1=CC=CC=C1)C(C)C,42,CC#N,35.7,6,80,,,,,0,0,10.1021/co400164z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN(CC)CC,1.1,NC1CCCCCC1CO,1,CS(=O)(=O)F,1,CS(=O)(=O)NC1CCCCCC1CO,42,CC#N,35.7,6,80,,,,,0,0,10.1021/co400164z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN(CC)CC,1.1,NC(C1=CC=CC=C1)C1=CC=CC=C1,1,O=S(=O)(F)CC1=C(F)C=C(Br)C=C1,1,O=S(=O)(CC1=C(F)C=C(Br)C=C1)NC(C1=CC=CC=C1)C1=CC=CC=C1,40,CC#N,35.7,6,80,,,,,0,0,10.1021/co400164z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN(CC)CC,1.1,NCC1=CNC(=O)C=C1,1,O=S(=O)(F)CC1=CC=CC=C1,1,O=C1C=CC(CNS(=O)(=O)CC2=CC=CC=C2)=CN1,40,CC#N,35.7,6,80,,,,,0,0,10.1021/co400164z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN(CC)CC,1.1,CC1=NNC(=O)C(CN)=C1C,1,CCCS(=O)(=O)F,1,CCCS(=O)(=O)NCC1=C(C)C(C)=NNC1=O,39,CC#N,35.7,6,80,,,,,0,0,10.1021/co400164z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN(CC)CC,1.1,NC1CCCCCC1CO,1,O=S(=O)(F)CC1CCCCC1,1,O=S(=O)(CC1CCCCC1)NC1CCCCCC1CO,38,CC#N,35.7,6,80,,,,,0,0,10.1021/co400164z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN(CC)CC,1.1,CC1=NNC(=O)C(CN)=C1C,1,O=S(=O)(F)CC1=CC=CC=C1,1,CC1=NNC(=O)C(CNS(=O)(=O)CC2=CC=CC=C2)=C1C,36,CC#N,35.7,6,80,,,,,0,0,10.1021/co400164z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN(CC)CC,1.1,NCC1(C2=CC=C(F)C=C2)CC1,1,CS(=O)(=O)F,1,CS(=O)(=O)NCC1(C2=CC=C(F)C=C2)CC1,36,CC#N,35.7,6,80,,,,,0,0,10.1021/co400164z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN(CC)CC,1.1,CNCC(C)O,1,O=S(=O)(F)CC1=CC=CC=C1,1,CC(O)CN(C)S(=O)(=O)CC1=CC=CC=C1,35,CC#N,35.7,6,80,,,,,0,0,10.1021/co400164z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN(CC)CC,1.1,OCCCNCC1=CC=NC=C1,1,O=S(=O)(F)CC1=CC=CC=C1,1,O=S(=O)(CC1=CC=CC=C1)N(CCCO)CC1=CC=NC=C1,34,CC#N,35.7,6,80,,,,,0,0,10.1021/co400164z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN(CC)CC,1.1,O=C(C1=CC=C2OCOC2=C1)N1CCNCC1,1,COCCS(=O)(=O)F,1,COCCS(=O)(=O)N1CCN(C(=O)C2=CC=C3OCOC3=C2)CC1,33,CC#N,35.7,6,80,,,,,0,0,10.1021/co400164z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN(CC)CC,1.1,CC(C)CNCC(O)C1=CC=CC=C1,1,O=S(=O)(F)CC1=CC=CC=C1,1,CC(C)CN(CC(O)C1=CC=CC=C1)S(=O)(=O)CC1=CC=CC=C1,33,CC#N,35.7,6,80,,,,,0,0,10.1021/co400164z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN(CC)CC,1.1,NC(C1=CC=CC=C1)C1CC1,1,CS(=O)(=O)F,1,CS(=O)(=O)NC(C1=CC=CC=C1)C1CC1,32,CC#N,35.7,6,80,,,,,0,0,10.1021/co400164z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN(CC)CC,1.1,OC1=CC(N2CCNCC2)=CC=C1,1,O=S(=O)(F)CC1=CC=CC=C1,1,O=S(=O)(CC1=CC=CC=C1)N1CCN(C2=CC=CC(O)=C2)CC1,31,CC#N,35.7,6,80,,,,,0,0,10.1021/co400164z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN(CC)CC,1.1,OC1=C(N2CCNCC2)C=CC=C1,1,O=S(=O)(F)CC1=CC=CC=C1,1,O=S(=O)(CC1=CC=CC=C1)N1CCN(C2=C(O)C=CC=C2)CC1,31,CC#N,35.7,6,80,,,,,0,0,10.1021/co400164z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN(CC)CC,1.1,NCC1=C(C=CC=C1)CN2CCC(CC2)O,1,O=S(=O)(F)CC1=CC=CC=C1,1,O=S(=O)(CC1=CC=CC=C1)NCC1=C(CN2CCC(O)CC2)C=CC=C1,31,CC#N,35.7,6,80,,,,,0,0,10.1021/co400164z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN(CC)CC,1.1,CC(C)(CO)N1CCNCC1,1,O=S(=O)(F)CC1CCCCC1,1,CC(C)(CO)N1CCN(S(=O)(=O)CC2CCCCC2)CC1,31,CC#N,35.7,6,80,,,,,0,0,10.1021/co400164z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN(CC)CC,1.1,CC(NCC1=C(O)C=CC=C1)C1=CC=CC=C1,1,CCCS(=O)(=O)F,1,CCCS(=O)(=O)N(CC1=C(O)C=CC=C1)C(C)C1=CC=CC=C1,30,CC#N,35.7,6,80,,,,,0,0,10.1021/co400164z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN(CC)CC,1.1,CC(C)C(N)C1=C(N)C=CC=C1,1,O=S(=O)(F)CC1=CC=CC=C1,1,CC(C)C(NS(=O)(=O)CC1=CC=CC=C1)C1=C(N)C=CC=C1,28,CC#N,35.7,6,80,,,,,0,0,10.1021/co400164z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN(CC)CC,1.1,NCC1(CCO)CCCCC1,1,CCCS(=O)(=O)F,1,CCCS(=O)(=O)NCC1(CCO)CCCCC1,27,CC#N,35.7,6,80,,,,,0,0,10.1021/co400164z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN(CC)CC,1.1,CC1=NNC(C)=C1C1CCCN1,1,CCCS(=O)(=O)F,1,CCCS(=O)(=O)N1CCCC1C1=C(C)NN=C1C,26,CC#N,35.7,6,80,,,,,0,0,10.1021/co400164z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN(CC)CC,1.1,NC(C1=CC=CC=C1)C1CC1,1,COCCS(=O)(=O)F,1,COCCS(=O)(=O)NC(C1=CC=CC=C1)C1CC1,25,CC#N,35.7,6,80,,,,,0,0,10.1021/co400164z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN(CC)CC,1.1,CC(C)C(N)C1=CC=CC=C1,1,CC1=NOC(CS(=O)(=O)F)=C1,1,CC1=NOC(CS(=O)(=O)NC(C2=CC=CC=C2)C(C)C)=C1,22,CC#N,35.7,6,80,,,,,0,0,10.1021/co400164z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN(CC)CC,1.1,NC1CCCCCC1CO,1,CCCS(=O)(=O)F,1,CCCS(=O)(=O)NC1CCCCCC1CO,22,CC#N,35.7,6,80,,,,,0,0,10.1021/co400164z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN(CC)CC,1.1,CNC(C)C1=CC=C(F)C=C1,1,CC1=NOC(CS(=O)(=O)F)=C1,1,CC1=NOC(CS(=O)(=O)N(C)C(C)C2=CC=C(F)C=C2)=C1,20,CC#N,35.7,6,80,,,,,0,0,10.1021/co400164z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN(CC)CC,1.1,NCC1=CC=NN1,1,CCCS(=O)(=O)F,1,CCCS(=O)(=O)NCC1=NNC=C1,20,CC#N,35.7,6,80,,,,,0,0,10.1021/co400164z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN(CC)CC,1.1,OC(C=C1)=CC=C1CNC2CCCCC2,1,CCCS(=O)(=O)F,1,CCCS(=O)(=O)N(CC1=CC=C(O)C=C1)C1CCCCC1,19,CC#N,35.7,6,80,,,,,0,0,10.1021/co400164z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN(CC)CC,1.1,NCC1=CC(=O)NC=C1,1,CS(=O)(=O)F,1,CS(=O)(=O)NCC1=CC(=O)NC=C1,17,CC#N,35.7,6,80,,,,,0,0,10.1021/co400164z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN(CC)CC,1.1,NCC1(CCO)CCCCC1,1,O=S(=O)(F)CC1=CC=CC=C1,1,O=S(=O)(CC1=CC=CC=C1)NCC1(CCO)CCCCC1,17,CC#N,35.7,6,80,,,,,0,0,10.1021/co400164z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN(CC)CC,1.1,NCC1=CC(=O)NC=C1,1,O=S(=O)(F)CC1CCCCC1,1,O=C1C=C(CNS(=O)(=O)CC2CCCCC2)C=CN1,16,CC#N,35.7,6,80,,,,,0,0,10.1021/co400164z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN(CC)CC,1.1,NCC1(C2=CC=C(F)C=C2)CC1,1,CC1=NOC(CS(=O)(=O)F)=C1,1,CC1=NOC(CS(=O)(=O)NCC2(C3=CC=C(F)C=C3)CC2)=C1,15,CC#N,35.7,6,80,,,,,0,0,10.1021/co400164z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN(CC)CC,1.1,NCC1=C(C=CC=C1)CN2CCC(CC2)O,1,CCCS(=O)(=O)F,1,CCCS(=O)(=O)NCC1=C(CN2CCC(O)CC2)C=CC=C1,15,CC#N,35.7,6,80,,,,,0,0,10.1021/co400164z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN(CC)CC,1.1,NC1(C2=CC=C(Br)C=C2)CC1,1,COCCS(=O)(=O)F,1,COCCS(=O)(=O)NC1(C2=CC=C(Br)C=C2)CC1,14,CC#N,35.7,6,80,,,,,0,0,10.1021/co400164z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN(CC)CC,1.1,NCC1=CNC(=O)C=C1,1,O=S(=O)(F)CC1CCCCC1,1,O=C1C=CC(CNS(=O)(=O)CC2CCCCC2)=CN1,13,CC#N,35.7,6,80,,,,,0,0,10.1021/co400164z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN(CC)CC,1.1,CC(C)(CO)N1CCNCC1,1,O=S(=O)(F)CC1=CC=CC=C1,1,CC(C)(CO)N1CCN(S(=O)(=O)CC2=CC=CC=C2)CC1,8,CC#N,35.7,6,80,,,,,0,0,10.1021/co400164z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN(CC)CC,1.1,NC(C1=CC=CC=C1)C1CC1,1,O=S(=O)(F)CC1CCCCC1,1,O=S(=O)(CC1CCCCC1)NC(C1=CC=CC=C1)C1CC1,5,CC#N,35.7,6,80,,,,,0,0,10.1021/co400164z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN(CC)CC,1.1,NC1(C2=CC=C(Br)C=C2)CC1,1,O=S(=O)(F)CC1CCCCC1,1,O=S(=O)(CC1CCCCC1)NC1(C2=CC=C(Br)C=C2)CC1,5,CC#N,35.7,6,80,,,,,0,0,10.1021/co400164z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN(CC)CC,1.1,NC1(C2=CC=C(Br)C=C2)CC1,1,CS(=O)(=O)F,1,CS(=O)(=O)NC1(C2=CC=C(Br)C=C2)CC1,5,CC#N,35.7,6,80,,,,,0,0,10.1021/co400164z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN(CC)CC,1.1,CC(C)C(N)C1=CC=CC=C1,1,O=S(=O)(F)CC1CCCCC1,1,CC(C)C(NS(=O)(=O)CC1CCCCC1)C1=CC=CC=C1,5,CC#N,35.7,6,80,,,,,0,0,10.1021/co400164z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN(CC)CC,1.1,NCC1(C2=CC=C(F)C=C2)CC1,1,O=S(=O)(F)CC1CCCCC1,1,O=S(=O)(CC1CCCCC1)NCC1(C2=CC=C(F)C=C2)CC1,5,CC#N,35.7,6,80,,,,,0,0,10.1021/co400164z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN(CC)CC,1.1,NC(C1=CC=CC=C1)C1=CC=CC=C1,1,CS(=O)(=O)F,1,CS(=O)(=O)NC(C1=CC=CC=C1)C1=CC=CC=C1,5,CC#N,35.7,6,80,,,,,0,0,10.1021/co400164z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN(CC)CC,1.1,NC1(C2=CC=CC=C2)CCC1,1,COCCS(=O)(=O)F,1,COCCS(=O)(=O)NC1(C2=CC=CC=C2)CCC1,4,CC#N,35.7,6,80,,,,,0,0,10.1021/co400164z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN(CC)CC,1.1,NC1(C2=CC=CC=C2)CCC1,1,CS(=O)(=O)F,1,CS(=O)(=O)NC1(C2=CC=CC=C2)CCC1,4,CC#N,35.7,6,80,,,,,0,0,10.1021/co400164z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN(CC)CC,1.1,CC(O)(CN)C1=CC=CS1,1,O=S(=O)(F)CC1CCCCC1,1,CC(O)(CNS(=O)(=O)CC1CCCCC1)C1=CC=CS1,64,CC#N,35.7,6,80,,,,,0,0,10.1021/co400164z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,C1COCCN1,3,O=S(=O)(F)C1=CN(C2=CC=C(C(F)(F)F)C=C2)N=N1,1,O=S(=O)(C1=CN(C2=CC=C(C(F)(F)F)C=C2)N=N1)N1CCOCC1,81,CC#N,35.7,24,80,,,,,0,0,10.1021/acs.orglett.8b01309,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN(CC)CC,2,CC(C)(C)OC(=O)[C@@H](N)CC1=CC=C(O)C=C1,2,O=S(=O)(F)C1=CN(C2=CC=C(C(F)(F)F)C=C2)N=N1,1,CC(C)(C)OC(=O)[C@H](CC1=CC=C(O)C=C1)NS(=O)(=O)C1=CN(C2=CC=C(C(F)(F)F)C=C2)N=N1,81,CC#N,35.7,4,80,,,,,0,0,10.1021/acs.orglett.8b01309,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,[H][C@@]12CO[C@@]([H])(CN1)C2,3,O=S(=O)(F)C1=CN(C2=CC=C(C3=CC=CC=C3)C=C2)N=N1,1,[H][C@@]12CN(S(=O)(=O)C3=CN(C4=CC=C(C5=CC=CC=C5)C=C4)N=N3)[C@@]([H])(CO1)C2,74,CC#N,35.7,24,80,,,,,0,0,10.1021/acs.orglett.8b01309,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN(CC)CC,2,[H][C@@]12CC[C@]3([H])[C@]([H])(CC[C@]4(C)[C@@H](C(C)=O)CC[C@@]34[H])[C@@]1(C)CC[C@@H](N)C2,2,O=S(=O)(F)C1=CN(C2=CC=C(C(F)(F)F)C=C2)N=N1,1,[H][C@@]12CC[C@]3([H])[C@]([H])(CC[C@]4(C)[C@@H](C(C)=O)CC[C@@]34[H])[C@@]1(C)CC[C@H](NS(=O)(=O)C1=CN(C3=CC=C(C(F)(F)F)C=C3)N=N1)C2,63,CC#N,35.7,48,80,,,,,0,0,10.1021/acs.orglett.8b01309,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN(CC)CC,2,[H][C@@]12CCC3=CC(C(C)C)=CC=C3[C@@]1(C)CCC[C@@]2(C)CN,2,O=S(=O)(F)C1=CN(CC2=CC=CC=C2)N=N1,1,[H][C@@]12CCC3=CC(C(C)C)=CC=C3[C@@]1(C)CCC[C@@]2(C)CNS(=O)(=O)C1=CN(CC2=CC=CC=C2)N=N1,58,CC#N,35.7,40,80,,,,,0,0,10.1021/acs.orglett.8b01309,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,FC(F)(F)C1=NC(N2CCNCC2)=CC=C1,2,O=S(=O)(F)C1=CC=CC=C1,1,O=S(=O)(C1=CC=CC=N1)N1CCN(C2=CC=CC(C(F)(F)F)=N2)CC1,1,CCC(C)(C)O,11.7,24,60,,,,,0,0,10.1021/acs.orglett.8b01520,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,FC(F)(F)C1=NC(N2CCNCC2)=CC=C1,2,O=S(=O)(F)C1=CC=CC=C1,1,O=S(C1=CC=CC=C1)(N2CCN(CC2)C3=CC=CC(C(F)(F)F)=N3)=O,95,CCC(C)(C)O,11.7,24,60,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.[Ca+2],1,,,0,0,10.1021/acs.orglett.8b01520,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C12=NCCCN1CCCCC2,1,NC1=CC=CC=C1,1,O=S(=O)(F)C1=CC=CC=C1,1,O=S(=O)(NC1=CC=CC=C1)C1=CC=CC=C1,46,CCC(C)(C)O,11.7,24,60,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.[Ca+2],1,,,0,0,10.1021/acs.orglett.8b01520,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN(CC)CC,1,NC1=CC=CC=C1,1,O=S(=O)(F)C1=CC=CC=C1,1,O=S(=O)(NC1=CC=CC=C1)C1=CC=CC=C1,71,CCC(C)(C)O,11.7,24,60,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.[Ca+2],1,,,0,0,10.1021/acs.orglett.8b01520,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,NC1=CC=CC=C1,2,O=S(=O)(F)C1=CC=CC=C1,1,O=S(=O)(NC1=CC=CC=C1)C1=CC=CC=C1,88,CCC(C)(C)O,11.7,24,60,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.[Ca+2],1,,,0,0,10.1021/acs.orglett.8b01520,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,O=C(OCC1=CC=CC=C1)N1CCCNCC1,2,O=S(=O)(F)C1=CC=CC=C1,1,O=C(OCC1=CC=CC=C1)N1CCCN(S(=O)(=O)C2=CC=CC=C2)CC1,0,CCC(C)(C)O,11.7,24,60,,,,,0,0,10.1021/acs.orglett.8b01520,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,O=C(OCC1=CC=CC=C1)N1CCCNCC1,2,O=S(=O)(F)C1=CC=CC=C1,1,O=C(OCC1=CC=CC=C1)N1CCCN(S(=O)(=O)C2=CC=CC=C2)CC1,84,CCC(C)(C)O,11.7,24,60,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.[Ca+2],1,,,0,0,10.1021/acs.orglett.8b01520,,,,,,,,,,,,,,,,,,,,,,,,,,,,
