Base,equiv(Base),Reactant1,equiv(Reactant1),Reactant2,equiv(Reactant2),Product,yield,solvent,DielectricConstant,time,T,Additive1,equiv(Additive1),Additive2,equiv(Additive2),MS,MWI,doi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN(CC)CC,2,CC1(C)O[C@]2(CN)OC[C@@H]3[C@@H](OC(C)(C)O3)[C@@H]2O1,1,O=S(F)(F)(F)F,1,CC1(C)O[C@@H]2[C@@H](CO[C@@]3(CN=S(=O)(F)F)OC(C)(C)O[C@@H]23)O1,82,CC#N,35.7,0.5,25,,,,,0,0,10.1002/ange.201611048,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN(C(C)C)C(C)C,2,C#CC1(N)CCCCC1,1,O=S(F)(F)(F)F,1,C#CC1(N=S(=O)(F)F)CCCCC1,81,CC#N,35.7,0.5,25,,,,,0,0,10.1002/ange.201611048,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN(CC)CC,2,NCCC1=CNC2=CC=CC=C12,1,O=S(F)(F)(F)F,1,O=S(F)(F)=NCCC1=CNC2=CC=CC=C12,75,CC#N,35.7,0.5,25,,,,,0,0,10.1002/ange.201611048,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN(CC)CC,2,CC(C)(C)[Si](C)(C)OC[C@H](N)C1=CC=CC=C1,1,O=S(F)(F)(F)F,1,CC(C)(C)[Si](C)(C)OC[C@H](N=S(=O)(F)F)C1=CC=CC=C1,72,CC#N,35.7,0.5,25,,,,,0,0,10.1002/ange.201611048,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CNCC1=CC=CC=C1,2,C#CC1=CC=C(N=S(=O)(F)F)C=C1,1,C#CC1=CC=C(N=S(=O)(F)N(C)CC2=CC=CC=C2)C=C1,100,CC#N,35.7,0.5,25,,,,,0,0,10.1002/ange.201611048,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,C1CCNCC1,2,C#CC1=CC=C(N=S(=O)(F)F)C=C1,1,C#CC1=CC=C(N=S(=O)(F)N2CCCCC2)C=C1,100,CC#N,35.7,0.5,25,,,,,0,0,10.1002/ange.201611048,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,C1CCNC1,2,C#CC1=CC=C(N=S(=O)(F)F)C=C1,1,C#CC1=CC=C(N=S(=O)(F)N2CCCC2)C=C1,100,CC#N,35.7,0.5,25,,,,,0,0,10.1002/ange.201611048,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CC1(C)C[C@H]2NC[C@@](C2)(C)C1,2,C#CC1=CC=C(N=S(=O)(F)F)C=C1,1,C#CC1=CC=C(N=S(=O)(F)N2C[C@]3(C)C[C@H]2CC(C)(C)C3)C=C1,88,CC#N,35.7,0.5,25,,,,,0,0,10.1002/ange.201611048,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CNC,2,C#CC1=CC=C(N=S(=O)(F)F)C=C1,1,C#CC1=CC=C(N=S(=O)(F)N(C)C)C=C1,100,CC#N,35.7,0.5,25,,,,,0,0,10.1002/ange.201611048,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,C1COCCN1,2,C#CC1=CC=C(N=S(=O)(F)F)C=C1,1,C#CC1=CC=C(N=S(=O)(F)N2CCOCC2)C=C1,99,CC#N,35.7,0.5,25,,,,,0,0,10.1002/ange.201611048,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,C#CCNC,2,C#CC1=CC=C(N=S(=O)(F)F)C=C1,1,C#CCN(C)S(=O)(F)=NC1=CC=C(C#C)C=C1,99,CC#N,35.7,12,25,,,,,0,0,10.1002/ange.201611048,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,C1CCNCC1,2,CC(C)C1=CC=C([C@](CCC[C@@]2(C)CN=S(F)(F)=O)(C)[C@@]2([H])CC3)C3=C1,1,CC(C)C1=CC=C2C(=C1)CC[C@H]1[C@](C)(CN=S(=O)(F)N3CCCCC3)CCC[C@]21C,98,CC#N,35.7,0.5,25,,,,,0,0,10.1002/ange.201611048,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,C1CCN1,2,CC1=CN(C(NC1=O)=O)[C@H]2C[C@H](N=S(F)(F)=O)[C@@H](COCC#C)O2,1,C#CCOC[C@H]1O[C@@H](N2C=C(C)C(=O)NC2=O)C[C@@H]1N=S(=O)(F)N1CCC1,86,CC#N,35.7,0.5,25,,,,,0,0,10.1002/ange.201611048,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN(CC)CC,2,ClC1=CC=C2OC3=CC=CC=C3N=C(N3CCNCC3)C2=C1,1,C#CC1=CC=C(N=S(=O)(F)F)C=C1,1,C#CC1=CC=C(N=S(=O)(F)N2CCN(C3=NC4=CC=CC=C4OC4=CC=C(Cl)C=C43)CC2)C=C1,99,CS(=O)C,46.8,2,25,,,,,0,0,10.1002/ange.201611048,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN(C(C)C)C(C)C,5,NCC(=O)O,2,C#CC1=CC=C(N=S(=O)(F)F)C=C1,1,C#CC1=CC=C(C=C1)N=S(F)(NCC(O)=O)=O,96,CC#N,35.7,20,25,,,,,0,0,10.1002/ange.201611048,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN(C(C)C)C(C)C,5,C[C@H](N)C(=O)O,2,C#CC1=CC=C(N=S(=O)(F)F)C=C1,1,C#CC1=CC=C(C=C1)N=S(F)(N[C@H](C(O)=O)C)=O,97,CC#N,35.7,20,25,,,,,0,0,10.1002/ange.201611048,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN(C(C)C)C(C)C,5,N[C@@H](CC1=CC=CC=C1)C(=O)O,2,C#CC1=CC=C(N=S(=O)(F)F)C=C1,1,C#CC1=CC=C(C=C1)N=S(F)(N[C@H](C(O)=O)CC2=CC=CC=C2)=O,96,CC#N,35.7,20,25,,,,,0,0,10.1002/ange.201611048,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,C1CCNC1,2.5,O=S(F)(=NC1=CC(Cl)=C(Cl)C=C1)OC1=CC=CC=C1,1,O=S(=NC1=CC(Cl)=C(Cl)C=C1)(OC1=CC=CC=C1)N1CCCC1,98,CC#N,35.7,24,25,,,,,0,0,10.1002/ange.201611048,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CCCCNCCCC,10,CC(=O)OC[C@H]1O[C@H](CCCS(=O)(=O)F)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,1,CCCCN(CCCC)S(=O)(=O)CCC[C@H]1O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]1OC(C)=O,45,CN(C=O)C,37.2,6,80,,,,,0,0,10.1002/ejoc.201600732,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,NC1=CC=C(C#N)C=C1,10,CC(=O)OC[C@H]1O[C@H](CCCS(=O)(=O)F)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,1,CC(=O)OC[C@H]1O[C@H](CCCS(=O)(=O)NC2=CC=C(C#N)C=C2)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,0,CN(C=O)C,37.2,15,80,,,,,0,0,10.1002/ejoc.201600732,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,NC1=CC=C(C=C1)OC,10,CC(=O)OC[C@H]1O[C@H](CCCS(=O)(=O)F)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,1,COC1=CC=C(NS(=O)(=O)CCC[C@H]2O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]2OC(C)=O)C=C1,0,CN(C=O)C,37.2,15,80,,,,,0,0,10.1002/ejoc.201600732,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,NCC1=CC=CC=C1,10,CC(=O)OC[C@H]1O[C@H](CCCS(=O)(=O)F)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,1,CC(=O)OC[C@H]1O[C@H](CCCS(=O)(=O)NCC2=CC=CC=C2)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,90,CN(C=O)C,37.2,3,80,,,,,0,0,10.1002/ejoc.201600732,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,NCC1=CC=CC=C1,10,CC(=O)OC[C@H]1O[C@H](CCCS(=O)(=O)F)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,1,CC(=O)OC[C@H]1O[C@H](CCCS(=O)(=O)NCC2=CC=CC=C2)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,17,C(Cl)Cl,8.9,30,20,,,,,0,0,10.1002/ejoc.201600732,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,NCC1=CC=CC=C1,10,CC(=O)OC[C@H]1O[C@H](CCCS(=O)(=O)F)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,1,CC(=O)OC[C@H]1O[C@H](CCCS(=O)(=O)NCC2=CC=CC=C2)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,69,OCC,24.9,3,80,,,,,0,0,10.1002/ejoc.201600732,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C1CN2CCN1CC2,1.5,CNCC1=CN=C2C=CC=CN12,1.05,COC1=CC=C(S(=O)(=O)F)C=C1,1,COC1=CC=C(S(=O)(=O)N(C)CC2=CN=C3C=CC=CN23)C=C1,28,C1CCCO1,7.4,18,25,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.[Ca+2],1.1,,,0,0,10.1021/acs.orglett.0c01397,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C1CN2CCN1CC2,1.5,OC1(C2=CC=CC=C2)CCNCC1,1.05,COC1=CC=C(S(=O)(=O)F)C=C1,1,COC1=CC=C(S(=O)(=O)N2CCC(O)(C3=CC=CC=C3)CC2)C=C1,35,C1CCCO1,7.4,18,25,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.[Ca+2],1.1,,,0,0,10.1021/acs.orglett.0c01397,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C1CN2CCN1CC2,1.5,CC1=NN=C2CCNCCN12,1.05,COC1=CC=C(S(=O)(=O)F)C=C1,1,COC1=CC=C(S(=O)(=O)N2CCC3=NN=C(C)N3CC2)C=C1,39,C1CCCO1,7.4,18,25,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.[Ca+2],1.1,,,0,0,10.1021/acs.orglett.0c01397,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C1CN2CCN1CC2,1.5,CNCC1=NC2=C(C=CC=C2)O1,1.05,COC1=CC=C(S(=O)(=O)F)C=C1,1,COC1=CC=C(S(=O)(=O)N(C)CC2=NC3=C(C=CC=C3)O2)C=C1,10,C1CCCO1,7.4,18,25,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.[Ca+2],1.1,,,0,0,10.1021/acs.orglett.0c01397,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C1CN2CCN1CC2,1.5,C1(CN2CCNCC2)CCC1,1.05,COC1=CC=C(S(=O)(=O)F)C=C1,1,COC1=CC=C(S(=O)(=O)N2CCN(CC3CCC3)CC2)C=C1,29,C1CCCO1,7.4,18,25,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.[Ca+2],1.1,,,0,0,10.1021/acs.orglett.0c01397,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C1CN2CCN1CC2,1.5,COC1=C(C2CNCCO2)C=CC=C1,1.05,COC1=CC=C(S(=O)(=O)F)C=C1,1,COC1=CC=C(S(=O)(=O)N2CCOC(C3=C(OC)C=CC=C3)C2)C=C1,0,C1CCCO1,7.4,18,25,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.[Ca+2],1.1,,,0,0,10.1021/acs.orglett.0c01397,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C1CN2CCN1CC2,1.5,NCC1=CN(CC2=CC=CC=C2)N=C1,1.05,COC1=CC=C(S(=O)(=O)F)C=C1,1,COC1=CC=C(S(=O)(=O)NCC2=CN(CC3=CC=CC=C3)N=C2)C=C1,0,C1CCCO1,7.4,18,25,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.[Ca+2],1.1,,,0,0,10.1021/acs.orglett.0c01397,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C1CN2CCN1CC2,1.5,N#CC1=C(O[C@H]2CCNC2)C=CC=C1,1.05,COC1=CC=C(S(=O)(=O)F)C=C1,1,COC1=CC=C(S(=O)(=O)N2CC[C@H](OC3=C(C#N)C=CC=C3)C2)C=C1,28,C1CCCO1,7.4,18,25,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.[Ca+2],1.1,,,0,0,10.1021/acs.orglett.0c01397,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C1CN2CCN1CC2,1.5,COC1=CC2=C(CCNCC2)N=N1,1.05,COC1=CC=C(S(=O)(=O)F)C=C1,1,COC1=CC=C(S(=O)(=O)N2CCC3=C(CC2)N=NC(OC)=C3)C=C1,28,C1CCCO1,7.4,18,25,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.[Ca+2],1.1,,,0,0,10.1021/acs.orglett.0c01397,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C1CN2CCN1CC2,1.5,CN1C=NN=C1C1CCNCC1,1.05,COC1=CC=C(S(=O)(=O)F)C=C1,1,COC1=CC=C(S(=O)(=O)N2CCC(C3=NN=CN3C)CC2)C=C1,11,C1CCCO1,7.4,18,25,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.[Ca+2],1.1,,,0,0,10.1021/acs.orglett.0c01397,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C1CN2CCN1CC2,1.5,N#CC1=CC=CC=C1OC1CCNCC1,1.05,COC1=CC=C(S(=O)(=O)F)C=C1,1,COC1=CC=C(S(=O)(=O)N2CCC(OC3=CC=CC=C3C#N)CC2)C=C1,30,C1CCCO1,7.4,18,25,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.[Ca+2],1.1,,,0,0,10.1021/acs.orglett.0c01397,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C1CN2CCN1CC2,1.5,NCCOCC1=CC=CC=C1,1.05,COC1=CC=C(S(=O)(=O)F)C=C1,1,COC1=CC=C(S(=O)(=O)NCCOCC2=CC=CC=C2)C=C1,33,C1CCCO1,7.4,18,25,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.[Ca+2],1.1,,,0,0,10.1021/acs.orglett.0c01397,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C1CN2CCN1CC2,1.5,NCCCN1C=CC=CC1=O,1.05,COC1=CC=C(S(=O)(=O)F)C=C1,1,COC1=CC=C(S(=O)(=O)NCCCN2C=CC=CC2=O)C=C1,11,C1CCCO1,7.4,18,25,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.[Ca+2],1.1,,,0,0,10.1021/acs.orglett.0c01397,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C1CN2CCN1CC2,1.5,FC1=CC=CC(Cl)=C1CN1CCNCC1,1.05,COC1=CC=C(S(=O)(=O)F)C=C1,1,COC1=CC=C(S(=O)(=O)N2CCN(CC3=C(Cl)C=CC=C3F)CC2)C=C1,37,C1CCCO1,7.4,18,25,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.[Ca+2],1.1,,,0,0,10.1021/acs.orglett.0c01397,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C1CN2CCN1CC2,1.5,COC1=NC=C2CNCCC2=N1,1.05,COC1=CC=C(S(=O)(=O)F)C=C1,1,COC1=CC=C(S(=O)(=O)N2CCC3=NC(OC)=NC=C3C2)C=C1,9,C1CCCO1,7.4,18,25,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.[Ca+2],1.1,,,0,0,10.1021/acs.orglett.0c01397,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C1CN2CCN1CC2,1.5,CN1C=CN=C1CN1CCNCC1,1.05,COC1=CC=C(S(=O)(=O)F)C=C1,1,COC1=CC=C(S(=O)(=O)N2CCN(CC3=NC=CN3C)CC2)C=C1,31,C1CCCO1,7.4,18,25,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.[Ca+2],1.1,,,0,0,10.1021/acs.orglett.0c01397,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C1CN2CCN1CC2,1.5,NCC1=CC=C(N2C=CC=N2)C=C1,1.05,COC1=CC=C(S(=O)(=O)F)C=C1,1,COC1=CC=C(S(=O)(=O)NCC2=CC=C(N3C=CC=N3)C=C2)C=C1,23,C1CCCO1,7.4,18,25,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.[Ca+2],1.1,,,0,0,10.1021/acs.orglett.0c01397,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C1CN2CCN1CC2,1.5,OCC1(CC2=CC=CC=C2)CCNCC1,1.05,COC1=CC=C(S(=O)(=O)F)C=C1,1,COC1=CC=C(S(=O)(=O)N2CCC(CO)(CC3=CC=CC=C3)CC2)C=C1,28,C1CCCO1,7.4,18,25,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.[Ca+2],1.1,,,0,0,10.1021/acs.orglett.0c01397,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C1CN2CCN1CC2,1.5,CC1=NN2C(C3CCNCC3)=CC=NC2=C1,1.05,COC1=CC=C(S(=O)(=O)F)C=C1,1,COC1=CC=C(S(=O)(=O)N2CCC(C3=CC=NC4=CC(C)=NN34)CC2)C=C1,31,C1CCCO1,7.4,18,25,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.[Ca+2],1.1,,,0,0,10.1021/acs.orglett.0c01397,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C1CN2CCN1CC2,1.5,C1=CC(COCC2CCNC2)=CN=C1,1.05,COC1=CC=C(S(=O)(=O)F)C=C1,1,COC1=CC=C(S(=O)(=O)N2CCC(COCC3=CN=CC=C3)C2)C=C1,31,C1CCCO1,7.4,18,25,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.[Ca+2],1.1,,,0,0,10.1021/acs.orglett.0c01397,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C1CN2CCN1CC2,1.5,CN(C)C1=NC2=C(C=N1)CNCC2,1.05,COC1=CC=C(S(=O)(=O)F)C=C1,1,COC1=CC=C(S(=O)(=O)N2CCC3=C(C=NC(N(C)C)=N3)C2)C=C1,16,C1CCCO1,7.4,18,25,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.[Ca+2],1.1,,,0,0,10.1021/acs.orglett.0c01397,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C1CN2CCN1CC2,1.5,CC1=CC=C2N=C(CCN)OC2=C1,1.05,COC1=CC=C(S(=O)(=O)F)C=C1,1,COC1=CC=C(S(=O)(=O)NCCC2=NC3=CC=C(C)C=C3O2)C=C1,0,C1CCCO1,7.4,18,25,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.[Ca+2],1.1,,,0,0,10.1021/acs.orglett.0c01397,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C1CN2CCN1CC2,1.5,C1=NC=C(CC2CCNC2)N=C1,1.05,COC1=CC=C(S(=O)(=O)F)C=C1,1,COC1=CC=C(S(=O)(=O)N2CCC(CC3=CN=CC=N3)C2)C=C1,35,C1CCCO1,7.4,18,25,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.[Ca+2],1.1,,,0,0,10.1021/acs.orglett.0c01397,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C1CN2CCN1CC2,1.5,BrC1=CC(C2CNCCO2)=CC=C1,1.05,COC1=CC=C(S(=O)(=O)F)C=C1,1,COC1=CC=C(S(=O)(=O)N2CCOC(C3=CC=CC(Br)=C3)C2)C=C1,31,C1CCCO1,7.4,18,25,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.[Ca+2],1.1,,,0,0,10.1021/acs.orglett.0c01397,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C1CN2CCN1CC2,1.5,CC1=CC2=NC(CCN)=CN2C=C1,1.05,COC1=CC=C(S(=O)(=O)F)C=C1,1,COC1=CC=C(S(=O)(=O)NCCC2=CN3C=CC(C)=CC3=N2)C=C1,30,C1CCCO1,7.4,18,25,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.[Ca+2],1.1,,,0,0,10.1021/acs.orglett.0c01397,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C1CN2CCN1CC2,1.5,CNCC1=NOC(C2CC2)=N1,1.05,COC1=CC=C(S(=O)(=O)F)C=C1,1,COC1=CC=C(S(=O)(=O)N(C)CC2=NOC(C3CC3)=N2)C=C1,28,C1CCCO1,7.4,18,25,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.[Ca+2],1.1,,,0,0,10.1021/acs.orglett.0c01397,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C1CN2CCN1CC2,1.5,NCCCN1N=CC2=CC=CC=C21,1.05,COC1=CC=C(S(=O)(=O)F)C=C1,1,COC1=CC=C(S(=O)(=O)NCCCN2N=CC3=CC=CC=C32)C=C1,24,C1CCCO1,7.4,18,25,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.[Ca+2],1.1,,,0,0,10.1021/acs.orglett.0c01397,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C1CN2CCN1CC2,1.5,NCC1=CC=CC=C1OC(F)F,1.05,COC1=CC=C(S(=O)(=O)F)C=C1,1,COC1=CC=C(S(=O)(=O)NCC2=CC=CC=C2OC(F)F)C=C1,38,C1CCCO1,7.4,18,25,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.[Ca+2],1.1,,,0,0,10.1021/acs.orglett.0c01397,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C1CN2CCN1CC2,1.5,NCCC1=NC2=CC(Cl)=CC=C2O1,1.05,COC1=CC=C(S(=O)(=O)F)C=C1,1,COC1=CC=C(S(=O)(=O)NCCC2=NC3=CC(Cl)=CC=C3O2)C=C1,13,C1CCCO1,7.4,18,25,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.[Ca+2],1.1,,,0,0,10.1021/acs.orglett.0c01397,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C1CN2CCN1CC2,1.5,CC1=NOC(C2CCCN2)=C1,1.05,COC1=CC=C(S(=O)(=O)F)C=C1,1,COC1=CC=C(S(=O)(=O)N2CCCC2C2=CC(C)=NO2)C=C1,36,C1CCCO1,7.4,18,25,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.[Ca+2],1.1,,,0,0,10.1021/acs.orglett.0c01397,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C1CN2CCN1CC2,1.5,COC1=CC=C(C2(CN)CC2)C=C1,1.05,COC1=CC=C(S(=O)(=O)F)C=C1,1,COC1=CC=C(C2(CNS(=O)(=O)C3=CC=C(OC)C=C3)CC2)C=C1,26,C1CCCO1,7.4,18,25,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.[Ca+2],1.1,,,0,0,10.1021/acs.orglett.0c01397,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C1CN2CCN1CC2,1.5,C1COC(C2=NOC(C3CC3)=N2)CN1,1.05,COC1=CC=C(S(=O)(=O)F)C=C1,1,COC1=CC=C(S(=O)(=O)N2CCOC(C3=NOC(C4CC4)=N3)C2)C=C1,31,C1CCCO1,7.4,18,25,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.[Ca+2],1.1,,,0,0,10.1021/acs.orglett.0c01397,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C1CN2CCN1CC2,1.5,C1=CC=C(CN2CCC3(CCNC3)C2)C=C1,1.05,COC1=CC=C(S(=O)(=O)F)C=C1,1,COC1=CC=C(S(=O)(=O)N2CCC3(CCN(CC4=CC=CC=C4)C3)C2)C=C1,31,C1CCCO1,7.4,18,25,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.[Ca+2],1.1,,,0,0,10.1021/acs.orglett.0c01397,,,,,,,,,,,,,,,,,,,,,,,,,,,,
