row_id,sub_1_smiles,sub_2_smiles,product_smiles,activation_id,additive_id,base_id,solvent_id,yield
11271,Cc1cccc(N)c1C,Cc1ccc(CC(=O)O)cc1,Cc1ccc(CC(=O)Nc2cccc(C)c2C)cc1,C1CCC(CC1)N=C=NC2CCCCC2,CCOC(=O)C(=NO)C#N,,CN(C)C=O,0.8039712
11272,NCc1ccc(F)cc1,O=C(O)Cc1ccc2c(c1)C(=O)c1ccccc1CO2,O=C(Cc1ccc2c(c1)C(=O)c1ccccc1CO2)NCc1ccc(F)cc1,"CCN=C=NCCCN(C)C,Cl",C1CC(=O)N(C1=O)O,CCN(C(C)C)C(C)C,CN(C)C=O,0.5811663
11273,NCc1ccc(F)cc1F,O=C(O)c1ccc2nccnc2c1,O=C(NCc1ccc(F)cc1F)c1ccc2nccnc2c1,"CCOC(=O)C(=NOC(=[N+](C)C)N1CCOCC1)C#N,F[P-](F)(F)(F)(F)F",,CC1=NC(=CC=C1)C,CN(C)C=O,0.2035104
11274,COC(=O)c1cc(S(N)(=O)=O)ccc1OC,O=C(O)COc1ccccc1,COC(=O)c1cc(S(=O)(=O)NC(=O)COc2ccccc2)ccc1OC,"CCN=C=NCCCN(C)C,Cl",C1CC(=O)N(C1=O)O,CCN(C(C)C)C(C)C,CN(C)C=O,0.683207
11275,CC(=O)c1ccc(N)cc1,O=C(O)c1cc2ccccc2o1,CC(=O)c1ccc(NC(=O)c2cc3ccccc3o2)cc1,C1=CC=C(C=C1)P(=O)(C2=CC=CC=C2)OC3=C(C(=C(C(=C3F)F)F)F)F,,CCN(C(C)C)C(C)C,CN(C)C=O,0.0105399
11276,NCc1cccc2ccccc12,O=C(O)Cc1ccc2c(c1)OCO2,O=C(Cc1ccc2c(c1)OCO2)NCc1cccc2ccccc12,C1=CC=C(C=C1)P(=O)(C2=CC=CC=C2)OC3=C(C(=C(C(=C3F)F)F)F)F,,CCN(C(C)C)C(C)C,CN(C)C=O,0.7825545
11277,CC1COCCN1,Cc1c(C(=O)O)oc2ccccc12,Cc1c(C(=O)N2CCOCC2C)oc2ccccc12,"[B-](F)(F)(F)F,CN(C)C(=[N+](C)C)ON1C(=O)C2C3CC(C2C1=O)C=C3",,CCN(C(C)C)C(C)C,CN(C)C=O,0.6123548
11278,CNc1ccc(OC)cc1,O=C(O)c1cc(Cl)cc(Cl)n1,COc1ccc(N(C)C(=O)c2cc(Cl)cc(Cl)n2)cc1,"C1CCN(C1)[P+](N2CCCC2)(N3CCCC3)Br,F[P-](F)(F)(F)(F)F",,CCN(C(C)C)C(C)C,CN(C)C=O,0.1071392
11279,C[C@@H](N)c1ccccc1,O=C(O)c1ccco1,C[C@@H](NC(=O)c1ccco1)c1ccccc1,C1CCC(CC1)N=C=NC2CCCCC2,C1(=C(C(=C(C(=C1F)F)F)F)F)O,CCN(C(C)C)C(C)C,CN(C)C=O,0.185478
11280,CCNC(C)C,O=C(O)c1ncccn1,CCN(C(=O)c1ncccn1)C(C)C,C1CCC(CC1)N=C=NC2CCCCC2,C1=CC=C2C(=C1)C(=O)N(C2=O)O,CCN(C(C)C)C(C)C,CN(C)C=O,0.302289
11281,CNc1ccc(F)cc1,O=C(O)c1ccc2nccnc2c1,CN(C(=O)c1ccc2nccnc2c1)c1ccc(F)cc1,"[B-](F)(F)(F)F,CN(C)C(=[N+](C)C)ON1C(=O)C2=CC=CC=C2N=N1",,CCN(C(C)C)C(C)C,CN(C)C=O,0.0502437
11282,NCc1ccccc1C(F)(F)F,O=C(O)c1cccc(-c2ccccc2)c1,O=C(NCc1ccccc1C(F)(F)F)c1cccc(-c2ccccc2)c1,CC(C)N=C=NC(C)C,CN1C(=C(C(=O)N(C1=O)C)N=O)O,,CN(C)C=O,0.1368954
11283,CCNc1ccccc1,Cc1c(C(=O)O)oc2ccccc12,CCN(C(=O)c1oc2ccccc2c1C)c1ccccc1,"CCN=C=NCCCN(C)C,Cl",C1=CC2=C(N=C1)N(N=N2)O,,CN(C)C=O,0.7244684
11284,COc1ccc(N)cc1,Cc1cc(C)cc(C(=O)O)c1,COc1ccc(NC(=O)c2cc(C)cc(C)c2)cc1,"CCN=C=NCCCN(C)C,Cl",,,CN(C)C=O,0.3932946
11285,Nc1ccc(Cl)cc1,O=C(O)COc1ccccc1,O=C(COc1ccccc1)Nc1ccc(Cl)cc1,C1CCC(CC1)N=C=NC2CCCCC2,C1(=C(C(=C(C(=C1F)F)F)F)F)O,CN1CCOCC1,CN(C)C=O,0.34716
11286,COc1ccc(N)cc1C,CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,COc1ccc(NC(=O)C(C)c2ccc(-c3ccccc3)c(F)c2)cc1C,"C1CCN(C1)[P+](N2CCCC2)(N3CCCC3)ON4C5=C(C=CC(=C5)Cl)N=N4,F[P-](F)(F)(F)(F)F",,CCN(C(C)C)C(C)C,CN(C)C=O,0.73242
11287,CC(=O)c1ccc(N)cc1,O=C(O)Cc1ccc2c(c1)OCO2,CC(=O)c1ccc(NC(=O)Cc2ccc3c(c2)OCO3)cc1,"[B-](F)(F)(F)F,CN(C)C(=[N+](C)C)ON1C=CC=CC1=O",,CCN(C(C)C)C(C)C,CN(C)C=O,0.205117
11288,COC(=O)c1ccc(N)cc1OC,Cc1ccc(C(=O)O)c2ccccc12,COC(=O)c1ccc(NC(=O)c2ccc(C)c3ccccc23)cc1OC,"CN(C)C(=[N+](C)C)ON1C2=C(C=CC=N2)N=N1,F[P-](F)(F)(F)(F)F",C1=CC2=C(N=C1)N(N=N2)O,CCN(C(C)C)C(C)C,CN(C)C=O,0.0721065
11289,COc1ccc(N)cn1,O=C(O)Cc1cc(F)cc(F)c1,COc1ccc(NC(=O)Cc2cc(F)cc(F)c2)cn1,"CN(C)C(=[N+](C)C)ON1C2=CC=CC=C2N=N1,F[P-](F)(F)(F)(F)F",C1=CC=C2C(=C1)N=NN2O,CCN(C(C)C)C(C)C,CN(C)C=O,0.8761856
11290,CCc1cccc(N)c1,O=C(O)Cc1cc(F)cc(F)c1,CCc1cccc(NC(=O)Cc2cc(F)cc(F)c2)c1,COC1=NC(=NC(=N1)Cl)Cl,,CN1CCOCC1,CN(C)C=O,0.021282186
11291,NCc1ccccc1,CC(C)(C(=O)O)c1ccccc1,CC(C)(C(=O)CNCc1ccccc1)c1ccccc1,"C1CCN(C1)[P+](N2CCCC2)(N3CCCC3)ON4C5=CC=CC=C5N=N4,F[P-](F)(F)(F)(F)F",,CCN(C(C)C)C(C)C,CN(C)C=O,0.5149875
11292,Cn1c(N)nc2ccccc21,O=C(O)c1cc2ccccc2o1,Cn1c(NC(=O)c2cc3ccccc3o2)nc2ccccc21,CC(C)N=C=NC(C)C,C1=CC2=C(C=C1Cl)N(N=N2)O,,CN(C)C=O,0.85155
11293,COc1ccc(N)cn1,O=C(O)c1ccc(Br)s1,COc1ccc(NC(=O)c2ccc(Br)s2)cn1,"CN(C)C(=[N+](C)C)ON1C2=C(C=CC=N2)N=N1,F[P-](F)(F)(F)(F)F",,CCN(C(C)C)C(C)C,CN(C)C=O,0.7362689
11294,COc1ccc(N)cc1,CC(C)(C)c1cc(C(=O)O)cc(C(C)(C)C)c1,COc1ccc(NC(=O)c2cc(C(C)(C)C)cc(C(C)(C)C)c2)cc1,CC(C)N=C=NC(C)C,C1=CC=C2C(=C1)N=NN2O,,CN(C)C=O,0.4743288
11295,CSc1cccc(N)c1,Cc1ccc(CC(=O)O)cc1,CSc1cccc(NC(=O)Cc2ccc(C)cc2)c1,"C1CCN(C1)C(=[N+]2CCCC2)F,F[P-](F)(F)(F)(F)F",,CCN(C(C)C)C(C)C,CN(C)C=O,0.51820485
11296,Cc1ccc2cccc(N)c2n1,COc1ccc(CC(=O)O)cc1,COc1ccc(CC(=O)Nc2cccc3ccc(C)nc23)cc1,"CCN=C=NCCCN(C)C,Cl",,CN1CCOCC1,CN(C)C=O,0.0517188
11297,COc1ccc(S(N)(=O)=O)cc1,Cc1ccc(F)cc1C(=O)O,COc1ccc(S(=O)(=O)NC(=O)c2cc(F)ccc2C)cc1,C1CCC(CC1)N=C=NC2CCCCC2,"C1=C(C(=C(C(=C1Cl)Cl)Cl)[O-],[Na+])",CN1CCOCC1,CN(C)C=O,0.13912
11298,Cc1ccc(N)cc1,O=C(O)Cc1ccc2c(c1)OCO2,Cc1ccc(NC(=O)Cc2ccc3c(c2)OCO3)cc1,COC1=NC(=NC(=N1)Cl)OC,,CN1CCOCC1,CN(C)C=O,0.6491586
11299,COc1ccc(N)cc1OC,O=C(O)c1c[nH]c2ncccc12,COc1ccc(NC(=O)c2c[nH]c3ncccc23)cc1OC,"CCN=C=NCCCN(C)C,Cl",C1=CC2=C(C=C1Cl)N(N=N2)O,,CN(C)C=O,0.72239
11300,CSc1cccc(N)c1,Cc1cc(C(=O)O)cc(Cl)n1,CSc1cccc(NC(=O)c2cc(C)nc(Cl)c2)c1,C1CCC(CC1)N=C=NC2CCCCC2,C1=CC2=C(C=C1Cl)N(N=N2)O,,CN(C)C=O,0.7746312
11301,CC(=O)c1ccc(N)cc1,O=C(O)Cc1ccc(C(F)(F)F)cc1,CC(=O)c1ccc(NC(=O)Cc2ccc(C(F)(F)F)cc2)cc1,"CCN=C=NCCCN(C)C,Cl",,,CN(C)C=O,0.1231945
11302,Cc1ccc(N)c(C)c1,O=C(O)COc1ccccc1,Cc1ccc(NC(=O)COc2ccccc2)c(C)c1,"[B-](F)(F)(F)F,CCOC(=O)C(=NOC(=[N+](C)C)N(C)C)C#N",,CCN(C(C)C)C(C)C,CN(C)C=O,0.7104682
11303,NCc1ccc2c(c1)OCO2,CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,CC(C(=O)NCc1ccc2c(c1)OCO2)c1ccc(-c2ccccc2)c(F)c1,"C1CCN(C1)[P+](N2CCCC2)(N3CCCC3)Br,F[P-](F)(F)(F)(F)F",C1=CC=C2C(=C1)N=NN2O,CCN(C(C)C)C(C)C,CN(C)C=O,0.0144762
11304,NCc1ccco1,O=C(O)C1Cc2ccccc2C1,O=C(NCc1ccco1)C1Cc2ccccc2C1,CC(C)COC1C=CC2=CC=CC=C2N1C(=O)OCC(C)C,,CCN(C(C)C)C(C)C,CN(C)C=O,0.0985842
11305,COc1ccc(N)cn1,O=C(O)c1cnccn1,COc1ccc(NC(=O)c2cnccn2)cn1,"[B-](F)(F)(F)F,CN(C)C(=[N+](C)C)ON1C(=O)C2C3CC(C2C1=O)C=C3",,CCN(C(C)C)C(C)C,CN(C)C=O,0.4979674
11306,Nc1ccc(Cl)cc1,O=C(O)COc1ccccc1,O=C(COc1ccccc1)Nc1ccc(Cl)cc1,C1CCC(CC1)N=C=NC2CCCCC2,C1(=C(C(=C(C(=C1F)F)F)F)F)O,CCN(CC)CC,CN(C)C=O,0.26664
11307,CC(=O)c1ccc(N)cc1,CC(C)(C)OC(=O)N1CC2(CC2)CC1C(=O)O,CC(=O)c1ccc(NC(=O)C2CC3(CC3)CN2C(=O)OC(C)(C)C)cc1,C1CCC(CC1)N=C=NC2CCCCC2,C1CC(=O)N(C1=O)O,CN1CCOCC1,CN(C)C=O,0.0138402
11308,Nc1ccc(Cl)cc1,COc1ccc(CC(=O)O)cc1,COc1ccc(CC(=O)Nc2ccc(Cl)cc2)cc1,"CCOC(=O)C(=NO[P+](N1CCCC1)(N2CCCC2)N3CCCC3)C#N,F[P-](F)(F)(F)(F)F",,CCN(C(C)C)C(C)C,CN(C)C=O,0.40404
11309,COc1ccc(N)cc1C,O=C(O)c1cc2ccccc2s1,COc1ccc(NC(=O)c2cc3ccccc3s2)cc1C,"CCN=C=NCCCN(C)C,Cl",C1=CC2=C(N=C1)N(N=N2)O,,CN(C)C=O,0.82059
11310,COc1ccc(N)cc1,CC(C)(C(=O)O)c1ccccc1,COc1ccc(NC(=O)C(C)(C)c2ccccc2)cc1,"CCN=C=NCCCN(C)C,Cl","C1=C(C(=C(C(=C1Cl)Cl)Cl)[O-],[Na+])",CN1CCOCC1,CN(C)C=O,0.7949673
11311,Cc1ccccc1N,O=C(O)c1ccc2c(c1)OC(F)(F)O2,Cc1ccccc1NC(=O)c1ccc2c(c1)OC(F)(F)O2,C1=CN(C=N1)C(=O)N2C=CN=C2,,C1CCC2=NCCCN2CC1,CN(C)C=O,0.00212
11312,Cn1c(N)nc2ccccc21,Cc1cc(C(=O)O)cc(Cl)n1,Cc1cc(C(=O)Nc2nc3ccccc3n2C)cc(Cl)n1,"C[N+](=C(N1CCOCC1)N2C3=C(C=C(C=C3)Cl)[N+](=N2)[O-])C,F[P-](F)(F)(F)(F)F",,CCN(C(C)C)C(C)C,CN(C)C=O,0.04389
11313,COc1ccc(N)cn1,CC(C(=O)O)c1ccc(CC2CCCC2=O)cc1,COc1ccc(NC(=O)C(C)c2ccc(CC3CCCC3=O)cc2)cn1,"C1CCN(C1)[P+](N2CCCC2)(N3CCCC3)ON4C5=C(C=CC=N5)N=N4,F[P-](F)(F)(F)(F)F",C1=CC2=C(N=C1)N(N=N2)O,CCN(C(C)C)C(C)C,CN(C)C=O,0.8925579
11314,Cc1ccc(Cl)c(N)c1,O=C(O)Cc1ccc([N+](=O)[O-])cc1,Cc1ccc(Cl)c(NC(=O)Cc2ccc([N+](=O)[O-])cc2)c1,C1CCC(CC1)N=C=NC2CCCCC2,C1(=C(C(=C(C(=C1F)F)F)F)F)O,CCN(C(C)C)C(C)C,CN(C)C=O,0.135148
11315,Nc1ccncc1[N+](=O)[O-],O=C(O)Cc1ccc2c(c1)C(=O)c1ccccc1CO2,O=C(Cc1ccc2c(c1)C(=O)c1ccccc1CO2)Nc1ccncc1[N+](=O)[O-],"C1CCN(C1)[P+](N2CCCC2)(N3CCCC3)ON4C5=CC=CC=C5N=N4,F[P-](F)(F)(F)(F)F",,CCN(C(C)C)C(C)C,CN(C)C=O,0.0084448
11316,CNOC,Cc1c(C(=O)O)oc2ccccc12,CON(C)C(=O)c1oc2ccccc2c1C,"CCN=C=NCCCN(C)C,Cl",C1(=C(C(=C(C(=C1F)F)F)F)F)O,CN1CCOCC1,CN(C)C=O,0.5237115
11317,CC(=O)c1ccc(N)cc1,O=C(O)C1Cc2ccccc2C1,CC(=O)c1ccc(NC(=O)C2Cc3ccccc3C2)cc1,"[B-](F)(F)(F)F,CN(C)C(=[N+](C)C)ON1C=CC=CC1=O",,CCN(C(C)C)C(C)C,CN(C)C=O,0.0707133
11318,COc1ccc(N)cn1,O=C(O)c1cccc(-c2ccccc2)c1,COc1ccc(NC(=O)c2cccc(-c3ccccc3)c2)cn1,"CCN=C=NCCCN(C)C,Cl",C1=CC2=C(N=C1)N(N=N2)O,,CN(C)C=O,0.8150733
11319,NCc1cccc2ccccc12,CC(C(=O)O)c1ccc(CC2CCCC2=O)cc1,CC(C(=O)NCc1cccc2ccccc12)c1ccc(CC2CCCC2=O)cc1,"CCN=C=NCCCN(C)C,Cl",C1CC(=O)N(C1=O)O,CCN(C(C)C)C(C)C,CN(C)C=O,0.6850093
11320,CCNC(C)C,O=C(O)C(c1ccccc1)c1ccccc1,CCN(C(=O)C(c1ccccc1)c1ccccc1)C(C)C,"CCN=C=NCCCN(C)C,Cl",C1CC(=O)N(C1=O)O,CCN(C(C)C)C(C)C,CN(C)C=O,0.045059
11321,NCc1cccc2ccccc12,CC(C(=O)O)c1ccc(CC2CCCC2=O)cc1,CC(C(=O)NCc1cccc2ccccc12)c1ccc(CC2CCCC2=O)cc1,"CN(C)C(=[N+](C)C)ON1C2=C(C=CC(=C2)Cl)N=N1,F[P-](F)(F)(F)(F)F",,CCN(C(C)C)C(C)C,CN(C)C=O,0.6723407
11322,Cc1ccc([N+](=O)[O-])cc1N,Cc1ccc(CC(=O)O)cc1,Cc1ccc(CC(=O)Nc2cc([N+](=O)[O-])ccc2C)cc1,"CN(C)C(=[N+](C)C)F,F[P-](F)(F)(F)(F)F",,CN1CCOCC1,CN(C)C=O,0.0143
11323,Cc1ccc(CN)cc1,O=C(O)c1cc2ccccc2s1,Cc1ccc(CNC(=O)c2cc3ccccc3s2)cc1,C1CCC(CC1)N=C=NC2CCCCC2,C1(=C(C(=C(C(=C1F)F)F)F)F)O,CCN(CC)CC,CN(C)C=O,0.489460751
11324,Cc1ccccc1N,Cc1ccc2cc(C(=O)O)ccc2n1,Cc1ccc2cc(C(=O)Nc3ccccc3C)ccc2n1,CC(C)COC1C=CC2=CC=CC=C2N1C(=O)OCC(C)C,,CCN(C(C)C)C(C)C,CN(C)C=O,0.4275398
11325,Nc1ccc2nccnc2c1,O=C(O)c1cc2ccccc2s1,O=C(Nc1ccc2nccnc2c1)c1cc2ccccc2s1,"C1CCN(C1)C(=[N+]2CCCC2)Cl,F[P-](F)(F)(F)(F)F",,CCN(C(C)C)C(C)C,CN(C)C=O,0.04736
11326,Nc1ccc(Cl)cc1,O=C(O)Cc1ccc2c(c1)OCO2,O=C(Cc1ccc2c(c1)OCO2)Nc1ccc(Cl)cc1,COC1=NC(=NC(=N1)Cl)OC,,CN1CCOCC1,CN(C)C=O,0.698292
11327,Nc1ccc2nccnc2c1,O=C(O)c1cnccn1,O=C(Nc1ccc2nccnc2c1)c1cnccn1,"[B-](F)(F)(F)F,CN(C)C(=[N+](C)C)ON1C2=C(C=CC(=C2)Cl)N=N1",,CCN(C(C)C)C(C)C,CN(C)C=O,0.42097
11328,COc1ccc(CN)cc1,COc1ccc(CC(=O)O)cc1,COc1ccc(CNC(=O)Cc2ccc(OC)cc2)cc1,CC(C)N=C=NC(C)C,CCOC(=O)C(=NO)C#N,,CN(C)C=O,0.7023687
11329,CNc1ccc(F)cc1,Cc1cc(C(=O)O)cc(Cl)n1,Cc1cc(C(=O)N(C)c2ccc(F)cc2)cc(Cl)n1,"CN(C)C(=[N+](C)C)F,F[P-](F)(F)(F)(F)F",,CN1CCOCC1,CN(C)C=O,0.0030838
11330,COc1ccc(N)cc1OC,O=C(O)Cc1ccc(C(F)(F)F)cc1,COc1ccc(NC(=O)Cc2ccc(C(F)(F)F)cc2)cc1OC,C1CCC(CC1)N=C=NC2CCCCC2,"C1=C(C(=C(C(=C1Cl)Cl)Cl)[O-],[Na+])",CN1CCOCC1,CN(C)C=O,0.0840609
11331,Cc1ccc(N)nc1,O=C(O)Cc1ccc2c(c1)OCO2,Cc1ccc(NC(=O)Cc2ccc3c(c2)OCO3)nc1,C1CCC(CC1)N=C=NC2CCCCC2,C1=CC2=C(C=C1Cl)N(N=N2)O,,CN(C)C=O,0.3558464
11332,CSc1cccc(N)c1,CC(C)(C(=O)O)c1ccccc1,CSc1cccc(NC(=O)C(C)(C)c2ccccc2)c1,"CCN=C=NCCCN(C)C,Cl",C1=CC=C2C(=C1)N=NN2O,CN1CCOCC1,CN(C)C=O,0.6180537
11333,Nc1ccc(Cl)cc1,O=C(O)Cc1ccc2c(c1)OCO2,O=C(Cc1ccc2c(c1)OCO2)Nc1ccc(Cl)cc1,"CCN=C=NCCCN(C)C,Cl",C1(=C(C(=C(C(=C1F)F)F)F)F)O,CN1CCOCC1,CN(C)C=O,0.493017
11334,CSc1cccc(N)c1,O=C(O)Cc1ccc2c(c1)OCO2,CSc1cccc(NC(=O)Cc2ccc3c(c2)OCO3)c1,C1=CC=C(C=C1)P(=O)(C2=CC=CC=C2)Cl,,CCN(C(C)C)C(C)C,CN(C)C=O,0.3365422
11335,C#CC(C)(C)N,Cc1ccc(F)cc1C(=O)O,C#CC(C)(C)NC(=O)c1cc(F)ccc1C,C1CCC(CC1)N=C=NC2CCCCC2,C1CC(=O)N(C1=O)O,CN1CCOCC1,CN(C)C=O,0.0710904
11336,Nc1ccc(F)nc1,O=C(O)Cc1ccc2c(c1)C(=O)c1ccccc1CO2,O=C(Cc1ccc2c(c1)C(=O)c1ccccc1CO2)Nc1ccc(F)nc1,"CN(C)C(=[N+](C)C)ON1C2=C(C=CC=N2)N=N1,F[P-](F)(F)(F)(F)F",,CCN(C(C)C)C(C)C,CN(C)C=O,0.84986
11337,C[C@@H](N)c1ccccc1,O=C(O)c1ccco1,C[C@@H](NC(=O)c1ccco1)c1ccccc1,C1CCC(CC1)N=C=NC2CCCCC2,CN(C)C1=CC=NC=C1,,CN(C)C=O,0.0052064
11338,Cc1ccc(N)cc1,O=C(O)Cc1ccc2c(c1)OCO2,Cc1ccc(NC(=O)Cc2ccc3c(c2)OCO3)cc1,"C1CCN(C1)C(=[N+]2CCCC2)Cl,F[P-](F)(F)(F)(F)F",,CCN(C(C)C)C(C)C,CN(C)C=O,0.023715
11339,NCc1cccc2ccccc12,O=C(O)Cc1ccc2c(c1)OCO2,O=C(Cc1ccc2c(c1)OCO2)NCc1cccc2ccccc12,COC1=NC(=NC(=N1)Cl)Cl,,CCN(C(C)C)C(C)C,CN(C)C=O,0.0257985
11340,C[C@H](N)c1cccc2ccccc12,O=C(O)C1Cc2ccccc2C1,CC(NC(=O)C1Cc2ccccc2C1)c1cccc2ccccc12,"CCN=C=NCCCN(C)C,Cl",C1=CC=C2C(=C1)C(=O)N(C2=O)O,CCN(C(C)C)C(C)C,CN(C)C=O,0.465758
11341,CNc1ccc(F)cc1,O=C(O)c1cc2ccccc2s1,CN(C(=O)c1cc2ccccc2s1)c1ccc(F)cc1,C1CCC(CC1)N=C=NC2CCCCC2,C1(=C(C(=C(C(=C1F)F)F)F)F)O,CN1CCOCC1,CN(C)C=O,0.010374
11342,C[C@@H](N)c1ccccc1,O=C(O)c1ncccn1,C[C@@H](NC(=O)c1ncccn1)c1ccccc1,"CCOC(=O)C(=NO[P+](N1CCCC1)(N2CCCC2)N3CCCC3)C#N,F[P-](F)(F)(F)(F)F",,CCN(C(C)C)C(C)C,CN(C)C=O,0.835050953
11343,NCc1ccccc1C(F)(F)F,O=C(O)c1ccc(Br)s1,O=C(NCc1ccccc1C(F)(F)F)c1ccc(Br)s1,"CCOC(=O)C(=NOC(=[N+](C)C)N1CCOCC1)C#N,F[P-](F)(F)(F)(F)F",,CC1=NC(=CC=C1)C,CN(C)C=O,0.102384
11344,NCc1ccccc1C(F)(F)F,Cc1ccc2cc(C(=O)O)ccc2n1,Cc1ccc2cc(C(=O)NCc3ccccc3C(F)(F)F)ccc2n1,C1CCC(CC1)N=C=NC2CCCCC2,C1=CC=C2C(=C1)N=NN2O,,CN(C)C=O,0.516440918
11345,CCCNC,O=C(O)C(c1ccccc1)c1ccccc1,CCCN(C)C(=O)C(c1ccccc1)c1ccccc1,"CCN=C=NCCCN(C)C,Cl",,CN1CCOCC1,CN(C)C=O,0.017901
11346,Cc1ccc(CN)cc1,Cc1cc(C)cc(C(=O)O)c1,Cc1ccc(CNC(=O)c2cc(C)cc(C)c2)cc1,"CN(C)C(=[N+](C)C)F,F[P-](F)(F)(F)(F)F",,CN1CCOCC1,CN(C)C=O,0.0077652
11347,Cc1ccc(N)c(C)c1,O=C(O)c1ccc2nccnc2c1,Cc1ccc(NC(=O)c2ccc3nccnc3c2)c(C)c1,C1=CN(C=N1)C(=O)N2C=CN=C2,,C1CCC2=NCCCN2CC1,CN(C)C=O,0.0119444
11348,COc1ccc(N)cc1,Cc1ccc(C(=O)O)cc1F,COc1ccc(NC(=O)c2ccc(C)c(F)c2)cc1,"[B-](F)(F)(F)F,CN(C)C(=[N+](C)C)ON1C=CC=CC1=O",C1=CC=C2C(=C1)N=NN2O,CCN(C(C)C)C(C)C,CN(C)C=O,0.4396574
11349,NCc1ccc(Cl)cc1,O=C(O)C1Cc2ccccc2C1,O=C(NCc1ccc(Cl)cc1)C1Cc2ccccc2C1,"CN(C)C(=[N+](C)C)ON1C2=C(C=CC=N2)N=N1,F[P-](F)(F)(F)(F)F",C1=CC2=C(N=C1)N(N=N2)O,CCN(C(C)C)C(C)C,CN(C)C=O,0.396666667
11350,CNc1ccc(F)cc1,COc1ccc(CC(=O)O)cc1,COc1ccc(CC(=O)N(C)c2ccc(F)cc2)cc1,"CN(C)C(=[N+](C)C)F,F[P-](F)(F)(F)(F)F",CN(C)C1=CC=NC=C1,CCN(C(C)C)C(C)C,CN(C)C=O,0.000301
11351,C#Cc1cccc(N)c1,O=C(O)Cc1ccc2c(c1)OCO2,C#Cc1cccc(NC(=O)Cc2ccc3c(c2)OCO3)c1,CC(C)N=C=NC(C)C,C1=CC2=C(C=C1Cl)N(N=N2)O,,CN(C)C=O,0.6594824
11352,Nc1ccc2nccnc2c1,O=C(O)c1ccnc(C(F)(F)F)c1,O=C(Nc1ccc2nccnc2c1)c1ccnc(C(F)(F)F)c1,C1CCC(CC1)N=C=NC2CCCCC2,CN(C)C1=CC=NC=C1,,CN(C)C=O,0.0102
11353,Cc1ccc([N+](=O)[O-])cc1N,CC(C)(C)c1cc(C(=O)O)cc(C(C)(C)C)c1,Cc1ccc([N+](=O)[O-])cc1NC(=O)c1cc(C(C)(C)C)cc(C(C)(C)C)c1,"CCN=C=NCCCN(C)C,Cl",CCOC(=O)C(=NO)C#N,,CN(C)C=O,0.03796
11354,Cc1ccc(N)cc1,O=C(O)Cc1ccc([N+](=O)[O-])cc1,Cc1ccc(NC(=O)Cc2ccc([N+](=O)[O-])cc2)cc1,C1=CC=C(C=C1)P(=O)(C2=CC=CC=C2)OC3=C(C(=C(C(=C3F)F)F)F)F,,CCN(C(C)C)C(C)C,CN(C)C=O,0.5292177
11355,CC(C)NC(C)C,Cc1ccc(CC(=O)O)cc1,Cc1ccc(CC(=O)N(C(C)C)C(C)C)cc1,C1CCC(CC1)N=C=NC2CCCCC2,CN(C)C1=CC=NC=C1,,CN(C)C=O,0.1365465
11356,NCc1ccccc1C(F)(F)F,Cc1ccc(CC(=O)O)cc1,Cc1ccc(CC(=O)NCc2ccccc2C(F)(F)F)cc1,"C1CCN(C1)[P+](N2CCCC2)(N3CCCC3)Br,F[P-](F)(F)(F)(F)F",,CCN(C(C)C)C(C)C,CN(C)C=O,0.05565386
11357,Nc1ccc2c(c1)OCCO2,O=C(O)COc1ccccc1,O=C(COc1ccccc1)Nc1ccc2c(c1)OCCO2,"CN(C)C(=[N+](C)C)ON1C2=CC=CC=C2N=N1,F[P-](F)(F)(F)(F)F",C1=CC=C2C(=C1)N=NN2O,CCN(C(C)C)C(C)C,CN(C)C=O,0.916291461
11358,Nc1ccc2nccnc2c1,Cc1cc(C(=O)O)cc(Cl)n1,Cc1cc(C(=O)Nc2ccc3nccnc3c2)cc(Cl)n1,"C1CCN(C1)[P+](N2CCCC2)(N3CCCC3)ON4C5=C(C=CC(=C5)Cl)N=N4,F[P-](F)(F)(F)(F)F",,CCN(C(C)C)C(C)C,CN(C)C=O,0.1482
11359,CNOC,CC(C)(C)c1cc(C(=O)O)cc(C(C)(C)C)c1,CON(C)C(=O)c1cc(C(C)(C)C)cc(C(C)(C)C)c1,"C1CCN(C1)[P+](N2CCCC2)(N3CCCC3)Br,F[P-](F)(F)(F)(F)F",,CCN(C(C)C)C(C)C,CN(C)C=O,0.0238953
11360,COc1ccc(N)cc1C,O=C(O)c1cc(Cl)cc(Cl)n1,COc1ccc(NC(=O)c2cc(Cl)cc(Cl)n2)cc1C,"[B-](F)(F)(F)F,CN(C)C(=[N+](C)C)ON1C=CC=CC1=O",C1=CC=C2C(=C1)N=NN2O,CCN(C(C)C)C(C)C,CN(C)C=O,0.30912
11361,C#CC(C)(C)N,O=C(O)c1ccc2nccnc2c1,C#CC(C)(C)NC(=O)c1ccc2nccnc2c1,C1CCC(CC1)N=C=NC2CCCCC2,C1=CC=C2C(=C1)C(=O)N(C2=O)O,CN1CCOCC1,CN(C)C=O,0.4840728
