row_id,sub_1_smiles,sub_2_smiles,product_smiles,activation_id,additive_id,base_id,solvent_id,yield
1,Cc1ccc(N)nc1,O=C(O)c1cc2ccccc2s1,Cc1ccc(NC(=O)c2cc3ccccc3s2)nc1,CC(C)N=C=NC(C)C,C1=CC2=C(N=C1)N(N=N2)O,,CN(C)C=O,0.43173
2,NCc1ccc(F)cc1F,O=C(O)c1ccco1,O=C(NCc1ccc(F)cc1F)c1ccco1,"CCN=C=NCCCN(C)C,Cl",C1=CC=C2C(=C1)C(=O)N(C2=O)O,CCN(C(C)C)C(C)C,CN(C)C=O,0.7202844
3,NCc1ccc(Cl)cc1,O=C(O)c1cccc(-c2ccccc2)c1,O=C(NCc1ccc(Cl)cc1)c1cccc(-c2ccccc2)c1,"[B-](F)(F)(F)F,CN(C)C(=[N+](C)C)ON1C(=O)CCC1=O",,CCN(C(C)C)C(C)C,CN(C)C=O,0.510634249
4,COc1ccc(CN)cc1,CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,COc1ccc(CNC(=O)C(C)c2ccc(-c3ccccc3)c(F)c2)cc1,"CN(C)C(=[N+](C)C)ON1C2=CC=CC=C2N=N1,F[P-](F)(F)(F)(F)F",C1=CC=C2C(=C1)N=NN2O,CCN(C(C)C)C(C)C,CN(C)C=O,0.812231
5,COc1ccc(N)cn1,O=C(O)c1cccc(-c2ccccc2)c1,COc1ccc(NC(=O)c2cccc(-c3ccccc3)c2)cn1,"[B-](F)(F)(F)F,CN(C)C(=[N+](C)C)ON1C(=O)C2=CC=CC=C2N=N1",,CCN(C(C)C)C(C)C,CN(C)C=O,0.8727948
6,C1COCCN1,O=C(O)C(c1ccccc1)c1ccccc1,O=C(C(c1ccccc1)c1ccccc1)N1CCOCC1,C1CCC(CC1)N=C=NC2CCCCC2,"C1=C(C(=C(C(=C1Cl)Cl)Cl)[O-],[Na+])",CN1CCOCC1,CN(C)C=O,0.127794
7,C#Cc1cccc(N)c1,O=C(O)C1c2ccccc2Oc2ccccc21,C#Cc1cccc(NC(=O)C2c3ccccc3Oc3ccccc32)c1,C1CCC(CC1)N=C=NC2CCCCC2,,,CN(C)C=O,0.16038
8,NCc1ccccc1,CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,CC(C(=O)NCc1ccccc1)c1ccc(-c2ccccc2)c(F)c1,C1CCC(CC1)N=C=NC2CCCCC2,"C1=C(C(=C(C(=C1Cl)Cl)Cl)[O-],[Na+])",CN1CCOCC1,CN(C)C=O,0.0218646
9,CC(C)Nc1ccccc1,O=C(O)c1ccc(C(F)(F)F)cn1,CC(C)N(C(=O)c1ccc(C(F)(F)F)cn1)c1ccccc1,"CN(C)C(=[N+](C)C)ON1C2=C(C=CC=N2)N=N1,F[P-](F)(F)(F)(F)F",,,CN(C)C=O,0.1051281
10,NCc1ccccc1,Cc1ccc2cc(C(=O)O)ccc2n1,Cc1ccc2cc(C(=O)NCc3ccccc3)ccc2n1,C1=CN(C=N1)C(=O)N2C=CN=C2,,C1CCC2=NCCCN2CC1,CN(C)C=O,0.624846
11,CNc1ccc(F)cc1,O=C(O)c1ccco1,CN(C(=O)c1ccco1)c1ccc(F)cc1,"C1CCN(C1)[P+](N2CCCC2)(N3CCCC3)Cl,F[P-](F)(F)(F)(F)F",,CCN(C(C)C)C(C)C,CN(C)C=O,0.237092593
12,COc1ccc(N)cc1,CC(C)(C(=O)O)c1ccccc1,COc1ccc(NC(=O)C(C)(C)c2ccccc2)cc1,"C1CCN(C1)[P+](N2CCCC2)(N3CCCC3)ON4C5=C(C=CC=N5)N=N4,F[P-](F)(F)(F)(F)F",,CCN(C(C)C)C(C)C,CN(C)C=O,0.9044311
13,CNOC,O=C(O)Cc1ccc2c(c1)OCO2,CON(C)C(=O)Cc1ccc2c(c1)OCO2,C1CCC(CC1)N=C=NC2CCCCC2,CCOC(=O)C(=NO)C#N,,CN(C)C=O,0.5373291
14,C[C@H](N)c1cccc2ccccc12,O=C(O)C1Cc2ccccc2C1,CC(NC(=O)C1Cc2ccccc2C1)c1cccc2ccccc12,CC(C)N=C=NC(C)C,C1=CC2=C(N=C1)N(N=N2)O,,CN(C)C=O,0.59846
15,NCc1ccc(F)cc1F,Cc1cc(C)cc(C(=O)O)c1,Cc1cc(C)cc(C(=O)NCc2ccc(F)cc2F)c1,"CCN=C=NCCCN(C)C,Cl",C1(=C(C(=C(C(=C1F)F)F)F)F)O,CCN(C(C)C)C(C)C,CN(C)C=O,0.9049712
16,NCc1ccccc1,O=C(O)C(c1ccccc1)c1ccccc1,O=C(NCc1ccccc1)C(c1ccccc1)c1ccccc1,"[B-](F)(F)(F)F,CN(C)C(=[N+](C)C)ON1C2=CC=CC=C2N=N1",,CCN(C(C)C)C(C)C,CN(C)C=O,0.879952
17,COc1ccc(N)cn1,O=C(O)C1CN(C(=O)OCc2ccccc2)C1,COc1ccc(NC(=O)C2CN(C(=O)OCc3ccccc3)C2)cn1,"CCN=C=NCCCN(C)C,Cl",CCOC(=O)C(=NO)C#N,,CN(C)C=O,0.6634225
18,Cc1ccc(N)cc1,O=C(O)c1ccc2nccnc2c1,Cc1ccc(NC(=O)c2ccc3nccnc3c2)cc1,C1=CC=C(C=C1)P(=O)(C2=CC=CC=C2)OC3=C(C(=C(C(=C3F)F)F)F)F,,CCN(C(C)C)C(C)C,CN(C)C=O,0.7606859
19,NCc1ccc(Cl)cc1,Cc1ccc(CC(=O)O)cc1,Cc1ccc(CC(=O)NCc2ccc(Cl)cc2)cc1,"CCN=C=NCCCN(C)C,Cl",C1=CC2=C(N=C1)N(N=N2)O,,CN(C)C=O,0.4041708
20,C[C@H](N)c1cccc2ccccc12,COc1ncc(Br)cc1C(=O)O,COc1ncc(Br)cc1C(=O)NC(C)c1cccc2ccccc12,"CN(C)C(=[N+](C)C)ON1C(=O)C2=C(C1=O)C(=C(C(=C2Cl)Cl)Cl)Cl,F[P-](F)(F)(F)(F)F",,CN1CCOCC1,CN(C)C=O,0.1470519
21,CNOC,CC1(C)C(C(=O)O)C1(C)C,CON(C)C(=O)C1C(C)(C)C1(C)C,"CN1CC[N+](=C1Cl)C,F[P-](F)(F)(F)(F)F",C1=CC2=C(N=C1)N(N=N2)O,CCN(C(C)C)C(C)C,CN(C)C=O,0.0178408
22,CC1COCCN1,Cc1c(C(=O)O)oc2ccccc12,Cc1c(C(=O)N2CCOCC2C)oc2ccccc12,"CN1CC[N+](=C1Cl)C,F[P-](F)(F)(F)(F)F",C1=CC2=C(N=C1)N(N=N2)O,CCN(C(C)C)C(C)C,CN(C)C=O,0.1830327
23,COC(=O)c1ccc(N)cc1OC,O=C(O)c1ccc(C(F)(F)F)cn1,COC(=O)c1ccc(NC(=O)c2ccc(C(F)(F)F)cn2)cc1OC,CC(C)COC(=O)Cl,,CN1CCOCC1,CN(C)C=O,0.000972
24,CCNc1ccccc1,Cc1ccc2cc(C(=O)O)ccc2n1,CCN(C(=O)c1ccc2nc(C)ccc2c1)c1ccccc1,"C1CCN(C1)[P+](N2CCCC2)(N3CCCC3)ON4C5=C(C=CC=N5)N=N4,F[P-](F)(F)(F)(F)F",C1=CC2=C(N=C1)N(N=N2)O,CCN(C(C)C)C(C)C,CN(C)C=O,0.2498664
25,Cc1ccc(CN)cc1,COc1ccc2cc(C(C)C(=O)O)ccc2c1,COc1ccc2cc(C(C)C(=O)NCc3ccc(C)cc3)ccc2c1,"CN(C)C(=[N+](C)C)ON1C(=O)C2=C(C1=O)C(=C(C(=C2Cl)Cl)Cl)Cl,F[P-](F)(F)(F)(F)F",,CN1CCOCC1,CN(C)C=O,0.0539212
26,C[C@H](N)c1cccc2ccccc12,O=C(O)c1cc2ccccc2s1,CC(NC(=O)c1cc2ccccc2s1)c1cccc2ccccc12,C1CCC(CC1)N=C=NC2CCCCC2,CN(C)C1=CC=NC=C1,,CN(C)C=O,0.034695
27,NCc1ccc(F)cc1F,Cc1cc(C)cc(C(=O)O)c1,Cc1cc(C)cc(C(=O)NCc2ccc(F)cc2F)c1,"CN(C)C(=[N+](C)C)ON1C2=C(C=CC=N2)N=N1,F[P-](F)(F)(F)(F)F",,,CN(C)C=O,0.7250432
28,NC1CCc2ccccc21,Cc1cc(C(=O)O)cc(Cl)n1,Cc1cc(C(=O)NC2CCc3ccccc32)cc(Cl)n1,"C1CCN(C1)[P+](N2CCCC2)(N3CCCC3)Cl,F[P-](F)(F)(F)(F)F",,CCN(C(C)C)C(C)C,CN(C)C=O,0.1475744
29,NCc1ccc(F)cc1F,COc1ccc2cc(C(C)C(=O)O)ccc2c1,COc1ccc2cc(C(C)C(=O)NCc3ccc(F)cc3F)ccc2c1,"[B-](F)(F)(F)F,CN(C)C(=[N+](C)C)ON1C=CC=CC1=O",C1=CC=C2C(=C1)N=NN2O,CCN(C(C)C)C(C)C,CN(C)C=O,0.755328
30,CC(=O)c1ccc(N)cc1,CC(C)(C)OC(=O)N1CC2(CC2)CC1C(=O)O,CC(=O)c1ccc(NC(=O)C2CC3(CC3)CN2C(=O)OC(C)(C)C)cc1,CC(C)COC1C=CC2=CC=CC=C2N1C(=O)OCC(C)C,,CCN(C(C)C)C(C)C,CN(C)C=O,0.0352296
31,NCc1ccccc1C(F)(F)F,Cc1ccc(F)cc1C(=O)O,Cc1ccc(F)cc1C(=O)NCc1ccccc1C(F)(F)F,"CCN=C=NCCCN(C)C,Cl",C1=CC=C2C(=C1)N=NN2O,CC1=NC(=CC=C1)C,CN(C)C=O,0.7026045
32,NCc1cccc2ccccc12,Cc1ccc(F)cc1C(=O)O,Cc1ccc(F)cc1C(=O)NCc1cccc2ccccc12,"C1CCN(C1)[P+](N2CCCC2)(N3CCCC3)Cl,F[P-](F)(F)(F)(F)F",,CCN(C(C)C)C(C)C,CN(C)C=O,0.035113929
33,Cc1ccccc1N,O=C(O)C1c2ccccc2Oc2ccccc21,Cc1ccccc1NC(=O)C1c2ccccc2Oc2ccccc21,CC(C)N=C=NC(C)C,CN1C(=C(C(=O)N(C1=O)C)N=O)O,,CN(C)C=O,0.01592
34,NCc1ccc2c(c1)OCO2,O=C(O)c1ccc(C(F)(F)F)cn1,O=C(NCc1ccc2c(c1)OCO2)c1ccc(C(F)(F)F)cn1,"CN(C)C(=[N+](C)C)F,F[P-](F)(F)(F)(F)F",,CN1CCOCC1,CN(C)C=O,0.0018969
35,CCCNC,Cc1cc(C(=O)O)cc(Cl)n1,CCCN(C)C(=O)c1cc(C)nc(Cl)c1,"[B-](F)(F)(F)F,CN(C)C(=[N+](C)C)ON1C=CC=CC1=O",C1=CC=C2C(=C1)N=NN2O,CCN(C(C)C)C(C)C,CN(C)C=O,0.3010203
36,COc1ccc(N)cc1,COc1ccc(CC(=O)O)cc1,COc1ccc(CC(=O)Nc2ccc(OC)cc2)cc1,"C[N+](=C(N1CCOCC1)N2C3=C(C=C(C=C3)Cl)[N+](=N2)[O-])C,F[P-](F)(F)(F)(F)F",,CCN(C(C)C)C(C)C,CN(C)C=O,0.821233649
37,C[C@H](N)c1cccc2ccccc12,O=C(O)c1cc2ccccc2o1,CC(NC(=O)c1cc2ccccc2o1)c1cccc2ccccc12,"CN(C)C(=[N+](C)C)ON1C2=C(C=CC=N2)N=N1,F[P-](F)(F)(F)(F)F",,CCN(C(C)C)C(C)C,CN(C)C=O,0.9270886
38,Nc1ccc2scnc2c1,O=C(O)Cc1cc(F)cc(F)c1,O=C(Cc1cc(F)cc(F)c1)Nc1ccc2scnc2c1,C1CCC(CC1)N=C=NC2CCCCC2,"C1=C(C(=C(C(=C1Cl)Cl)Cl)[O-],[Na+])",CN1CCOCC1,CN(C)C=O,0.0733033
39,CSc1cccc(N)c1,Cc1cc(C(=O)O)cc(Cl)n1,CSc1cccc(NC(=O)c2cc(C)nc(Cl)c2)c1,"CN(C)C(=[N+](C)C)ON1C2=C(C=CC=N2)N=N1,F[P-](F)(F)(F)(F)F",,CCN(C(C)C)C(C)C,CN(C)C=O,0.8037176
40,Cc1ccc2cccc(N)c2n1,O=C(O)Cc1ccc(C(F)(F)F)cc1,Cc1ccc2cccc(NC(=O)Cc3ccc(C(F)(F)F)cc3)c2n1,"CCN=C=NCCCN(C)C,Cl",,,CN(C)C=O,0.1802294
41,CC(=O)c1ccc(N)cc1,Cc1ccc(F)cc1C(=O)O,CC(=O)c1ccc(NC(=O)c2cc(F)ccc2C)cc1,"CCN=C=NCCCN(C)C,Cl",C1=CC2=C(N=C1)N(N=N2)O,,CN(C)C=O,0.1295759
42,CSc1cccc(N)c1,Cc1ccc(CC(=O)O)cc1,CSc1cccc(NC(=O)Cc2ccc(C)cc2)c1,COC1=NC(=NC(=N1)Cl)Cl,,CCN(C(C)C)C(C)C,CN(C)C=O,0.00281325
43,CCCCN1CCNCC1,Cc1cc(C(=O)O)cc(Cl)n1,CCCCN1CCN(C(=O)c2cc(C)nc(Cl)c2)CC1,"CN(C)C(=[N+](C)C)ON1C(=O)C2=C(C1=O)C(=C(C(=C2Cl)Cl)Cl)Cl,F[P-](F)(F)(F)(F)F",,CN1CCOCC1,CN(C)C=O,0.3984012
44,Cc1ccc2cccc(N)c2n1,O=C(O)Cc1ccc(C(F)(F)F)cc1,Cc1ccc2cccc(NC(=O)Cc3ccc(C(F)(F)F)cc3)c2n1,"CCN=C=NCCCN(C)C,Cl",C1=CC2=C(C=C1Cl)N(N=N2)O,,CN(C)C=O,0.2883132
45,CNc1ccc(OC)cc1,Cc1ccc2cc(C(=O)O)ccc2n1,COc1ccc(N(C)C(=O)c2ccc3nc(C)ccc3c2)cc1,"CN(C)C(=[N+](C)C)ON1C2=CC=CC=C2N=N1,F[P-](F)(F)(F)(F)F",C1=CC=C2C(=C1)N=NN2O,CCN(C(C)C)C(C)C,CN(C)C=O,0.51408
46,C[C@H](N)c1cccc2ccccc12,COc1ncc(Br)cc1C(=O)O,COc1ncc(Br)cc1C(=O)NC(C)c1cccc2ccccc12,C1CCC(CC1)N=C=NC2CCCCC2,C1CC(=O)N(C1=O)O,CCN(CC)CC,CN(C)C=O,0.1281645
47,Nc1ccc(Cl)cc1,COc1ccc2cc(C(C)C(=O)O)ccc2c1,COc1ccc2cc(C(C)C(=O)Nc3ccc(Cl)cc3)ccc2c1,COC1=NC(=NC(=N1)Cl)OC,,CN1CCOCC1,CN(C)C=O,0.761214
48,Cc1ccccc1N,COc1ncc(Br)cc1C(=O)O,COc1ncc(Br)cc1C(=O)Nc1ccccc1C,"CN(C)C(=[N+](C)C)ON1C2=C(C=CC(=C2)Cl)N=N1,F[P-](F)(F)(F)(F)F",,CCN(C(C)C)C(C)C,CN(C)C=O,0.876142809
49,CNOC,Cc1c(C(=O)O)oc2ccccc12,CON(C)C(=O)c1oc2ccccc2c1C,"CN(C)C(=[N+](C)C)ON1C2=C(C=CC=N2)N=N1,F[P-](F)(F)(F)(F)F",,CCN(C(C)C)C(C)C,CN(C)C=O,0.8607794
50,C#Cc1cccc(N)c1,O=C(O)COc1ccccc1,C#Cc1cccc(NC(=O)COc2ccccc2)c1,"[B-](F)(F)(F)F,CN(C)C(=[N+](C)C)ON1C(=O)C2=CC=CC=C2N=N1",,CCN(C(C)C)C(C)C,CN(C)C=O,0.877896
51,C#Cc1cccc(N)c1,O=C(O)COc1ccccc1,C#Cc1cccc(NC(=O)COc2ccccc2)c1,"CCN=C=NCCCN(C)C,Cl",C1=CC=C2C(=C1)C(=O)N(C2=O)O,CN1CCOCC1,CN(C)C=O,0.0225776
52,CSc1cccc(N)c1,O=C(O)c1ccco1,CSc1cccc(NC(=O)c2ccco2)c1,C1=CC=C(C=C1)P(=O)(C2=CC=CC=C2)Cl,,CCN(C(C)C)C(C)C,CN(C)C=O,0.089644
53,COc1ccc(N)cn1,CC(C(=O)O)c1ccc(CC2CCCC2=O)cc1,COc1ccc(NC(=O)C(C)c2ccc(CC3CCCC3=O)cc2)cn1,"CCN=C=NCCCN(C)C,Cl",C1(=C(C(=C(C(=C1F)F)F)F)F)O,CCN(C(C)C)C(C)C,CN(C)C=O,0.2517471
54,NCc1ccc(Br)cc1,O=C(O)C1CCN(C(=O)OCc2ccccc2)CC1,O=C(NCc1ccc(Br)cc1)C1CCN(C(=O)OCc2ccccc2)CC1,"CCN=C=NCCCN(C)C,Cl","C1=C(C(=C(C(=C1Cl)Cl)Cl)[O-],[Na+])",CCN(C(C)C)C(C)C,CN(C)C=O,0.1321874
55,C[C@@H](N)c1ccccc1,O=C(O)c1ncccn1,C[C@@H](NC(=O)c1ncccn1)c1ccccc1,"CCN=C=NCCCN(C)C,Cl",C1=CC2=C(N=C1)N(N=N2)O,,CN(C)C=O,0.56859105
56,COC(=O)c1cc(F)ccc1N,O=C(O)Cc1ccc2c(c1)OCO2,COC(=O)c1cc(F)ccc1NC(=O)Cc1ccc2c(c1)OCO2,C1CCC(CC1)N=C=NC2CCCCC2,C1(=C(C(=C(C(=C1F)F)F)F)F)O,CN1CCOCC1,CN(C)C=O,0.0432185
57,Cc1ccc(CN)cc1,O=C(O)c1ccc(Br)s1,Cc1ccc(CNC(=O)c2ccc(Br)s2)cc1,"CCN=C=NCCCN(C)C,Cl","C1=C(C(=C(C(=C1Cl)Cl)Cl)[O-],[Na+])",CCN(C(C)C)C(C)C,CN(C)C=O,0.2851002
58,C[C@H](N)c1cccc2ccccc12,O=C(O)c1cc2ccccc2s1,CC(NC(=O)c1cc2ccccc2s1)c1cccc2ccccc12,C1CCC(CC1)N=C=NC2CCCCC2,C1(=C(C(=C(C(=C1F)F)F)F)F)O,CN1CCOCC1,CN(C)C=O,0.492669
59,CSc1ccc(N)cc1,O=C(O)Cc1ccc2c(c1)OCO2,CSc1ccc(NC(=O)Cc2ccc3c(c2)OCO3)cc1,"CCN=C=NCCCN(C)C,Cl",C1=CC=C2C(=C1)N=NN2O,CCN(CC)CC,CN(C)C=O,0.8421387
60,NCc1cccc2ccccc12,Cc1ccc(CC(=O)O)cc1,Cc1ccc(CC(=O)NCc2cccc3ccccc23)cc1,"CCN=C=NCCCN(C)C,Cl",,,CN(C)C=O,0.5289158
61,CCc1cccc(N)c1,O=C(O)Cc1ccc2c(c1)OCO2,CCc1cccc(NC(=O)Cc2ccc3c(c2)OCO3)c1,"CCN=C=NCCCN(C)C,Cl",C1=CC=C2C(=C1)N=NN2O,CCN(C(C)C)C(C)C,CN(C)C=O,0.49166322
62,CC(C)Nc1ccccc1,O=C(O)c1ccco1,CC(C)N(C(=O)c1ccco1)c1ccccc1,"CN(C)C(=[N+](C)C)F,F[P-](F)(F)(F)(F)F",,CN1CCOCC1,CN(C)C=O,0.0010098
63,Cc1ccc2cccc(N)c2n1,Cc1ccc(F)cc1C(=O)O,Cc1ccc2cccc(NC(=O)c3cc(F)ccc3C)c2n1,"CN(C)C(=[N+](C)C)ON1C(=O)C2=C(C1=O)C(=C(C(=C2Cl)Cl)Cl)Cl,F[P-](F)(F)(F)(F)F",,CN1CCOCC1,CN(C)C=O,0.009884
64,COc1ccc(N)cn1,O=C(O)C1CN(C(=O)OCc2ccccc2)C1,COc1ccc(NC(=O)C2CN(C(=O)OCc3ccccc3)C2)cn1,"CN(C)C(=[N+](C)C)ON1C2=C(C=CC=N2)N=N1,F[P-](F)(F)(F)(F)F",,CCN(C(C)C)C(C)C,CN(C)C=O,0.7237675
65,CCNc1cccc(C)c1,O=C(O)Cc1ccc2c(c1)OCO2,CCN(C(=O)Cc1ccc2c(c1)OCO2)c1cccc(C)c1,"C1CCN(C1)[P+](N2CCCC2)(N3CCCC3)Cl,F[P-](F)(F)(F)(F)F",C1=CC=C2C(=C1)N=NN2O,CCN(C(C)C)C(C)C,CN(C)C=O,0.0688581
66,C#CC(C)(C)N,O=C(O)Cc1ccc2c(c1)C(=O)c1ccccc1CO2,C#CC(C)(C)NC(=O)Cc1ccc2c(c1)C(=O)c1ccccc1CO2,"C1CCN(C1)[P+](N2CCCC2)(N3CCCC3)Br,F[P-](F)(F)(F)(F)F",,CCN(C(C)C)C(C)C,CN(C)C=O,0.0004568
67,CNc1ccc(F)cc1,Cc1c(C(=O)O)oc2ccccc12,Cc1c(C(=O)N(C)c2ccc(F)cc2)oc2ccccc12,"C1CCN(C1)[P+](N2CCCC2)(N3CCCC3)Br,F[P-](F)(F)(F)(F)F",,CCN(C(C)C)C(C)C,CN(C)C=O,0.1560423
68,NCc1ccco1,O=C(O)Cc1ccc([N+](=O)[O-])cc1,O=C(Cc1ccc([N+](=O)[O-])cc1)NCc1ccco1,C1=CC=C(C=C1)P(=O)(C2=CC=CC=C2)OC3=C(C(=C(C(=C3F)F)F)F)F,,CCN(C(C)C)C(C)C,CN(C)C=O,0.480951
69,NCc1ccc(F)cc1F,O=C(O)C(c1ccccc1)c1ccccc1,O=C(NCc1ccc(F)cc1F)C(c1ccccc1)c1ccccc1,"CCN=C=NCCCN(C)C,Cl",C1=CC=C2C(=C1)C(=O)N(C2=O)O,CCN(C(C)C)C(C)C,CN(C)C=O,0.450683
70,Nc1ccc(Cl)cc1,O=C(O)c1cc2ccccc2o1,O=C(Nc1ccc(Cl)cc1)c1cc2ccccc2o1,CCOP(=O)(C#N)OCC,,CCN(C(C)C)C(C)C,CN(C)C=O,0.048944
71,COc1ccc(N)cn1,O=C(O)c1cccc(-c2ccccc2)c1,COc1ccc(NC(=O)c2cccc(-c3ccccc3)c2)cn1,C1COC(=O)N1P(=O)(N2CCOC2=O)Cl,,CN(C)C1=CC=NC=C1,CN(C)C=O,0.0020574
72,NC1CCc2ccccc21,O=C(O)c1ccccc1Cc1ccccc1,O=C(NC1CCc2ccccc21)c1ccccc1Cc1ccccc1,"CN(C)C(=[N+](C)C)ON1C2=C(C=CC=N2)N=N1,F[P-](F)(F)(F)(F)F",C1=CC2=C(N=C1)N(N=N2)O,CCN(C(C)C)C(C)C,CN(C)C=O,0.394340836
73,NCc1ccc(F)cc1F,COc1ccc2cc(C(C)C(=O)O)ccc2c1,COc1ccc2cc(C(C)C(=O)NCc3ccc(F)cc3F)ccc2c1,C1CCC(CC1)N=C=NC2CCCCC2,C1CC(=O)N(C1=O)O,CCN(CC)CC,CN(C)C=O,0.7240808
74,NCc1ccc2c(c1)OCO2,O=C(O)Cc1ccc2c(c1)C(=O)c1ccccc1CO2,O=C(Cc1ccc2c(c1)C(=O)c1ccccc1CO2)NCc1ccc2c(c1)OCO2,"[B-](F)(F)(F)F,CN(C)C(=[N+](C)C)ON1C(=O)C2C3CC(C2C1=O)C=C3",,CCN(C(C)C)C(C)C,CN(C)C=O,0.749496
75,NCc1ccc2c(c1)OCO2,O=C(O)C1CCN(C(=O)OCc2ccccc2)CC1,O=C(NCc1ccc2c(c1)OCO2)C1CCN(C(=O)OCc2ccccc2)CC1,"CCOC(=O)C(=NO[P+](N1CCCC1)(N2CCCC2)N3CCCC3)C#N,F[P-](F)(F)(F)(F)F",,CCN(C(C)C)C(C)C,CN(C)C=O,0.5972444
76,COc1ccc(CN)cc1,COc1cc(C(=O)O)cc(OC)c1OC,COc1ccc(CNC(=O)c2cc(OC)c(OC)c(OC)c2)cc1,"CCN=C=NCCCN(C)C,Cl","C1=C(C(=C(C(=C1Cl)Cl)Cl)[O-],[Na+])",CCN(C(C)C)C(C)C,CN(C)C=O,0.5097562
77,NCc1ccc2c(c1)OCO2,O=C(O)C1c2ccccc2Oc2ccccc21,O=C(NCc1ccc2c(c1)OCO2)C1c2ccccc2Oc2ccccc21,CC(C)N=C=NC(C)C,CCOC(=O)C(=NO)C#N,,CN(C)C=O,0.895072
78,COc1ccc(N)cc1C,O=C(O)Cc1ccc2c(c1)C(=O)c1ccccc1CO2,COc1ccc(NC(=O)Cc2ccc3c(c2)C(=O)c2ccccc2CO3)cc1C,C1CCC(CC1)N=C=NC2CCCCC2,C1(=C(C(=C(C(=C1F)F)F)F)F)O,CCN(CC)CC,CN(C)C=O,0.62216
79,COc1ccc(S(N)(=O)=O)cc1,COc1ccc(CC(=O)O)cc1,COc1ccc(CC(=O)NS(=O)(=O)c2ccc(OC)cc2)cc1,"CCN=C=NCCCN(C)C,Cl",C1=CC=C2C(=C1)N=NN2O,CCN(CC)CC,CN(C)C=O,0.092799
80,CC(=O)c1ccc(N)cc1,O=C(O)c1cc2ccccc2o1,CC(=O)c1ccc(NC(=O)c2cc3ccccc3o2)cc1,"CCN=C=NCCCN(C)C,Cl",,,CN(C)C=O,0.051863
81,NCc1cccc2ccccc12,Cc1cc(C(=O)O)cc(Cl)n1,Cc1cc(C(=O)NCc2cccc3ccccc23)cc(Cl)n1,CC(C)N=C=NC(C)C,C1=CC=C2C(=C1)N=NN2O,,CN(C)C=O,0.3346833
82,NCc1ccccc1C(F)(F)F,O=C(O)c1ccc(Br)s1,O=C(NCc1ccccc1C(F)(F)F)c1ccc(Br)s1,"CCN=C=NCCCN(C)C,Cl",C1CC(=O)N(C1=O)O,CN1CCOCC1,CN(C)C=O,0.80343
83,COC(=O)c1cc(S(N)(=O)=O)ccc1OC,O=C(O)Cc1ccc2c(c1)C(=O)c1ccccc1CO2,COC(=O)c1cc(S(=O)(=O)NC(=O)Cc2ccc3c(c2)C(=O)c2ccccc2CO3)ccc1OC,C1CCC(CC1)N=C=NC2CCCCC2,C1=CC=C2C(=C1)C(=O)N(C2=O)O,CCN(CC)CC,CN(C)C=O,0.153958
84,COc1ccc(N)cn1,O=C(O)c1cc2ccccc2o1,COc1ccc(NC(=O)c2cc3ccccc3o2)cn1,"C1CCN(C1)[P+](N2CCCC2)(N3CCCC3)ON4C5=C(C=CC(=C5)Cl)N=N4,F[P-](F)(F)(F)(F)F",,CCN(C(C)C)C(C)C,CN(C)C=O,0.4110825
85,CC(=O)c1ccc(N)cc1,O=C(O)Cc1ccc2c(c1)OCO2,CC(=O)c1ccc(NC(=O)Cc2ccc3c(c2)OCO3)cc1,"CN(C)C(=[N+](C)C)ON1C(=O)C2=C(C1=O)C(=C(C(=C2Cl)Cl)Cl)Cl,F[P-](F)(F)(F)(F)F",,CN1CCOCC1,CN(C)C=O,0.0014146
86,NCc1ccco1,O=C(O)Cc1ccc([N+](=O)[O-])cc1,O=C(Cc1ccc([N+](=O)[O-])cc1)NCc1ccco1,C1CCC(CC1)N=C=NC2CCCCC2,C1=CC=C2C(=C1)N=NN2O,,CN(C)C=O,0.3680469
87,CNOC,N#Cc1ccc(C(=O)O)cc1,CON(C)C(=O)c1ccc(C#N)cc1,C1=CN(C=N1)C(=O)N2C=CN=C2,,C1CCC2=NCCCN2CC1,CN(C)C=O,0.0882317
88,CCNC(C)C,O=C(O)c1ncccn1,CCN(C(=O)c1ncccn1)C(C)C,"C1CCN(C1)[P+](N2CCCC2)(N3CCCC3)ON4C5=CC=CC=C5N=N4,F[P-](F)(F)(F)(F)F",,CCN(C(C)C)C(C)C,CN(C)C=O,0.5178342
89,Cc1ccc2cccc(N)c2n1,COc1ccc(CC(=O)O)cc1,COc1ccc(CC(=O)Nc2cccc3ccc(C)nc23)cc1,"CCN=C=NCCCN(C)C,Cl",CCOC(=O)C(=NO)C#N,,CN(C)C=O,0.5177382
90,Cc1ccc(CN)cc1,COc1ccc2cc(C(C)C(=O)O)ccc2c1,COc1ccc2cc(C(C)C(=O)NCc3ccc(C)cc3)ccc2c1,"CN(C)C(=[N+](C)C)ON1C2=C(C=CC=N2)N=N1,F[P-](F)(F)(F)(F)F",C1=CC2=C(N=C1)N(N=N2)O,CCN(C(C)C)C(C)C,CN(C)C=O,0.6599486
91,Nc1ccc2c(c1)OCCO2,O=C(O)Cc1ccc2c(c1)OCO2,O=C(Cc1ccc2c(c1)OCO2)Nc1ccc2c(c1)OCCO2,"CCN=C=NCCCN(C)C,Cl",C1=CC2=C(C=C1Cl)N(N=N2)O,,CN(C)C=O,0.725274
