run_id,descriptor,repeat,fold,feature_dim,feature_elapsed_s,invalid_smiles
core_rf_5x5_20260825_171156,ohe,1,1,35,0.007578,0
core_rf_5x5_20260825_171156,ohe,1,2,35,0.006929,0
core_rf_5x5_20260825_171156,ohe,1,3,35,0.006883,0
core_rf_5x5_20260825_171156,ohe,1,4,35,0.00761,0
core_rf_5x5_20260825_171156,ohe,1,5,35,0.006694,0
core_rf_5x5_20260825_171156,ohe,2,1,35,0.00699,0
core_rf_5x5_20260825_171156,ohe,2,2,35,0.007005,0
core_rf_5x5_20260825_171156,ohe,2,3,35,0.006929,0
core_rf_5x5_20260825_171156,ohe,2,4,35,0.006671,0
core_rf_5x5_20260825_171156,ohe,2,5,35,0.006699,0
core_rf_5x5_20260825_171156,ohe,3,1,35,0.006991,0
core_rf_5x5_20260825_171156,ohe,3,2,35,0.007224,0
core_rf_5x5_20260825_171156,ohe,3,3,35,0.007032,0
core_rf_5x5_20260825_171156,ohe,3,4,35,0.006951,0
core_rf_5x5_20260825_171156,ohe,3,5,35,0.007106,0
core_rf_5x5_20260825_171156,ohe,4,1,35,0.007178,0
core_rf_5x5_20260825_171156,ohe,4,2,35,0.007333,0
core_rf_5x5_20260825_171156,ohe,4,3,35,0.007244,0
core_rf_5x5_20260825_171156,ohe,4,4,35,0.007444,0
core_rf_5x5_20260825_171156,ohe,4,5,35,0.00681,0
core_rf_5x5_20260825_171156,ohe,5,1,35,0.006615,0
core_rf_5x5_20260825_171156,ohe,5,2,35,0.00738,0
core_rf_5x5_20260825_171156,ohe,5,3,35,0.008725,0
core_rf_5x5_20260825_171156,ohe,5,4,35,0.007571,0
core_rf_5x5_20260825_171156,ohe,5,5,35,0.00746,0
