run_id,descriptor,repeat,fold,feature_dim,feature_elapsed_s,invalid_smiles
core_rf_5x5_20260825_170935,ohe,1,1,44,0.005063,0
core_rf_5x5_20260825_170935,ohe,1,2,44,0.005552,0
core_rf_5x5_20260825_170935,ohe,1,3,44,0.005183,0
core_rf_5x5_20260825_170935,ohe,1,4,44,0.00623,0
core_rf_5x5_20260825_170935,ohe,1,5,44,0.005494,0
core_rf_5x5_20260825_170935,ohe,2,1,44,0.007137,0
core_rf_5x5_20260825_170935,ohe,2,2,44,0.005583,0
core_rf_5x5_20260825_170935,ohe,2,3,44,0.004508,0
core_rf_5x5_20260825_170935,ohe,2,4,44,0.006203,0
core_rf_5x5_20260825_170935,ohe,2,5,44,0.005756,0
core_rf_5x5_20260825_170935,ohe,3,1,44,0.005418,0
core_rf_5x5_20260825_170935,ohe,3,2,44,0.006258,0
core_rf_5x5_20260825_170935,ohe,3,3,44,0.006359,0
core_rf_5x5_20260825_170935,ohe,3,4,44,0.005765,0
core_rf_5x5_20260825_170935,ohe,3,5,44,0.004672,0
core_rf_5x5_20260825_170935,ohe,4,1,44,0.004713,0
core_rf_5x5_20260825_170935,ohe,4,2,44,0.004629,0
core_rf_5x5_20260825_170935,ohe,4,3,44,0.005482,0
core_rf_5x5_20260825_170935,ohe,4,4,44,0.005635,0
core_rf_5x5_20260825_170935,ohe,4,5,44,0.004837,0
core_rf_5x5_20260825_170935,ohe,5,1,44,0.004904,0
core_rf_5x5_20260825_170935,ohe,5,2,44,0.005129,0
core_rf_5x5_20260825_170935,ohe,5,3,44,0.005321,0
core_rf_5x5_20260825_170935,ohe,5,4,44,0.00635,0
core_rf_5x5_20260825_170935,ohe,5,5,44,0.004831,0
