repeat,fold,train_elapsed_s,mae,rmse,r2,kendall_tau
1,1,1.389676,19.793731943712086,40.15025918760108,0.6588121759436775,0.5656562527093244
1,2,1.400863,18.360084737039696,37.10181231003312,0.8167604251207159,0.495277197603765
1,3,1.304615,16.847294764835585,32.120712460241265,0.7256338639978746,0.49505809793828964
1,4,1.316633,17.92450331550315,31.689320625969778,0.8170574114110508,0.4833578375127326
1,5,1.339692,16.839999030554747,34.10766024619251,0.8139319964623548,0.5259328166019835
2,1,1.348598,21.2885489153241,47.06225906621049,0.7564733686396738,0.5421570701568382
2,2,1.312571,17.63271009678721,33.100508748126906,0.8449907285178371,0.4756912612167831
2,3,1.361673,16.04305183391158,30.444851312938724,0.7949598688450108,0.5469635469702381
2,4,1.320004,16.68985508268761,30.70752947968083,0.683142962168839,0.5025804432006077
2,5,1.357109,17.875063935668738,34.83555213338779,0.6925511864696363,0.4975281956229639
3,1,1.375063,14.516662167089192,25.99543917446998,0.8143285128196037,0.4738927124741168
3,2,1.404382,22.40185647059274,43.127778486943846,0.6837797442161122,0.4542866590139942
3,3,1.388497,19.042402247797185,36.86600548015414,0.729130786629048,0.5611762659442374
3,4,1.383537,20.02669252214603,41.482994322357676,0.7929301664008952,0.571460414223079
3,5,1.445163,14.724754724819523,27.806732966439252,0.8387472413927701,0.46513522710534777
4,1,1.376862,18.07621740184191,35.093332042994305,0.7411722059963948,0.5013300756742428
4,2,1.471399,20.13933875801224,40.8625721918527,0.7545761923694924,0.45771727940060325
4,3,1.395836,16.503675794703593,28.749088402435458,0.8020365218495146,0.46174213985076773
4,4,1.414791,20.14899992643603,42.274600093626184,0.7394911526723298,0.5490802751955388
4,5,1.394579,18.201798590286575,35.18618782495938,0.75948321901316,0.5526204428243144
5,1,1.358187,16.547788799437527,29.530839881847726,0.8438151364056743,0.5274864230651994
5,2,1.373788,17.233281271163143,33.231814138060514,0.7788137611462326,0.5139026515491053
5,3,1.361938,18.462134995978555,33.98786546480709,0.735059590475257,0.4767020136904281
5,4,1.352166,17.457696020011113,36.833358053591574,0.7779463574249104,0.5391182652337987
5,5,1.350453,18.30638799852855,35.7258178181601,0.809247379156836,0.5020287496175144
