Test_MAE,Test_MSE,Test_R2,Train_MAE,Train_MSE,Train_R2,Train_sizes,Unnamed: 0,aavre%,best_score,opt_alpha,opt_gamma
0.6712818013354569,0.824513267420379,0.8760291879491531,0.27779926944229505,0.9786875018622091,0.1389689990360766,500.0,,,,,
0.5778610908766121,0.6132585735714631,0.9077302418915142,0.3067744248668117,0.9736582697607977,0.17443649005284287,1000.0,,,,,
0.527919265920508,0.525902726693747,0.9208192185677955,0.31866992349634876,0.971250698083083,0.19010916216128632,1500.0,,,,,
0.5048107813061314,0.47568866333415266,0.9284497411687698,0.323278787903264,0.9703506391608897,0.19715331043193368,2000.0,,,,,
0.48613774326965215,0.4489575971380674,0.9323660324213314,0.3007092623968455,0.9730698279153229,0.18021665869238124,2500.0,,,,,
0.46326839665607916,0.4129104644532207,0.9378190510742547,0.2656079955759565,0.9778864214828676,0.14799610393636592,3000.0,,,,,
