Train_sizes,Train_MAE,Train_R2,Train_MSE,Test_MAE,Test_R2,Test_MSE
500.0,0.009008155365564433,0.008998760047987388,0.0027819429277952386,0.02648811505332868,0.019171824857051326,0.08060234398587687
1000.0,0.007434078260918394,0.00828789297246836,0.002840668157904345,0.014561175762609404,0.008339476226530952,0.033029891853271896
1500.0,0.00878929267521253,0.011057799297994168,0.0027880587251518777,0.013674196755411303,0.008184445054533331,0.030804371879891764
2000.0,0.005167831398571328,0.007757681925342373,0.0018548810628493547,0.014514996555820428,0.00792897699104138,0.03462587112657007
2500.0,0.05695372843597519,0.05381947939568795,0.012061970467729022,0.010128864802199803,0.008208745216935723,0.028665961073651037
3000.0,0.009595241913565922,0.007316975088964287,0.0017297767808549893,0.013637048742264768,0.00876134902012263,0.03414525285286764
