Test_MAE,Test_MSE,Test_R2,Train_MAE,Train_MSE,Train_R2,Train_sizes,Unnamed: 0,aavre%,best_score,opt_alpha,opt_gamma
0.5337274713650615,0.5309183687236358,0.8756717629536472,0.2647227339348584,0.968372939802434,0.1358350579184676,500.0,,,,,
0.45900692832868006,0.392414468332328,0.9081806389450868,0.24929052290307255,0.9720749970579575,0.12010396653384348,1000.0,,,,,
0.4212534481939665,0.33783518866423373,0.9209159139283489,0.25914763593974965,0.969430585313266,0.13132464638545444,1500.0,,,,,
0.3991574961516409,0.30477341872426733,0.928738090583694,0.2629520014526864,0.9685734051936933,0.13618524770668639,2000.0,,,,,
0.3822614458764492,0.28369938117441645,0.9335780254312246,0.26562428633750834,0.9676420427148523,0.14091708416319226,2500.0,,,,,
0.36944866547240246,0.2643004508566814,0.938113510465383,0.2577437270429394,0.9688382302273244,0.13559829059438416,3000.0,,,,,
