Test_MAE,Test_MSE,Test_R2,Train_MAE,Train_MSE,Train_R2,Train_sizes,Unnamed: 0,aavre%,best_score,opt_alpha,opt_gamma
0.6199897639505941,0.6856988181113491,0.842911982820783,0.3095985400339599,0.9600310989996632,0.1721608724598368,500.0,,,,,
0.5442946328916968,0.5413591188672849,0.8759695459003398,0.3289782497877657,0.954009103813464,0.2020418217032136,1000.0,,,,,
0.5096471986517785,0.489544112363121,0.8877725964798444,0.2936775491682352,0.9598616982530486,0.1755927874681332,1500.0,,,,,
0.48054579337033065,0.4448156555434631,0.8981591300911254,0.2677835996339226,0.9656624598597858,0.15215109273977845,2000.0,,,,,
0.45682736643022304,0.41352742654037317,0.9053269807093967,0.19870783059288524,0.98002623033719,0.0885152197254738,2500.0,,,,,
0.4354489207301805,0.3777004509024239,0.9135934597574872,0.2090301776195182,0.978118072930938,0.0971465132080054,3000.0,,,,,
