,CAS,#C,#H,#N,#O,#S,Molar mass (g/mol),Measured C0 (μg/m3),Estimated C0 (μg/m3),Measured Tm (K),Estimated Tm (K),Estimated Tg (K)
0,000050-00-0,1,2,0,1,0,"30,026",6273582438,5634277589,"181,15",,"126,805"
1,000050-21-5,3,6,0,3,0,"90,079","393753,6687","138516,0507","289,95",,"202,965"
2,000050-32-8,20,12,0,0,0,"252,32","0,074449956","0,013316914","449,65",,"314,755"
3,000050-36-2,17,21,1,4,0,"303,36","3,114350973","210,340982","371,15",,"259,805"
4,000050-78-2,9,8,0,4,0,"180,16","244,0982153","635,4302748","408,15",,"285,705"
5,000051-28-5,6,4,2,5,0,"184,11","3861,659597","127,7318174","388,65",,"272,055"
6,000051-79-6,3,7,1,2,0,"89,095","1255303,055","1987603,083","322,15",,"225,505"
7,000053-70-3,22,44,0,0,0,"278,36","0,015828715","0,000230387","542,65",,"379,855"
8,000054-11-5,10,14,2,0,0,"162,24","331276,1493","278969,3889","194,15",,"135,905"
9,000055-18-5,4,10,2,1,0,"102,14","4720523,688","8398140,979",,,
10,000055-63-0,3,5,3,9,0,"227,09","4886,269389","332266,3185","286,65",,"200,655"
11,000056-49-5,21,16,0,0,0,"268,36","0,62014723","0,337475469","453,15",,"317,205"
12,000056-55-3,18,12,0,0,0,"228,3","2,576592273","3,337300467","357,15",,"250,005"
13,000056-81-5,3,8,0,3,0,"92,095","831,742067","395,0774818","291,35",,"203,945"
14,000056-86-0,5,9,1,4,0,"147,13","0,134480035","8,701649342","497,15",,"348,005"
15,000056-87-1,6,14,2,2,0,"146,19","0,041515208","0,036141173","497,65",,"348,355"
16,000057-06-7,4,5,1,0,1,"99,155","19701244,45","19445522,51","193,15",,
17,000057-10-3,16,32,0,2,0,"256,43","5,234981125","760,4498898","334,95",,"234,465"
18,000057-11-4,18,36,0,2,0,"284,49","11,03588696","127,0021058","341,95",,"239,365"
19,000057-13-6,1,4,2,1,0,"60,056","38,74574846","671592,9733","405,85",,"284,095"
20,000057-14-7,2,8,2,0,0,"60,099","526296416,6","542440478,5","215,15",,"150,605"
21,000057-55-6,3,8,0,2,0,"76,096","527587,9415","453971,0195","213,15",,"149,205"
22,000058-86-6,5,10,0,5,0,"150,13","0,00159019","6,054023197","363,65",,"254,555"
23,000059-52-9,3,8,0,1,2,"124,22","33364,39451","98091,31985",,,
24,000060-00-4,10,16,2,8,0,"292,25","2,35703E-05","5,92401E-05","518,15",,"362,705"
25,000060-09-3,12,11,3,0,0,"197,24","14,8417742","55,76266593","400,15",,"280,105"
26,000060-11-7,14,15,3,0,0,"225,3","0,847563248","450,4193259","390,15",,"273,105"
27,000060-12-8,8,10,0,1,0,"122,17","569863,8582","159535,6193","246,15",,"172,305"
28,000060-24-2,2,6,0,1,1,"78,134","7370732,882","3614009,688",,,
29,000060-29-7,4,10,0,1,0,"74,124",2142424636,2146406838,"156,85",,"109,795"
30,000060-33-3,18,32,0,2,0,"280,45","13,07884265","864,8912073","264,65",,"185,255"
31,000060-34-4,1,6,2,0,0,"46,072","123771140,9","157684433,5","220,75",,"154,525"
32,000060-35-5,2,5,1,1,0,"59,068","126999,9533","102552,4623","354,15",,"247,905"
33,000061-82-5,2,4,4,0,0,"84,081","1,988948421","3322,447931","432,15",,"302,505"
34,000062-44-2,10,13,1,2,0,"179,22","6,665775514","26297,06236","410,65",,"287,455"
35,000062-50-0,3,8,0,3,1,"124,16","1374613,054","1221136,839",,,
36,000062-53-3,6,7,1,0,0,"93,129","2452282,996","3958685,408","267,15",,"187,005"
37,000062-56-6,1,4,2,0,1,"76,12","11451,52121","239254,9967","455,15",,
38,000062-75-9,2,6,2,1,0,"74,083","10751945,2","17123468,28",,,
39,000063-25-2,12,11,1,1,0,"201,23","13,53948655","530,6284065","418,15",,"292,705"
40,000063-75-2,8,13,1,2,0,"155,2","659780,9014","1918452,684","430,65",,"301,455"
41,000064-17-5,2,6,0,1,0,"46,07","146693556,2","150753249,6","159,05",,"111,335"
42,000064-18-6,1,2,0,2,0,"46,026","105428257,8","88867679,18","281,45",,"197,015"
43,000064-19-7,2,4,0,2,0,"60,053","50789218,61","55535572,79","289,75",,"202,825"
44,000064-67-5,4,10,0,4,1,"154,19","1756904,439","1997235,706","249,15",,"174,405"
45,000065-85-0,7,6,0,2,0,"122,12","4595,676276","19564,45043","395,55",,"276,885"
46,000066-22-8,4,4,2,2,0,"112,09","281,4663372","0,086187765","611,15",,"427,805"
47,000066-25-1,6,12,0,1,0,"100,16","60594045,51","51499557,33","217,15",,"152,005"
48,000067-52-7,4,4,2,3,0,"128,09","0,103321996","0,003857355","521,15",,"364,805"
49,000067-56-1,1,4,0,1,0,"32,042","218698224,6","204921958,5","175,55",,"122,885"
50,000067-62-9,1,5,1,1,0,"47,057","736184826,7",756241671,,,
51,000067-63-0,3,8,0,1,0,"60,097","146652657,9","160149093,6","183,65",,"128,555"
52,000067-64-1,3,6,0,1,0,"58,081","722554395,3","777175137,9","178,35",,"124,845"
53,000067-68-5,2,6,0,1,1,"78,134","2560448,211","2610817,684","291,65",,"204,155"
54,000068-11-1,2,4,0,2,1,"92,117","429733,4013","2054600,939","256,65",,"179,655"
55,000068-12-2,3,7,1,1,0,"73,095","15202863,05","13710075,47","212,75",,"148,925"
56,000069-72-7,7,6,0,3,0,"138,12","608,9540133","236,8979637","431,15",,"301,805"
57,000071-23-8,3,8,0,1,0,"60,097","67772771,68","74908447,03","147,05",,"102,935"
58,000071-36-3,4,10,0,1,0,"74,124","26680752,9","30981530,98","183,35",,"128,345"
59,000071-41-0,5,12,0,1,0,"88,151","10418301,25","12549317,42","194,25",,"135,975"
60,000071-43-2,6,6,0,0,0,"78,115","397918836,7","366018170,5","278,65",,"195,055"
61,000072-48-0,14,8,0,4,0,"240,22","0,011307301","0,00092344","562,65",,"393,855"
62,000073-24-5,5,5,5,0,0,"135,13","0,000324011","0,017798828","633,15",,"443,205"
63,000074-31-7,18,16,2,0,0,"260,34","0,088874137","8,031132639","417,15",,"292,005"
64,000074-82-8,1,4,0,0,0,"16,043","4,01053E+11","4,572E+11","90,75",,"63,525"
65,000074-84-0,2,6,0,0,0,"30,07",50886082979,32611004955,"90,35",,"63,245"
66,000074-85-1,2,4,0,0,0,"28,054",78548394839,47312863954,"104,15",,"72,905"
67,000074-86-2,2,2,0,0,0,"26,038",51069049014,25324651703,"192,45",,"134,715"
68,000074-89-5,1,5,1,0,0,"31,058",4420782272,3836905368,"179,75",,"125,825"
69,000074-90-8,1,1,1,0,0,"27,026",1077955154,1079553417,"259,75",,"181,825"
70,000074-93-1,1,4,0,0,1,"48,107",3897822295,3900405345,"150,15",,
71,000074-98-6,3,8,0,0,0,"44,097",16934475127,14538265839,"85,55",,"59,885"
72,000074-99-7,3,4,0,0,0,"40,065",9268844049,7899827603,"170,45",,"119,315"
73,000075-04-7,2,7,1,0,0,"45,085",2537846524,"370506219,7","191,95",,"134,365"
74,000075-05-8,2,3,1,0,0,"41,053","195924334,7","441271024,1","229,35",,"160,545"
75,000075-07-0,2,4,0,1,0,"44,054",2135751757,2154694123,"150,15",,"105,105"
76,000075-08-1,2,6,0,0,1,"62,134",1765977401,1734948514,"125,35",,
77,000075-12-7,1,3,1,1,0,"45,041","147718,166","317230,8155","275,7",,"192,99"
78,000075-18-3,2,6,0,0,1,"62,134",1676060358,1598154497,"174,85",,
79,000075-19-4,3,6,0,0,0,"42,081",12236553127,10894012942,"145,75",,"102,025"
80,000075-21-8,2,4,0,1,0,"44,054",3111283601,2959744674,"161,45",,"113,015"
81,000075-28-5,4,10,0,0,0,"58,124",8149414799,8083869908,"134,85",,"94,395"
82,000075-31-0,3,9,1,0,0,"59,112",1840229323,1879599309,"178,05",,"124,635"
83,000075-33-2,3,8,0,0,1,"76,161",1132269160,1083804686,"142,65",,
84,000075-50-3,3,9,1,0,0,"59,112",5102223123,5333998038,"156,07",,"109,249"
85,000075-52-5,1,3,1,2,0,"61,041","117649312,7",117189745,"244,65",,"171,255"
86,000075-55-8,3,7,1,0,0,"57,096","429432045,4","457038391,2","208,15",,"145,705"
87,000075-56-9,3,6,0,1,0,"58,081",1679197687,1660470576,"161,25",,"112,875"
88,000075-64-9,4,11,1,0,0,"73,139",1461360479,1398506265,"200,5",,"140,35"
89,000075-65-0,4,10,0,1,0,"74,124","162075618,4","186765270,3","298,55",,"208,985"
90,000075-75-2,1,4,0,3,1,"96,105","2211,090712","137934,8645","293,15",,"205,205"
91,000075-83-2,6,14,0,0,0,"86,178",1477570194,1434668964,"174,15",,"121,905"
92,000075-84-3,5,12,0,1,0,"88,151","75769463,66","24198872,46","325,65",,"227,955"
93,000075-85-4,5,12,0,1,0,"88,151","79084377,69","83819969,17","264,05",,"184,835"
94,000075-86-5,4,7,1,1,0,"85,106","1559785,443","1870827,702","254,15",,"177,905"
95,000075-91-2,4,10,0,2,0,"90,123","26468189,42",184526627,"265,15",,"185,605"
96,000075-97-8,6,12,0,1,0,"100,16","169512649,5","180813492,8","220,65",,"154,455"
97,000075-98-9,5,10,0,2,0,"102,13","2744490,516","8453030,789","308,15",,"215,705"
98,000076-22-2,10,16,0,1,0,"152,24","5316777,706","87522,34069","453,15",,"317,205"
99,000076-49-3,12,20,0,2,0,"196,29","2404819,454","1128577,551","302,15",,"211,505"
100,000077-73-6,10,12,0,0,0,"132,21","16295170,28","11720588,91","272,15",,"190,505"
101,000077-74-7,6,14,0,1,0,"102,18","30518734,54","33757233,35","249,55",,"174,685"
102,000077-75-8,6,10,0,1,0,"98,146","27687066,09","29480133,23","303,65",,"212,555"
103,000077-76-9,5,12,0,2,0,"104,15",569958570,"479629315,1","226,15",,"158,305"
104,000077-78-1,2,6,0,4,1,"126,13","4590402,549","4231035,732","246,15",,"172,305"
105,000077-92-9,6,8,0,7,0,"192,13","0,171514513","0,058273606","426,15",,"298,305"
106,000077-93-0,12,20,0,7,0,"276,29","10203,69286","2940,802308",,,
107,000077-99-6,6,14,0,3,0,"134,18","323,7745419","304,3048033","331,15",,"231,805"
108,000078-11-5,5,8,4,12,0,"316,14","0,092677678","71,59138045","413,65",,"289,555"
109,000078-28-4,7,15,1,2,0,"145,2","5462074,262","2957323,065","329,15",,"230,405"
110,000078-59-1,9,14,0,1,0,"138,21","3252705,583","1849140,845","265,05",,"185,535"
111,000078-67-1,8,12,4,0,0,"164,21","59130,31724","12355,58868","374,65",,"262,255"
112,000078-70-6,10,18,0,1,0,"154,25","1325965,614","689502,1193",,,
113,000078-78-4,5,12,0,0,0,"72,151",2669582069,2665707494,"113,25",,"79,275"
114,000078-79-5,5,8,0,0,0,"68,12",2012626378,2016285699,"127,25",,"89,075"
115,000078-81-9,4,11,1,0,0,"73,139","542117597,2",549974374,"188,15",,"131,705"
116,000078-82-0,4,7,1,0,0,"69,107","121419489,2",117706355,"201,65",,"141,155"
117,000078-83-1,4,10,0,1,0,"74,124","41614010,12","53361505,8","165,15",,"115,605"
118,000078-84-2,4,8,0,1,0,"72,108","670301448,4","635430274,8","207,25",,"145,075"
119,000078-85-3,4,6,0,1,0,"70,092","583876903,9","527372687,4","192,15",,"134,505"
120,000078-90-0,3,10,2,0,0,"74,127","42235233,62","63715230,8",,,
121,000078-92-2,4,10,0,1,0,"74,124","72993761,29","82033359,66",,,
122,000078-93-3,4,8,0,1,0,"72,108","351036481,1","381645622,3","186,55",,"130,585"
123,000078-96-6,3,9,1,1,0,"75,111","1896927,268","3099659,877","298,15",,"208,705"
124,000078-97-7,3,5,1,1,0,"71,079","454288,5194","775614,5452","233,15",,"163,205"
125,000079-05-0,3,7,1,1,0,"73,095","148493,081","197597,9358","354,45",,"248,115"
126,000079-06-1,3,5,1,1,0,"71,079","26745,32915","489057,4472","357,65",,"250,355"
127,000079-09-4,3,6,0,2,0,"74,08","14057172,8","24052499,63","252,45",,"176,715"
128,000079-10-7,3,4,0,2,0,"72,064","15382062,14","23324940,57","286,65",,"200,655"
129,000079-14-1,2,4,0,3,0,"76,052","81796,58008","69527,09307","352,65",,"246,855"
130,000079-16-3,3,7,1,1,0,"73,095","1728490,89","950669,9893","301,15",,"210,805"
131,000079-20-9,3,6,0,2,0,"74,08","860952056,2","209862041,5","175,15",,"122,605"
132,000079-21-0,2,4,0,3,0,"76,052","59138927,4","99382844,8","272,95",,"191,065"
133,000079-24-3,2,5,1,2,0,"75,068","84106526,27","82334715,48","183,65",,"128,555"
134,000079-29-8,6,14,0,0,0,"86,178",1087571634,1050547919,"144,35",,"101,045"
135,000079-31-2,4,8,0,2,0,"88,107","8571420,576","15485384,14","227,15",,"159,005"
136,000079-39-0,4,7,1,1,0,"85,106","388345,408","132650,3749","383,15",,"268,205"
137,000079-41-4,4,6,0,2,0,"86,091","4581684,756","10088962,39","289,15",,"202,405"
138,000079-46-9,3,7,1,2,0,"89,095","82425660,36","74235777,78","181,85",,"127,295"
139,000079-92-5,10,16,0,0,0,"136,24","18333196,65","13027181,65","324,35",,"227,045"
140,000080-15-9,9,12,0,2,0,"152,19","26747,48169","568486,2316","264,15",,"184,905"
141,000080-46-6,11,16,0,1,0,"164,25","17650,84097","10237,48776","368,15",,"257,705"
142,000080-56-8,10,16,0,0,0,"136,24","34763546,54","29420938,33","209,15",,"146,405"
143,000080-59-1,5,8,0,2,0,"100,12","717872,6173","2410846,571","337,65",,"236,355"
144,000080-62-6,5,8,0,2,0,"100,12","207182127,2","197495690,1","225,15",,"157,605"
145,000081-64-1,14,8,0,4,0,"240,22","0,313969715","0,009195658","473,15",,"331,205"
146,000081-81-2,19,16,0,4,0,"308,34","1,92265014","0,000185635","434,15",,"303,905"
147,000082-34-8,14,7,1,4,0,"253,22","0,054459302","0,230090551","504,65",,"353,255"
148,000082-38-2,15,11,1,2,0,"237,26","0,089276662","3,902665514","444,15",,"310,905"
149,000082-39-3,15,10,0,3,0,"238,25","3,534903785","14,21646087",,,
150,000082-45-1,14,9,1,2,0,"223,23","0,060002097","0,229208009","526,65",,"368,655"
151,000082-66-6,23,16,0,3,0,"340,38","0,00188455","0,037325071","419,65",,"293,755"
152,000083-32-9,12,10,0,0,0,"154,21","17817,66294","10690,59776","366,55",,"256,585"
153,000083-34-1,9,9,1,0,0,"131,18","39089,88605","16214,01946","370,65",,"259,455"
154,000083-41-0,8,9,1,2,0,"151,17","2917178,164","376226,5989","288,15",,"201,705"
155,000084-15-1,18,14,0,0,0,"230,31","3094,278523","2240,257651","329,35",,"230,545"
156,000084-61-7,20,26,0,4,0,"330,43","15,43210873","81,33378365","339,15",,"237,405"
157,000084-64-0,18,24,0,4,0,"304,39","78,0339374","875,2234069",,,
158,000084-65-1,14,8,0,2,0,"208,22","1,298413082","0,428700181","559,15",,"391,405"
159,000084-66-2,12,14,0,4,0,"222,24","25087,87213","30344,37867","232,65",,"162,855"
160,000084-74-2,16,22,0,4,0,"278,35","300,6992962","3410,91739","238,15",,"166,705"
161,000084-75-3,20,30,0,4,0,"334,46","251,6321108","354,0823274","215,15",,"150,605"
162,000085-01-8,14,10,0,0,0,"178,24","1159,036014","413,8045936","372,35",,"260,645"
163,000085-02-9,13,9,1,0,0,"179,22","539,4269202","1310,036806","367,15",,"257,005"
164,000085-44-9,8,4,0,3,0,"148,12","4117,596791","1768,097655","403,95",,"282,765"
165,000085-68-7,19,20,0,4,0,"312,37","138,5160507","738,7522707",,,
166,000086-28-2,14,13,1,0,0,"195,27","2311,748938","2329,588126",,,
167,000086-55-5,11,8,0,2,0,"172,19","81,81315466","726,5904107","434,15",,"303,905"
168,000086-57-7,10,7,1,2,0,"173,17","4468,676323","6786,802165","334,15",,"233,905"
169,000086-73-7,13,10,0,0,0,"166,22","5359,828537","2947,905695","387,95",,"271,565"
170,000086-74-8,12,9,1,0,0,"167,21","6,740145826","3,648665607","519,35",,"363,545"
171,000087-41-2,8,6,0,2,0,"134,14","14422,02859","8004,22587","348,15",,"243,705"
172,000087-59-2,8,11,1,0,0,"121,18","488357,8712","787884,0323",,,
173,000087-62-7,8,11,1,0,0,"121,18","846486,9768","1100433,07","284,35",,"199,045"
174,000087-66-1,6,6,0,3,0,"126,11","3247,862365","79,33191997","406,15",,"284,305"
175,000087-85-4,12,18,0,0,0,"162,28","7497,302327","4045,056139","439,65",,"307,755"
176,000088-09-5,6,12,0,2,0,"116,16","1173565,67","3033792,105","241,35",,"168,945"
177,000088-18-6,10,14,0,1,0,"150,22","726482,7836","428624,8424","266,35",,"186,445"
178,000088-69-7,9,12,0,1,0,"136,2","723740,4457","659409,588","288,65",,"202,055"
179,000088-72-2,7,7,1,2,0,"137,14","1387201,117","869949,68","263,15",,"184,205"
180,000088-74-4,6,6,2,2,0,"138,13","20570,76362","12401,86832","344,15",,"240,905"
181,000088-75-5,6,5,1,3,0,"139,11","845249,2654","356799,9111","317,95",,"222,565"
182,000088-89-1,6,3,3,7,0,"229,11","9,242475414","4,68285421","395,65",,"276,955"
183,000088-99-3,8,6,0,4,0,"166,13","5,684991468","6,85164748","503,15",,"352,205"
184,000089-78-1,10,20,0,1,0,"156,27","926966,2014","64388,97632","308,15",,"215,705"
185,000089-82-7,10,16,0,1,0,"152,24","1006097,935","1325104,597",,,
186,000089-83-8,10,14,0,1,0,"150,22","17758,46804","134802,9165","324,65",,"227,255"
187,000089-87-2,8,9,1,2,0,"151,17","465448,3712","260027,023","282,15",,"197,505"
188,000090-00-6,8,10,0,1,0,"122,17","1004483,529","971657,2697","291,15",,"203,805"
189,000090-02-8,7,6,0,2,0,"122,12","3893194,331","1457485,905","266,15",,"186,305"
190,000090-04-0,7,9,1,1,0,"123,16","529525,229","708239,9937","279,35",,"195,545"
191,000090-05-1,7,8,0,2,0,"124,14","687306,5269","754035,3159","305,15",,"213,605"
192,000090-12-0,11,10,0,0,0,"142,2","511982,0151","281208,0322","242,75",,"169,925"
193,000090-15-3,10,8,0,1,0,"144,17","2123,267016","2123,267016","368,15",,"257,705"
194,000090-43-7,12,10,0,1,0,"170,21","18296,60344","6458,701014","332,15",,"232,505"
195,000091-01-0,13,12,0,1,0,"184,24","270,3161718","585,1899543","342,15",,"239,505"
196,000091-08-7,9,6,2,2,0,"174,16","195698,3179","853019,9405","291,45",,"204,015"
197,000091-16-7,8,10,0,2,0,"138,17","3490346,174","1982813,678","295,65",,"206,955"
198,000091-17-8,10,18,0,0,0,"138,25","17080417,45","6995544,885","230,15",,"161,105"
199,000091-20-3,10,8,0,0,0,"128,18","585491,3101","278280,5756","353,35",,"247,345"
200,000091-22-5,9,7,1,0,0,"129,16","416516,796","374170,9217","258,37",,"180,859"
201,000091-23-6,7,7,1,3,0,"153,14","29640,49757","51706,20132","283,65",,"198,555"
202,000091-52-1,9,10,0,4,0,"182,18","34445,72377","1400,55118","382,15",,"267,505"
203,000091-57-6,11,10,0,0,0,"142,2","420283,7437","263632,5302","307,55",,"215,285"
204,000091-59-8,10,9,1,0,0,"143,19","1970,006055","2039,26408","386,15",,"270,305"
205,000091-62-3,10,9,1,0,0,"143,19","49327,10474","103117,5044","251,15",,"175,805"
206,000091-63-4,10,9,1,0,0,"143,19","72797,88","252407,0258","271,65",,"190,155"
207,000091-64-5,9,6,0,2,0,"146,15","7699,641236","5161,902339","344,15",,"240,905"
208,000091-66-7,10,15,1,0,0,"149,24","1092883,03","1266878,348","234,35",,"164,045"
209,000092-06-8,18,14,0,0,0,"230,31","216,5994966","202,9846711","360,15",,"252,105"
210,000092-24-0,18,12,0,0,0,"228,3","0,030551023","0,016809197","630,15",,"441,105"
211,000092-51-3,12,22,0,0,0,"166,31","964769,1367","722683,5478","277,15",,"194,005"
212,000092-52-4,12,10,0,0,0,"154,21","74005,45583","62071,76531","342,15",,"239,505"
213,000092-54-6,10,14,2,0,0,"162,24","47477,10288","135,1257978",,,
214,000092-94-4,18,14,0,0,0,"230,31","1,237711409","4,232973019","483,25",,"338,275"
215,000093-07-2,9,10,0,4,0,"182,18","2414,236824","228,2016957","454,15",,"317,905"
216,000093-08-3,12,10,0,1,0,"170,21","5585,95303","8288,361358","329,15",,"230,405"
217,000093-09-4,11,8,0,2,0,"172,19","61,40383165","45,16893254","458,65",,"321,055"
218,000093-15-2,11,14,0,2,0,"178,23","114945,7204","33238,47083","269,15",,"188,405"
219,000093-28-7,12,14,0,3,0,"206,24","35374,11496","52656,54843","303,65",,"212,555"
220,000093-53-8,9,10,0,1,0,"134,18","1946973,86","2184937,332",,,
221,000093-55-0,9,10,0,1,0,"134,18","1225872,43","1074441,13","291,75",,"204,225"
222,000093-58-3,8,8,0,2,0,"136,15","2781083,723","2773765,082","258,15",,"180,705"
223,000093-89-0,9,10,0,2,0,"150,18","2155232,258","1590190,093","239,15",,"167,405"
224,000093-97-0,14,10,0,3,0,"226,23","1431,450914","643,3623905","315,65",,"220,955"
225,000093-99-2,13,10,0,2,0,"198,22","18113,63741","3633,382562","344,15",,"240,905"
226,000094-02-0,11,12,0,3,0,"192,22","4215,537433","46081,61017",,,
227,000094-46-2,12,16,0,2,0,"192,26","1465932,478","156016,2138",,,
228,000094-96-2,8,18,0,2,0,"146,23","23570,33031","23570,33031","233,15",,"163,205"
229,000095-13-6,9,8,0,0,0,"116,16","6866607,644","5468316,633","271,35",,"189,945"
230,000095-47-6,8,10,0,0,0,"106,17","37704994,61","38845841,64","247,95",,"173,565"
231,000095-48-7,7,8,0,1,0,"108,14","1737746,818","1452965,567","302,95",,"212,065"
232,000095-53-4,7,9,1,0,0,"107,16","1497092,67","2044107,299","256,85",,"179,795"
233,000095-54-5,6,8,2,0,0,"108,14","11972,43627","307,447514","375,65",,"262,955"
234,000095-63-6,9,12,0,0,0,"120,2","13561011,96","10461352,08","229,35",,"160,545"
235,000095-64-7,8,11,1,0,0,"121,18","181669,1281","306037,5993","324,15",,"226,905"
236,000095-65-8,8,10,0,1,0,"122,17","233722,9649","120800,6335","333,95",,"233,765"
237,000095-68-1,8,11,1,0,0,"121,18","866672,4355","1159036,014","258,85",,"181,195"
238,000095-78-3,8,11,1,0,0,"121,18","976715,7425","1159036,014","288,65",,"202,055"
239,000095-80-7,7,10,2,0,0,"122,17","1116,09281","3735,628287",,,
240,000095-87-4,8,10,0,1,0,"122,17","1024179,284","208775,008","347,95",,"243,565"
241,000095-92-1,6,10,0,4,0,"146,14","3252705,583","5743303,82","232,55",,"162,785"
242,000095-93-2,10,14,0,0,0,"134,22","3809578,853","850899,687","352,45",,"246,715"
243,000096-05-9,7,10,0,2,0,"126,16","39123519,51","45225974,89",,,
244,000096-09-3,8,8,0,1,0,"120,15","1937287,423","3125490,376","237,55",,"166,285"
245,000096-14-0,6,14,0,0,0,"86,178","879313235,9","860801378,3","110,25",,"77,175"
246,000096-22-0,5,10,0,1,0,"86,135","174497397,7","184655779,5","234,15",,"163,905"
247,000096-33-3,4,6,0,2,0,"86,091","400596598,4","400318920,6","196,65",,"137,655"
248,000096-37-7,6,12,0,0,0,"84,163","621546381,6","601204863,6","130,65",,"91,455"
249,000096-41-3,5,10,0,1,0,"86,135","11523631,35","10690597,76","254,15",,"177,905"
250,000096-47-9,5,10,0,1,0,"86,135","450504566,5","481308297,6",,,
251,000096-48-0,4,6,0,2,0,"86,091","2082583,98","1365249,498","229,85",,"160,895"
252,000096-49-1,3,4,0,3,0,"88,064","46408,79649","103235,8942","312,65",,"218,855"
253,000096-54-8,5,7,1,0,0,"81,118","93480898,67","84998485,69",,,
254,000096-70-8,12,18,0,1,0,"178,28","172418,5807","20786,01778",,,
255,000096-76-4,14,22,0,1,0,"206,33","52878,26021","29598,52301","329,65",,"230,755"
256,000096-80-0,8,19,1,1,0,"145,25","624237,0585","1045597,073","234,15",,"163,905"
257,000097-53-0,10,12,0,2,0,"164,21","199631,0113","83664,98618","264,05",,"184,835"
258,000097-54-1,10,12,0,2,0,"164,21","105552,029","33624,85204","263,15",,"184,205"
259,000097-56-3,14,15,3,0,0,"225,3","9,081034796","115,1475212","375,15",,"262,605"
260,000097-62-1,6,12,0,2,0,"116,16","158556212,9","151065368,2","184,95",,"129,465"
261,000097-63-2,6,10,0,2,0,"114,15","126314368,8","109811908,8",,,
262,000097-64-3,5,10,0,3,0,"118,13","23812491,24","6857997,478",,,
263,000097-85-8,8,16,0,2,0,"144,22","33553818,17","33166360,68","192,45",,"134,715"
264,000097-86-9,8,14,0,2,0,"142,2","27738727,09","24300041,91",,,
265,000097-88-1,8,14,0,2,0,"142,2","16200027,94","19180221,76","198,15",,"138,705"
266,000097-95-0,6,14,0,1,0,"102,18","8398140,979","8782369,651",,,
267,000097-99-4,5,10,0,2,0,"102,13","4396673,807","1493002,841",,,
268,000098-00-0,5,6,0,2,0,"98,102","3211699,666","2156954,291","258,55",,"180,985"
269,000098-01-1,5,4,0,2,0,"96,086","11417080,55","11985351,52","235,05",,"164,535"
270,000098-06-6,10,14,0,0,0,"134,22","15895959,92","11753953,3","215,35",,"150,745"
271,000098-27-1,11,16,0,1,0,"164,25","248965,1118","191511,6245","300,65",,"210,455"
272,000098-52-2,10,20,0,1,0,"156,27","587643,8517","90665,0514",,,
273,000098-54-4,10,14,0,1,0,"150,22","307334,5056","36081,97825","371,15",,"259,805"
274,000098-55-5,10,18,0,1,0,"154,25","350552,1592","162430,7877","310,65",,"217,455"
275,000098-82-8,9,12,0,0,0,"120,2","29059311,35","23182872,83","177,15",,"124,005"
276,000098-83-9,9,10,0,0,0,"118,18","12064995,56","12382495,45","249,95",,"174,965"
277,000098-86-2,8,8,0,1,0,"120,15","2563677,023","2105185,666","293,15",,"205,205"
278,000098-95-3,6,5,1,2,0,"123,11","1621671,014","1390003,726","278,85",,"195,195"
279,000099-04-7,8,8,0,2,0,"136,15","1730,126821","12441,69034","381,85",,"267,295"
280,000099-08-1,7,7,1,2,0,"137,14","1514302,24","519020,8261","288,65",,"202,055"
281,000099-09-2,6,6,2,2,0,"138,13","709,9512643","1396,13847","387,15",,"271,005"
282,000099-35-4,6,3,3,6,0,"213,11","73,84003301","1106,110398","394,65",,"276,255"
283,000099-51-4,8,9,1,2,0,"151,17","29171,78164","183644,085","303,65",,"212,555"
284,000099-61-6,7,5,1,3,0,"151,12","58887,99487","36810,07544","331,65",,"232,155"
285,000099-62-7,12,18,0,0,0,"162,28","3426092,808","2676362,575","210,05",,"147,035"
286,000099-65-0,6,4,2,4,0,"168,11","8136,607177","6717,221258","363,15",,"254,205"
287,000099-71-8,10,14,0,1,0,"150,22","300118,11","67643,61919","334,65",,"234,255"
288,000099-82-1,10,20,0,0,0,"140,27","20263165,43","14389740,47","185,55",,"129,885"
289,000099-83-2,10,16,0,0,0,"136,24","10268053,85","13978605,03",,,
290,000099-85-4,10,16,0,0,0,"136,24","7955363,176","8416437,582","263,15",,"184,205"
291,000099-87-6,10,14,0,0,0,"134,22","10528080,87","8220556,299","204,25",,"142,975"
292,000099-88-7,9,13,1,0,0,"135,21","606322,5312","733747,6115",,,
293,000099-89-8,9,12,0,1,0,"136,2","331022,1494","110511,4848","335,45",,"234,815"
294,000099-94-5,8,8,0,2,0,"136,15","371,6113345","2034,582303","452,75",,"316,925"
295,000099-96-7,7,6,0,3,0,"138,12","1,425843543","52,20666724","487,65",,"341,355"
296,000099-97-8,9,13,1,0,0,"135,21","1291541,093","1503819,362",,,
297,000099-99-0,7,7,1,2,0,"137,14","115747,5422","202742,5102","324,75",,"227,325"
298,000100-01-6,6,6,2,2,0,"138,13","23,76405906","154,4663839","419,15",,"293,405"
299,000100-02-7,6,5,1,3,0,"139,11","732,3000273","2169,223778","386,95",,"270,865"
300,000100-06-1,9,10,0,2,0,"150,18","51983,87919","107358,0114","311,65",,"218,155"
301,000100-10-7,9,11,1,1,0,"149,19","29499,02178","128291,4782","347,65",,"243,355"
302,000100-18-5,12,18,0,0,0,"162,28","2144577,177","1874325,582","256,15",,"179,305"
