,Train_sizes,Train_MAE,Train_R2,Train_MSE,Test_MAE,Test_R2,Test_MSE,opt_alpha,opt_gamma,best_score,aavre%
0,4633,7.268586058352894,93.13062220956492,0.7645698847352594,7.498451457763291,0.7611939850594015,97.38247783575623,0.001,0.001,-7.514405285803804,6.771041584829902
1,9267,7.165206718448951,90.40265424861865,0.7779196686678054,7.384709243988109,0.7663513650872675,95.27935473653628,0.0001,0.001,-7.42227211901339,6.657138633637483
2,13900,7.201531398562428,91.68504135422307,0.774429371027591,7.354205583240753,0.7686685918279145,94.33441504660594,0.0001,0.001,-7.39349141289532,6.620731318220082
3,18534,7.046868963987657,87.41382177082691,0.7844872959393383,7.299496138004973,0.7710501185508067,93.36325452803607,0.01,0.01,-7.341000742116199,6.57998419550399
4,23167,7.003435428878637,86.66721737215717,0.7855556171935855,7.288815123707654,0.7722507594757371,92.87364630652702,0.01,0.01,-7.266057129458096,6.575668403735639
5,27801,7.0407395115440705,87.90281973299176,0.7830110474875361,7.277501452833921,0.7725999281012403,92.73125916463502,0.01,0.01,-7.269390674869539,6.568206731122002
