run_id,descriptor,repeat,fold,feature_dim,feature_elapsed_s,invalid_smiles
core_rf_5x5_20260825_170632,ohe,1,1,35,0.00842,0
core_rf_5x5_20260825_170632,ohe,1,2,35,0.007973,0
core_rf_5x5_20260825_170632,ohe,1,3,35,0.008599,0
core_rf_5x5_20260825_170632,ohe,1,4,35,0.010325,0
core_rf_5x5_20260825_170632,ohe,1,5,35,0.009683,0
core_rf_5x5_20260825_170632,ohe,2,1,35,0.008687,0
core_rf_5x5_20260825_170632,ohe,2,2,35,0.009458,0
core_rf_5x5_20260825_170632,ohe,2,3,35,0.010482,0
core_rf_5x5_20260825_170632,ohe,2,4,35,0.008721,0
core_rf_5x5_20260825_170632,ohe,2,5,35,0.010922,0
core_rf_5x5_20260825_170632,ohe,3,1,35,0.00782,0
core_rf_5x5_20260825_170632,ohe,3,2,35,0.00876,0
core_rf_5x5_20260825_170632,ohe,3,3,35,0.007431,0
core_rf_5x5_20260825_170632,ohe,3,4,35,0.008087,0
core_rf_5x5_20260825_170632,ohe,3,5,35,0.009402,0
core_rf_5x5_20260825_170632,ohe,4,1,35,0.007807,0
core_rf_5x5_20260825_170632,ohe,4,2,35,0.007751,0
core_rf_5x5_20260825_170632,ohe,4,3,35,0.009382,0
core_rf_5x5_20260825_170632,ohe,4,4,35,0.007532,0
core_rf_5x5_20260825_170632,ohe,4,5,35,0.009768,0
core_rf_5x5_20260825_170632,ohe,5,1,35,0.009721,0
core_rf_5x5_20260825_170632,ohe,5,2,35,0.008693,0
core_rf_5x5_20260825_170632,ohe,5,3,35,0.008625,0
core_rf_5x5_20260825_170632,ohe,5,4,35,0.007964,0
core_rf_5x5_20260825_170632,ohe,5,5,35,0.009608,0
