,fpsize,minPath,maxPath,nBitsPerHash,MAE_train,MSE_train,r2_train,MAE,MSE,r2,alpha_opt,gamma_opt,best_score
14,8192,1,7,7,0.07422455293229452,0.019477811986916678,0.9956102166045795,0.3051170283190979,0.2021322395256902,0.9536573281064118,0.009999999999999998,0.0010000000000000002,-0.32418647688724095
13,8192,1,7,6,0.08217480355200497,0.022191044244018094,0.9949987373852333,0.3054257271616056,0.2008465094252469,0.9539535438964732,0.009999999999999998,0.0010000000000000002,-0.3240711592276934
15,8192,1,7,8,0.06777433120832074,0.0173221117894442,0.9960960349781705,0.306017964504173,0.2027102592595385,0.9535240746450271,0.009999999999999998,0.0010000000000000002,-0.32488786750651955
9,4096,1,7,12,0.05820602248760946,0.01455163378208651,0.9967204270102463,0.3061139720479876,0.2003988290114324,0.954065157941719,0.009999999999999998,0.0010000000000000002,-0.32776292163173415
4,4096,1,7,7,0.07981992028441827,0.021036954787102248,0.9952588389789347,0.3067520554837278,0.20137261141792817,0.9538344781077062,0.009999999999999998,0.0010000000000000002,-0.32643427301773364
8,4096,1,7,11,0.06111166280299254,0.015265229999004587,0.9965595858962205,0.30676288399649,0.20019900433373644,0.9540970276534294,0.009999999999999998,0.0010000000000000002,-0.3269630568258653
12,8192,1,7,5,0.09253424884964492,0.026055241901994968,0.9941278859396154,0.3071386364211733,0.20164675397642035,0.9537751159775258,0.009999999999999998,0.0010000000000000002,-0.3251807807772949
16,8192,1,7,9,0.06278756722125917,0.015798872485915702,0.9964393315143921,0.30730226247641923,0.2052076094134753,0.9529518686575141,0.009999999999999998,0.0010000000000000002,-0.3264711793419451
5,4096,1,7,8,0.07369386385024568,0.01895366909575328,0.995728348592946,0.30782019465764016,0.20180133593049865,0.9537250455376179,0.009999999999999998,0.0010000000000000002,-0.3265718156195475
17,8192,1,7,10,0.05858091563343325,0.014562262041157311,0.9967180197856085,0.3079213374113115,0.20703067288888835,0.9525314791895865,0.009999999999999998,0.0010000000000000002,-0.3273277072560665
3,4096,1,7,6,0.08796101004701051,0.024023847313243328,0.9945856664729072,0.3083647440886096,0.2013795001229047,0.9538268751529234,0.009999999999999998,0.0010000000000000002,-0.327910055938993
7,4096,1,7,10,0.0648018123218952,0.01620624425775593,0.996347526736465,0.30839115570345665,0.2018387300811943,0.9537030206295238,0.009999999999999998,0.0010000000000000002,-0.3274515137675878
18,8192,1,7,11,0.05478862219996905,0.013494322637902702,0.996958691253273,0.30840446680615397,0.2086132860599675,0.952172421696855,0.009999999999999998,0.0010000000000000002,-0.32849573928178155
11,8192,1,7,4,0.10601752694165564,0.03167854287392667,0.9928606122680634,0.3084090043742663,0.2015795029275488,0.9537941176954323,0.009999999999999998,0.0010000000000000002,-0.32596716602809295
6,4096,1,7,9,0.06869005990628527,0.01731575683041297,0.9960974914323956,0.3084546740800164,0.20144640926177432,0.9538035543719936,0.009999999999999998,0.0010000000000000002,-0.32633131562808926
19,8192,1,7,12,0.051776756756176656,0.012704521559675112,0.9971366891258876,0.309101312765519,0.2102476237303787,0.9518071938785052,0.009999999999999998,0.0010000000000000002,-0.3305362251841574
2,4096,1,7,5,0.09843305026202939,0.028117721393048363,0.9936630472350265,0.31193797209701785,0.20507717574833392,0.9529811705274559,0.009999999999999998,0.0010000000000000002,-0.33057802946135
1,4096,1,7,4,0.11165411689621625,0.033977690752387414,0.9923424310816895,0.3134403885309602,0.20515465950722214,0.9529683119103588,0.009999999999999998,0.0010000000000000002,-0.3318513980258316
10,8192,1,7,3,0.11786634397768103,0.03795921063955407,0.9914408789857998,0.31354473547695033,0.2066435032793052,0.9526159629146255,0.0091,0.0010000000000000002,-0.32943260253318835
0,4096,1,7,3,0.13106407953846833,0.04336268809429903,0.990227459058288,0.31792308908107186,0.20800222249529993,0.9523084879667927,0.009999999999999998,0.0010000000000000002,-0.33474085184567104
