,fpsize,minPath,maxPath,nBitsPerHash,MAE_train,MSE_train,r2_train,MAE,MSE,r2,alpha_opt,gamma_opt,best_score
72,8192,1,8,4,0.09668254571489884,0.03084142837857871,0.9953952865390727,0.429659816975815,0.38100906359564424,0.9424510571781706,0.0091,0.0010000000000000002,-0.4565739261809994
73,8192,1,8,8,0.06344331005439627,0.01523869653288191,0.9977247595842165,0.4318716414961944,0.3892641553967341,0.9412192749618921,0.009999999999999998,0.0010000000000000002,-0.4619449492186277
45,4096,1,8,4,0.11321150927051653,0.037636266848605646,0.994380470630768,0.43225459975181935,0.3728440516063543,0.9437079352714697,0.009999999999999998,0.0010000000000000002,-0.4624836346344347
64,8192,1,6,8,0.13768565404891694,0.04979963659772512,0.9925642874562426,0.43261351001291615,0.3921306980514532,0.9407639746995565,0.009999999999999998,0.0010000000000000002,-0.4586662875798879
38,4096,1,6,16,0.09224687259944084,0.0279618008782968,0.9958249679976463,0.43313488063623373,0.398229783824974,0.9398959216503184,0.009999999999999998,0.0010000000000000002,-0.45960232661984846
65,8192,1,6,16,0.08285241597717094,0.024821644216022686,0.9962937833006826,0.43445752429421497,0.4053135218733971,0.9387943941529315,0.009999999999999998,0.0010000000000000002,-0.46154006730110586
46,4096,1,8,8,0.07612516005244666,0.02199120923587442,0.9967164902860965,0.4352939491289308,0.3868954264842067,0.9415520711483696,0.009999999999999998,0.0010000000000000002,-0.46516656114580873
37,4096,1,6,8,0.1458720458387452,0.05382416109458791,0.9919634063768579,0.43617350230558705,0.39589152864522525,0.9401920135026554,0.009999999999999998,0.0010000000000000002,-0.46407816120484996
75,8192,2,8,4,0.11333948496438132,0.04969833893948985,0.9925787999487483,0.442108892629271,0.40733425322539646,0.9383858856773099,0.009999999999999998,0.0010000000000000002,-0.4721166959747817
63,8192,1,6,4,0.09761899411693248,0.033046820968718624,0.9950678414708335,0.4425558585090947,0.4211169440297735,0.9363839787863615,0.0019000000000000002,0.0010000000000000002,-0.4667828023071576
36,4096,1,6,4,0.08716047445235693,0.02590578512271487,0.9961318040054767,0.4434450899892958,0.421173852325781,0.9363776621152591,0.0010000000000000002,0.0010000000000000002,-0.47029445603883724
76,8192,2,8,8,0.07059288866979811,0.027159917501885074,0.9959441290780535,0.44386761872174035,0.42079491596995366,0.9363636729884888,0.009999999999999998,0.0010000000000000002,-0.4763614629945261
67,8192,2,6,8,0.14643955402094272,0.06263430757836702,0.990647229346866,0.4445240581082996,0.4232154171385639,0.9359590662323788,0.009999999999999998,0.0010000000000000002,-0.4727300431777324
