,fpsize,minPath,maxPath,nBitsPerHash,MAE_train,MSE_train,r2_train,MAE,MSE,r2,alpha_opt,gamma_opt,best_score
57,8192,2,4,4,0.33722924558713097,0.30951328192694266,0.9302470335293858,0.5700769561021015,0.6441150031302986,0.8522804137477971,0.009999999999999998,0.009999999999999998,-0.5956477504177339
30,4096,2,4,4,0.33773412962535304,0.30977991373355557,0.9301869518553729,0.5703735794944361,0.6442020908364806,0.8522566103474869,0.009999999999999998,0.009999999999999998,-0.5955194117224385
28,4096,1,4,8,0.38739637620903417,0.3622092075025792,0.9183715604984297,0.5706929040762969,0.630898428500173,0.8552885881523844,0.0010000000000000002,0.0010000000000000002,-0.5919710555424388
1,2048,1,4,8,0.3893067371411471,0.3641787405949649,0.9179276201450037,0.5715170586740529,0.6320275064513454,0.8550300080990297,0.0010000000000000002,0.0010000000000000002,-0.5937656904349711
3,2048,2,4,4,0.3404551543337022,0.3118871818591969,0.929712040704483,0.5718545749470835,0.6461661684076222,0.8517957019549698,0.009999999999999998,0.009999999999999998,-0.5963870380894027
29,4096,1,4,16,0.4232330747857505,0.3999614451587457,0.9098637132601933,0.5725127429823219,0.6278839353190533,0.8559654284041607,0.009999999999999998,0.0010000000000000002,-0.588541625714449
58,8192,2,4,8,0.3911981712329307,0.36603651016587435,0.9175090301717658,0.5728479164883069,0.636428709426289,0.8539962286474474,0.0010000000000000002,0.0010000000000000002,-0.5941081919867053
56,8192,1,4,16,0.42132702891831925,0.3983728739998553,0.9102217934667449,0.5731224235025443,0.629368596648092,0.8556336278946037,0.009999999999999998,0.0010000000000000002,-0.5884466257219565
31,4096,2,4,8,0.3915455106605136,0.36624176358626037,0.9174627628445474,0.5740551800149312,0.6401473941286971,0.8531504462840311,0.0010000000000000002,0.0010000000000000002,-0.5952330394890952
2,2048,1,4,16,0.4298579785218024,0.4076471817630244,0.908131690490892,0.5741079033867275,0.6314435655807809,0.8551502767631514,0.009999999999999998,0.0010000000000000002,-0.5911428407176366
33,4096,3,4,4,0.34880549136452754,0.32161940593127236,0.9275195530383588,0.5742815754301375,0.6504197101548164,0.8509136080370873,0.009999999999999998,0.009999999999999998,-0.595742040280438
60,8192,3,4,4,0.3484961707456923,0.3214564058040006,0.9275562867743904,0.5743311571224454,0.650014933152977,0.851006258365181,0.009999999999999998,0.009999999999999998,-0.5955934608750122
