,fpsize,minPath,maxPath,nBitsPerHash,MAE_train,MSE_train,r2_train,MAE,MSE,r2,alpha_opt,gamma_opt,best_score
25,8192,1,7,8,0.06777433120832094,0.01732211178944414,0.99609603497817,0.3060179645041707,0.20271025925953454,0.9535240746450281,0.009999999999999998,0.0010000000000000002,-0.32488786750651844
1,4096,1,7,8,0.07369386385024289,0.018953669095753137,0.995728348592946,0.30782019465763155,0.20180133593049693,0.9537250455376183,0.009999999999999998,0.0010000000000000002,-0.32657181561954673
24,8192,1,7,4,0.10601752694165698,0.03167854287392766,0.9928606122680632,0.3084090043742704,0.20157950292755183,0.9537941176954314,0.009999999999999998,0.0010000000000000002,-0.3259671660280922
2,4096,1,7,16,0.051053032025811976,0.012897014168987631,0.9970933315863478,0.30899171415618376,0.20482505198894038,0.9530607836014842,0.009999999999999998,0.0010000000000000002,-0.3295923716636241
28,8192,2,7,8,0.07132291709002417,0.021340735518541494,0.9951905433535732,0.30974010451792705,0.20971979099306984,0.9519314201801576,0.009999999999999998,0.0010000000000000002,-0.32941553297190673
30,8192,1,8,4,0.07896956059298352,0.02006396040814495,0.9954783565129801,0.3105025546218144,0.20453950227435885,0.9531354874449274,0.009999999999999998,0.0010000000000000002,-0.3273500710241842
7,4096,1,8,8,0.05825252412639688,0.013255435264478848,0.9970127831667679,0.31337378579350733,0.20476324869120338,0.953091854633467,0.009999999999999998,0.0010000000000000002,-0.3300199439274314
0,4096,1,7,4,0.11165411689621733,0.03397769075238805,0.9923424310816893,0.3134403885309577,0.2051546595072229,0.9529683119103588,0.009999999999999998,0.0010000000000000002,-0.33185139802583336
31,8192,1,8,8,0.05010006468742347,0.0102804629075357,0.9976831803686081,0.3137029753385111,0.21168535053966178,0.9515105622698024,0.009999999999999998,0.0010000000000000002,-0.3315416469305639
4,4096,2,7,8,0.0773325545964296,0.02325394343624783,0.9947594136192421,0.313822044919233,0.21171637970610155,0.95146080017131,0.009999999999999998,0.0010000000000000002,-0.3325225528306741
27,8192,2,7,4,0.11048473787844823,0.03693930595640124,0.9916753267943401,0.3140260296960101,0.20958250332269,0.9519837400316353,0.009999999999999998,0.0010000000000000002,-0.33172072678524855
6,4096,1,8,4,0.08509540930915929,0.022151405476815815,0.9950079001745437,0.31418106032188386,0.20335144107965392,0.9534147135876567,0.009999999999999998,0.0010000000000000002,-0.33152639796384886
5,4096,2,7,16,0.05424723561624171,0.01625887706871867,0.9963357552891925,0.31512462785830564,0.21613882649742502,0.950467492698883,0.009999999999999998,0.0010000000000000002,-0.33635007334359346
33,8192,2,8,4,0.08328969986469163,0.02521236376060762,0.9943183773101507,0.3158483725642622,0.2120656662176772,0.9514383861594908,0.009999999999999998,0.0010000000000000002,-0.33339457444309434
34,8192,2,8,8,0.053470947969490826,0.014251260111314331,0.9967884590337563,0.31731357465734594,0.2192655402119732,0.9497886311552575,0.009999999999999998,0.0010000000000000002,-0.3367329060791192
26,8192,1,7,16,0.060106740329853615,0.014593513634184272,0.9967114208432608,0.3188910376306623,0.21722925194974713,0.9502117281716244,0.0055000000000000005,0.00055,-0.33472371028158426
10,4096,2,8,8,0.06175633630509616,0.01746239123134402,0.9960648759299469,0.3189925655974336,0.21446852602864114,0.950878279794338,0.009999999999999998,0.0010000000000000002,-0.3362781308950488
36,8192,1,9,4,0.06749584512661282,0.01648704103963684,0.9962846176558005,0.3195566132825097,0.2201676430014187,0.9495683050614447,0.009999999999999998,0.0010000000000000002,-0.33869142995213675
9,4096,2,8,4,0.08987009551788587,0.027520062506792585,0.9937982967580531,0.320743127891836,0.21295041152828337,0.9512397550965923,0.009999999999999998,0.0010000000000000002,-0.33892818582151324
3,4096,2,7,4,0.11642349875313307,0.039447773395121795,0.9911099725868923,0.3208359378424583,0.2157572992199565,0.9505563437206275,0.009999999999999998,0.0010000000000000002,-0.3388337386299692
12,4096,1,9,4,0.07590411530950386,0.01967725240947872,0.9955656181207158,0.3229870264725135,0.21377011758475467,0.9510470050401514,0.009999999999999998,0.0010000000000000002,-0.34165322571963896
13,4096,1,9,8,0.054928660602183835,0.01509162457000213,0.9965994678711463,0.32351332478590017,0.217527708232024,0.9501870811803294,0.009999999999999998,0.0010000000000000002,-0.3396739527522935
8,4096,1,8,16,0.04524911976897147,0.013381309844364411,0.9969847668908789,0.32363141322894834,0.21681317667004157,0.9503539253477522,0.009999999999999998,0.0010000000000000002,-0.3392361315862741
32,8192,1,8,16,0.1379022258433958,0.046341379170855804,0.989555324330594,0.32407232601862523,0.21154536819976863,0.9515141722840289,0.0091,0.00010000000000000002,-0.33690323666463423
29,8192,2,7,16,0.056599874005485565,0.01634381197169025,0.9963148963477048,0.32407391476120784,0.2276137215010337,0.9478136465511305,0.007299999999999999,0.0007300000000000001,-0.34112065527364904
37,8192,1,9,8,0.04438937622728092,0.00886034341621282,0.9980034194339058,0.3258739993851883,0.2310201037283699,0.9471266119847085,0.009999999999999998,0.0010000000000000002,-0.3458972507824961
39,8192,2,9,4,0.07178315027287975,0.02160918277532842,0.9951305669485133,0.3266481203116153,0.2281700167138979,0.9477647686223145,0.009999999999999998,0.0010000000000000002,-0.3452679424478774
35,8192,2,8,16,0.1520109286818177,0.05697440149047739,0.9871605880588674,0.3269413762502097,0.21684965407034248,0.9503114202473462,0.009999999999999998,0.00010000000000000002,-0.3439731240063929
16,4096,2,9,8,0.05844586780054313,0.01933246220763297,0.9956439328083084,0.32928065641481535,0.22796059793516732,0.9477998623223189,0.009999999999999998,0.0010000000000000002,-0.3461386695190986
11,4096,2,8,16,0.04837610036333331,0.01671230765314724,0.9962341475257789,0.3295893030251373,0.22837886247738542,0.9477037270827514,0.009999999999999998,0.0010000000000000002,-0.34655689697578573
40,8192,2,9,8,0.04777456283053493,0.01283859766546899,0.9971070215499231,0.33019856719063573,0.23917938150190238,0.9452687625765165,0.009999999999999998,0.0010000000000000002,-0.3515185277684273
15,4096,2,9,4,0.08064099074235064,0.025066311854381962,0.9943514317362482,0.3310511701434987,0.22391892716427644,0.9487446599907485,0.009999999999999998,0.0010000000000000002,-0.34955842179813745
42,8192,1,10,4,0.06358405134175286,0.01581015778211299,0.9964371271414901,0.3321075366436076,0.23929345741990962,0.9451884820782117,0.009999999999999998,0.0010000000000000002,-0.3531956339953038
18,4096,1,10,4,0.07491143704510198,0.02256789287040146,0.9949145200332596,0.33285414462594376,0.2273349784262985,0.9479203014542266,0.009999999999999998,0.0010000000000000002,-0.35065676864283046
