Train_sizes,Train_MAE,Train_R2,Train_MSE,Test_MAE,Test_R2,Test_MSE
4633.0,0.009989216914310768,0.03645241639320321,0.008067908758334767,0.013880341712839197,0.008795851454726042,0.04979283778286172
9267.0,0.015700718121438,0.04682154125556927,0.008839177942249456,0.013794027449905549,0.008469129822179632,0.048743797229621064
13900.0,0.013872176698253861,0.04349086127021716,0.009076573437126182,0.013706090607688237,0.008174391131675503,0.04717297573488402
18534.0,0.0060717396081647525,0.017729029548904346,0.00341999086562263,0.012683901762935903,0.007392424844963675,0.04394472784558894
23167.0,0.004202022113530091,0.01468421740624348,0.0024129409002770145,0.012678784385779792,0.007779508563536916,0.04582272934513119
27801.0,0.0018437300864208132,0.006009232757542623,0.0010193848845061655,0.013600130898545743,0.00786665438490064,0.04671983969582442
