,Train_sizes,Train_MAE,Train_R2,Train_MSE,Test_MAE,Test_R2,Test_MSE,opt_alpha,opt_gamma,best_score,aavre%
0,500,0.0625809099246875,0.012756277752227927,0.9972971101903355,0.5639640139440014,0.8473800247275765,0.6759866943668702,0.01,0.001,-0.6674183848901993,168.17870571983607
1,1000,0.06720966122956151,0.01633135661291604,0.9964013374012911,0.43834509979581787,0.9136775314667466,0.3823407784546128,0.01,0.001,-0.5055161802047777,155.6653381175823
2,1500,0.0688871848928581,0.017872793954110185,0.9960983905054374,0.3989824643280867,0.923697029778559,0.3379622655441843,0.01,0.001,-0.43619479112389037,36.111094701254146
3,2000,0.07290111378166213,0.01915373613835945,0.9957783477612263,0.3411280597070833,0.9433090720784433,0.2510963122479811,0.01,0.001,-0.3857782219452666,68.25315934398273
4,2500,0.07348046978192423,0.01996878566727667,0.9955336778178835,0.3153358363501331,0.9528294422932373,0.20892854502642394,0.01,0.001,-0.35595666715093655,55.36163295897468
5,3000,0.07516876836747385,0.020307318702807203,0.9954167554611569,0.2958118851821341,0.9578359200676038,0.18675377822362305,0.01,0.001,-0.32275509724797846,84.54831990623616
