CAS,dvap,num,External,VOC,SMILES,Key,Family,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,HallKierAlpha,HeavyAtomCount,HeavyAtomMolWt,Kappa1,Kappa2,Kappa3,MaxAbsEStateIndex,MaxAbsPartialCharge,MaxEStateIndex,MaxPartialCharge,MinAbsEStateIndex,MinAbsPartialCharge,MinEStateIndex,MinPartialCharge,MolLogP,MolMR,MolWt,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRadicalElectrons,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,NumValenceElectrons,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9
367-57-7,37.2,1,NO,NO,CC(=O)CC(=O)C(F)(F)F,SHXHPUAKLCCLDV-UHFFFAOYSA-N,Organic oxygen compounds,3.990751354,158.7662235,8.36180732,5.157496781,5.157496781,4.337222523,2.432301781,2.432301781,1.799727203,1.799727203,0.725676054,0.725676054,0.326327271,0.326327271,24.16361003,22.76031951,0,0,0,6.9237372,0,0,0,0,0,-0.87,10,149.047,9.13,2.808975838,3.214170597,11.30773148,0.449947227,11.30773148,0.449947227,0.775625,0.299530305,-4.869375,-0.299530305,1.0969,26.36,154.087,0,2,0,0,0,0,0,0,2,0,5,0,2,0,0,0,58,0,5.783244946,0,5.783244946,0,6.176298517,9.589074368,0,13.17124514,0,0,6.9237372,0,6.420821623,22.76031951,11.56648989,0,0,0,19.52085734,0,0,0,0,0,13.17124514,0,0,17.74278841,9.589074368,0,13.34455882,0,0,0,0,34.14,33.92319444,0,19.90916667,0,0,-2.761736111,0,-5.921458333,0.934166667,0
90-02-8,51.9,2,NO,NO,C1=CC=C(C(=C1)C=O)O,SMQUZDBALVYZAC-UHFFFAOYSA-N,Organic oxygen compounds,3.14797913,217.9110651,6.690234444,4.742213232,4.742213232,4.342535255,2.575334462,2.575334462,1.676666855,1.676666855,1.06372157,1.06372157,0.587186942,0.587186942,0,4.794537184,0,5.749511833,11.84961201,0,6.066367068,18.19910121,0,0,5.106527395,-1.31,9,116.075,5.820039012,2.306763636,1.076819176,10.06731481,0.507210028,10.06731481,0.153268132,0.034722222,0.153268132,0.034722222,-0.507210028,1.2047,33.4943,122.123,1,2,0,0,0,1,0,1,2,1,2,0,1,0,0,0,46,5.106527395,5.749511833,6.286160523,0,0,0,4.794537184,0,0,0,12.13273414,12.13273414,0,5.563451492,9.901064579,6.286160523,0,0,0,0,0,29.82891977,0,5.749511833,0,0,5.749511833,0,11.39268792,0,0,10.35798868,24.26546827,0,0,0,37.3,0,0,10.06731481,8.879259259,0.331018519,0.034722222,6.400648148,0.62037037,0,0
55-63-0,92,1,NO,NO,C(C(CO[N+](=O)[O-])O[N+](=O)[O-])O[N+](=O)[O-],SNIOPGDIGTZGOP-UHFFFAOYSA-N,Organic oxygen compounds,3.992205547,234.9871243,11.84493498,7.007439232,7.007439232,6.913591358,3.272716783,3.272716783,1.98977034,1.98977034,0.966812228,0.966812228,0.518670149,0.518670149,34.57758745,30.34295481,0,0,0,0,0,0,0,14.51276575,0,-2.4,15,222.045,12.6,6.114543066,7.944827586,9.831581633,0.311482539,9.831581633,0.294406798,0.845416667,0.294406798,-1.545555556,-0.311482539,-1.0201,37.7602,227.085,0,12,0,0,0,0,0,0,9,0,12,0,8,0,0,0,86,14.51276575,13.21376393,6.103966388,0,15.25985713,0,0,0,0,30.34295481,0,0,0,0,29.77262288,0,0,0,0,6.103966388,13.21376393,30.34295481,0,0,0,0,0,0,34.57758745,14.51276575,30.34295481,0,0,0,0,0,157.11,0,0,40.52248205,25.54724017,0,0,0,-1.545555556,-1.690833333,0
534-15-6,36.4,1,NO,NO,CC(OC)OC,SPEUIVXLLWOEMJ-UHFFFAOYSA-N,Organic oxygen compounds,2.754184786,24.72905595,4.991563832,4.39384685,4.39384685,2.808060412,1.865251371,1.865251371,1.039034086,1.039034086,0.663854611,0.663854611,0.096225045,0.096225045,0,0,0,6.290026729,0,0,0,14.21959508,6.9237372,9.473725908,0,-0.08,6,80.042,5.92,3.123252033,2.175102041,4.677083333,0.356225207,4.677083333,0.153531756,0.064814815,0.153531756,-0.064814815,-0.356225207,0.6252,23.48,90.122,0,2,0,0,0,0,0,0,2,0,2,0,2,0,0,0,38,9.473725908,0,6.290026729,0,0,0,0,0,0,0,0,6.9237372,14.21959508,0,9.473725908,0,0,0,0,13.21376393,14.21959508,0,0,0,0,0,0,0,20.50962181,9.473725908,0,6.9237372,0,0,0,0,18.46,9.354166667,0,0,0,0,0,0,-0.064814815,1.833333333,3.210648148
81149-96-4,72.5,1,NO,NO,CCCCCCCCCC=CC=O,SSNZFFBDIMUILS-UHFFFAOYSA-N,Organic oxygen compounds,2.908005645,127.0861663,9.778174593,8.797153348,8.797153348,6.414213562,5.517723999,5.517723999,3.474230592,3.474230592,2.188994386,2.188994386,1.371076079,1.371076079,0,4.794537184,0,0,0,12.70698215,44.94575136,6.076020107,6.076020107,6.9237372,0,-0.59,13,160.131,12.41,11.41,11.41,9.925151755,0.298576311,9.925151755,0.142018039,0.848460541,0.142018039,0.848460541,-0.298576311,3.8822,57.814,182.307,0,1,0,0,0,0,0,0,1,0,1,0,9,0,0,0,76,0,6.286160523,0,0,0,0,4.794537184,0,0,0,51.52468704,18.91766335,0,0,4.794537184,6.286160523,0,0,0,58.29031018,0,12.15204021,0,0,0,0,0,0,6.286160523,4.794537184,0,58.29031018,12.15204021,0,0,0,17.07,0,0,9.925151755,0,0,0,0,14.83455018,2.240298067,0
20407-84-5,72.6,1,NO,NO,CCCCCCCCCC=CC=O,SSNZFFBDIMUILS-UHFFFAOYSA-N,Organic oxygen compounds,2.908005645,127.0861663,9.778174593,8.797153348,8.797153348,6.414213562,5.517723999,5.517723999,3.474230592,3.474230592,2.188994386,2.188994386,1.371076079,1.371076079,0,4.794537184,0,0,0,12.70698215,44.94575136,6.076020107,6.076020107,6.9237372,0,-0.59,13,160.131,12.41,11.41,11.41,9.925151755,0.298576311,9.925151755,0.142018039,0.848460541,0.142018039,0.848460541,-0.298576311,3.8822,57.814,182.307,0,1,0,0,0,0,0,0,1,0,1,0,9,0,0,0,76,0,6.286160523,0,0,0,0,4.794537184,0,0,0,51.52468704,18.91766335,0,0,4.794537184,6.286160523,0,0,0,58.29031018,0,12.15204021,0,0,0,0,0,0,6.286160523,4.794537184,0,58.29031018,12.15204021,0,0,0,17.07,0,0,9.925151755,0,0,0,0,14.83455018,2.240298067,0
871-22-7,58.2,2,NO,NO,CCCCOC(C)OCCCC,SWTCCCJQNPGXLQ-UHFFFAOYSA-N,Organic oxygen compounds,3.0417576,73.90776467,9.234204519,8.636487537,8.636487537,5.808060412,5.040318622,5.040318622,3.016317971,3.016317971,1.700900273,1.700900273,0.835381629,0.835381629,0,0,0,6.290026729,0,26.05540717,12.84164325,0,6.9237372,13.8474744,9.473725908,-0.08,12,152.108,11.92,9.011575092,8.020806452,5.406723356,0.352974866,5.406723356,0.154283573,0.024907407,0.154283573,-0.024907407,-0.352974866,2.9658,51.182,174.284,0,2,0,0,0,0,0,0,2,0,2,0,8,0,0,0,74,9.473725908,0,6.290026729,0,0,0,0,0,0,0,26.68911765,19.76538045,13.21376393,0,9.473725908,0,0,0,0,52.74452482,13.21376393,0,0,0,0,0,0,0,19.50379066,9.473725908,0,46.45449809,0,0,0,0,18.46,10.81344671,0,0,0,0,0,0,4.592469136,7.927417486,0
1502-06-3,58.4,1,NO,NO,C1CCCCC(=O)CCCC1,SXOZDDAFVJANJP-UHFFFAOYSA-N,Organic oxygen compounds,2.168489512,106.0411847,7.9413113,7.272209321,7.272209321,5.39384685,4.911230926,4.911230926,3.513548869,3.513548869,2.411230926,2.411230926,1.653221044,1.653221044,0,4.794537184,0,0,5.783244946,25.68328649,32.10410811,0,0,0,0,-0.33,11,136.109,8.763720712,5.337316499,4.177105939,11.10085601,0.299717909,11.10085601,0.132411324,0.4925,0.132411324,0.4925,-0.299717909,3.08,46.56,154.253,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,1,64,0,5.783244946,0,0,0,0,4.794537184,0,0,0,32.10410811,12.84164325,12.84164325,0,4.794537184,5.783244946,0,0,0,57.78739461,0,0,0,0,0,0,0,0,5.783244946,4.794537184,0,57.78739461,0,0,0,0,17.07,0,0,11.10085601,0,0,0.4925,0,10.57331066,0,0
830-13-7,65.5,1,NO,NO,C1CCCCCC(=O)CCCCC1,SXVPOSFURRDKBO-UHFFFAOYSA-N,Organic oxygen compounds,2.144560008,126.0599029,9.355524862,8.686422884,8.686422884,6.39384685,5.911230926,5.911230926,4.22065565,4.22065565,2.911230926,2.911230926,2.006774434,2.006774434,0,4.794537184,0,0,5.783244946,25.68328649,44.94575136,0,0,0,0,-0.33,13,160.131,10.7489266,7.109886466,5.839649417,11.29903841,0.299717909,11.29903841,0.132411324,0.50053099,0.132411324,0.50053099,-0.299717909,3.8602,55.794,182.307,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,1,76,0,5.783244946,0,0,0,0,4.794537184,0,0,0,44.94575136,12.84164325,12.84164325,0,4.794537184,5.783244946,0,0,0,70.62903785,0,0,0,0,0,0,0,0,5.783244946,4.794537184,0,70.62903785,0,0,0,0,17.07,0,0,11.29903841,0,0,0.50053099,0,13.36709727,0,0
563-80-4,36.8,3,NO,NO,CC(C)C(=O)C,SYBYTAAJFKOIEJ-UHFFFAOYSA-N,Organic oxygen compounds,3.257586161,54.95878456,5.154700538,4.48559856,4.48559856,2.64273441,2.147499818,2.147499818,1.765350948,1.765350948,0.81305253,0.81305253,0,0,0,4.794537184,0,11.70115099,0,0,0,6.9237372,13.8474744,0,0,-0.33,6,76.054,5.67,1.956513691,1.942479564,10.14351852,0.299739639,10.14351852,0.131853462,0.212962963,0.131853462,0.212962963,-0.299739639,1.2314,25.519,86.134,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,36,0,5.783244946,0,0,0,0,4.794537184,0,0,0,13.8474744,6.9237372,5.917906046,0,4.794537184,5.783244946,0,0,5.917906046,20.7712116,0,0,0,0,0,0,0,0,5.783244946,4.794537184,5.917906046,20.7712116,0,0,0,0,17.07,0,0,10.14351852,0,0,0.472222222,0,0,5.384259259,0
628-55-7,41.2,1,NO,NO,CC(C)COCC(C)C,SZNYYWIUQFZLLT-UHFFFAOYSA-N,Organic oxygen compounds,2.914658626,49.58797504,7.276020882,6.977162391,6.977162391,4.125897658,3.703247927,3.703247927,3.325151179,3.325151179,0.902368927,0.902368927,0.539445903,0.539445903,0,0,0,0,11.83581209,13.21376393,0,0,0,27.6949488,4.736862954,-0.04,9,112.087,8.96,4.803032526,7.96,5.356481481,0.380919914,5.356481481,0.048862648,0.670138889,0.048862648,0.670138889,-0.380919914,2.315,40.495,130.231,0,1,0,0,0,0,0,0,1,0,1,0,4,0,0,0,56,4.736862954,0,0,0,0,0,0,0,0,0,27.6949488,11.83581209,13.21376393,0,4.736862954,0,0,0,11.83581209,27.6949488,13.21376393,0,0,0,0,0,0,0,13.21376393,4.736862954,11.83581209,27.6949488,0,0,0,0,9.23,5.356481481,0,0,0,0,1.340277778,0,0,10.46990741,0
78972-97-1,56.6,1,NO,NO,CCCCCCCOC(C)(C)C,TYSCUIJRFGVUDM-UHFFFAOYSA-N,Organic oxygen compounds,3.009208079,91.66745987,9.449747468,9.150888978,9.150888978,5.560660172,5.199906061,5.199906061,4.375047711,4.375047711,1.782965732,1.782965732,1.083970465,1.083970465,0,0,0,5.601050811,0,6.606881965,32.10410811,0,0,27.6949488,4.736862954,-0.04,12,148.12,11.96,6.473203018,9.96,5.609531604,0.375866648,5.609531604,0.059801166,0.046385228,0.059801166,0.046385228,-0.375866648,3.7719,54.464,172.312,0,1,0,0,0,0,0,0,1,0,1,0,6,0,0,0,74,4.736862954,0,0,0,0,0,0,0,0,0,32.60702369,27.19203322,6.606881965,5.601050811,4.736862954,0,0,0,0,65.40010772,6.606881965,0,0,0,0,0,0,0,12.20793278,4.736862954,0,59.79905691,0,0,0,0,9.23,5.609531604,0,0,0,0.046385228,0,0,6.598054256,9.496028912,0
97-95-0,60.3,1,NO,NO,CCC(CC)CO,TZYRSLHNPKPEFV-UHFFFAOYSA-N,Organic oxygen compounds,2.992302883,25.65148445,5.698670613,5.145884208,5.145884208,3.346065215,2.9551862,2.9551862,1.865096171,1.865096171,1.412899428,1.412899428,0.546874024,0.546874024,0,0,0,0,12.52478801,12.84164325,0,0,0,13.8474744,5.106527395,-0.04,7,88.065,6.96,4.127785235,2.63114094,8.526018519,0.396088535,8.526018519,0.045856075,0.354166667,0.045856075,0.354166667,-0.396088535,1.4149,31.1578,102.177,1,1,0,0,0,0,0,0,1,1,1,0,3,0,0,0,44,5.106527395,0,0,0,0,0,0,0,0,0,26.68911765,5.917906046,6.606881965,0,5.106527395,0,0,0,5.917906046,26.68911765,6.606881965,0,0,0,0,0,0,0,11.71340936,0,5.917906046,26.68911765,0,0,0,0,20.23,0,0,0,8.526018519,0,0.541666667,0,2.208333333,4.557314815,0
565-61-7,41.4,2,NO,NO,CCC(C)C(=O)C,UIHCLUNTQKBZGK-UHFFFAOYSA-N,Organic oxygen compounds,3.343417059,66.58027135,5.86180732,5.192705341,5.192705341,3.180739213,2.685504621,2.685504621,1.919946271,1.919946271,1.306356179,1.306356179,0.287457479,0.287457479,0,4.794537184,0,5.917906046,5.783244946,6.420821623,0,6.9237372,13.8474744,0,0,-0.33,7,88.065,6.67,2.779490232,2.375467372,10.37476852,0.299728417,10.37476852,0.132118497,0.263888889,0.132118497,0.263888889,-0.299728417,1.6215,30.136,100.161,0,1,0,0,0,0,0,0,1,0,1,0,2,0,0,0,42,0,5.783244946,0,0,0,0,4.794537184,0,0,0,13.8474744,13.34455882,5.917906046,0,4.794537184,5.783244946,0,0,5.917906046,27.19203322,0,0,0,0,0,0,0,0,5.783244946,4.794537184,5.917906046,27.19203322,0,0,0,0,17.07,0,0,10.37476852,0,0,0.55787037,0,0.967592593,5.599768519,0
815-24-7,45.4,3,NO,NO,CC(C)(C)C(=O)C(C)(C)C,UIQGEWJEWJMQSL-UHFFFAOYSA-N,Organic oxygen compounds,4.39899054,115.787706,8.577350269,7.90824829,7.90824829,4.154700538,3.704124145,3.704124145,4.829124145,4.829124145,1.362372436,1.362372436,1.125,1.125,0,4.794537184,0,10.82998094,5.783244946,0,0,0,41.5424232,0,0,-0.33,10,124.098,9.67,2.370006831,2.505562957,11.48611111,0.29852552,11.48611111,0.142992436,0.196180556,0.142992436,-0.196180556,-0.29852552,2.6477,43.917,142.242,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,60,0,5.783244946,0,0,0,0,4.794537184,0,0,0,41.5424232,0,10.82998094,0,4.794537184,5.783244946,0,0,10.82998094,41.5424232,0,0,0,0,0,0,0,0,5.783244946,4.794537184,10.82998094,41.5424232,0,0,0,0,17.07,0,0,11.48611111,0,-0.392361111,0.319444444,0,0,11.75347222,0
26103-08-2,31.1,1,NO,NO,C(C(F)(F)F)(C(F)(F)F)OC(F)F,UNIYHTKWMKXESF-UHFFFAOYSA-N,Organic oxygen compounds,4.578877531,142.5074118,10.86180732,5.586664613,5.586664613,5.548547388,2.619083989,2.619083989,1.860000462,1.860000462,0.833539741,0.833539741,0.442749122,0.442749122,25.06806851,35.12332038,0,0,0,0,0,0,0,4.736862954,0,-0.6,13,216.027,12.4,3.641965974,4.247360432,11.39803241,0.423328635,11.39803241,0.423328635,2.395833333,0.300179361,-5.894166667,-0.300179361,2.7188,22.987,218.043,0,1,0,0,0,0,0,0,1,0,9,0,2,0,0,0,80,4.736862954,0,0,0,6.103966388,18.96410212,0,0,35.12332038,0,0,0,0,0,39.86018334,0,0,0,0,25.06806851,0,0,0,0,0,35.12332038,0,0,25.06806851,4.736862954,0,0,0,0,0,0,9.23,93.03069444,0,0,0,0,0,0,-16.23277778,-4.13125,0
33021-02-2,40.1,5,NO,NO,CC(C)COC(C)(C)C,UPOMCDPCTBJJDA-UHFFFAOYSA-N,Organic oxygen compounds,3.28071084,69.12704562,7.491563832,7.192705341,7.192705341,3.916502219,3.555748109,3.555748109,3.81722352,3.81722352,0.849679369,0.849679369,0.416666667,0.416666667,0,0,0,5.601050811,5.917906046,6.606881965,0,0,0,34.618686,4.736862954,-0.04,9,112.087,8.96,3.21003996,7.96,5.490740741,0.375600388,5.490740741,0.059814939,0.032013889,0.059814939,0.032013889,-0.375600388,2.4575,40.543,130.231,0,1,0,0,0,0,0,0,1,0,1,0,2,0,0,0,56,4.736862954,0,0,0,0,0,0,0,0,0,13.8474744,26.68911765,6.606881965,5.601050811,4.736862954,0,0,0,5.917906046,40.21973681,6.606881965,0,0,0,0,0,0,0,12.20793278,4.736862954,5.917906046,34.618686,0,0,0,0,9.23,5.490740741,0,0,0,0.032013889,0.642800926,0,0,11.41777778,0
878-13-7,64.3,1,NO,NO,C1CCCCCC(=O)CCCC1,UPOSSYJVWXLPTA-UHFFFAOYSA-N,Organic oxygen compounds,2.17309878,114.9658022,8.648418081,7.979316102,7.979316102,5.89384685,5.411230926,5.411230926,3.867102259,3.867102259,2.661230926,2.661230926,1.829997739,1.829997739,0,4.794537184,0,0,5.783244946,25.68328649,38.52492974,0,0,0,0,-0.33,12,148.12,9.755689803,6.215329221,4.528052351,11.21310091,0.299717909,11.21310091,0.132411324,0.49712963,0.132411324,0.49712963,-0.299717909,3.4701,51.177,168.28,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,1,70,0,5.783244946,0,0,0,0,4.794537184,0,0,0,38.52492974,12.84164325,12.84164325,0,4.794537184,5.783244946,0,0,0,64.20821623,0,0,0,0,0,0,0,0,5.783244946,4.794537184,0,64.20821623,0,0,0,0,17.07,0,0,11.21310091,0,0,0.49712963,0,11.95643613,0,0
126-39-6,44.8,1,NO,NO,CCC1(OCCO1)C,UPZFLZYXYGBAPL-UHFFFAOYSA-N,Organic oxygen compounds,2.399681801,74.59772061,6.035533906,5.437816924,5.437816924,3.767766953,3.046258731,3.046258731,2.184286965,2.184286965,1.540336414,1.540336414,0.760919191,0.760919191,0,0,0,5.787111153,0,19.63458555,0,0,6.9237372,6.9237372,9.473725908,-0.08,8,104.064,6.046262626,2.033781213,1.00855457,5.267361111,0.347849036,5.267361111,0.164974287,0.263888889,0.164974287,-0.263888889,-0.347849036,1.1594,30.6,116.16,0,2,0,1,1,0,0,0,2,0,2,0,1,0,1,1,48,9.473725908,0,5.787111153,0,0,0,0,0,0,0,6.9237372,13.34455882,0,13.21376393,9.473725908,0,0,0,0,26.05540717,13.21376393,0,0,0,0,0,0,0,19.00087508,9.473725908,0,20.26829602,0,0,0,0,18.46,10.53472222,0,0,0,0,-0.263888889,0,0.9375,5.541666667,0
628-96-6,70.5,1,NO,NO,C(CO[N+](=O)[O-])O[N+](=O)[O-],UQXKXGWGFRWILX-UHFFFAOYSA-N,Organic oxygen compounds,3.05508994,117.7095059,7.983127663,4.758130496,4.758130496,4.625897658,2.172795384,2.172795384,1.113660776,1.113660776,0.47672603,0.47672603,0.223606798,0.223606798,23.38700201,20.22863654,0,0,0,0,0,0,0,9.675177167,0,-1.6,10,148.03,8.4,4.29569161,6.4,9.401901927,0.311864181,9.401901927,0.294060978,0.436527778,0.294060978,-1.052276077,-0.311864181,-0.597,25.8928,152.062,0,8,0,0,0,0,0,0,6,0,8,0,5,0,0,0,58,9.675177167,13.21376393,0,0,10.17323809,0,0,0,0,20.22863654,0,0,0,0,19.84841525,0,0,0,0,0,13.21376393,20.22863654,0,0,0,0,0,0,23.38700201,9.675177167,20.22863654,0,0,0,0,0,104.74,0,0,26.17380385,16.6992517,0,0,0,0,-0.873055556,0
99-02-5,64,1,NO,NO,CC(=O)C1=CC(=CC=C1)Cl,UUWJBXKHMMQDED-UHFFFAOYSA-N,Organic oxygen compounds,3.069899266,255.1894334,7.560477932,5.59561384,6.351542786,4.698377303,2.964473587,3.34243806,2.066533566,2.502969347,1.231143779,1.466240882,0.707469904,0.897757753,0,4.794537184,0,5.783244946,10.58608481,0,6.9237372,24.26546827,0,0,11.60093989,-0.82,10,147.54,7.288932462,2.842546747,1.578594458,10.73895062,0.294511269,10.73895062,0.159351583,0.043981481,0.159351583,0.043981481,-0.294511269,2.5426,41.4565,154.596,0,1,0,0,0,1,0,1,1,0,2,0,1,0,0,0,52,0,0,5.783244946,0,0,0,4.794537184,0,0,0,23.73367403,19.05647134,10.58608481,0,4.794537184,17.38418484,0,0,0,6.9237372,0,34.85155308,0,0,0,0,0,11.60093989,5.783244946,0,0,17.28172588,24.26546827,5.022633314,0,0,17.07,0,5.636697531,10.73895062,0.604351852,0.659722222,0.043981481,6.907901235,0,1.519506173,0
21662-10-2,59.8,1,NO,NO,CCC=CCCCCCC=O,UZFFFFWQKMPLAC-UHFFFAOYSA-N,Organic oxygen compounds,2.897011952,105.4404047,8.363961031,7.382939785,7.382939785,5.414213562,4.500887246,4.500887246,2.684329919,2.684329919,1.595135014,1.595135014,0.95115409,0.95115409,0,4.794537184,0,0,0,25.54862539,19.26246487,0,0,19.07577741,0,-0.59,11,136.109,10.41,9.41,9.41,9.926059496,0.303402908,9.926059496,0.1194902,0.733623079,0.1194902,0.733623079,-0.303402908,3.102,48.58,154.253,0,1,0,0,0,0,0,0,1,0,1,0,7,0,0,0,64,4.794537184,6.286160523,0,0,0,0,0,0,0,0,25.49659904,25.68328649,6.420821623,0,4.794537184,6.286160523,0,0,0,45.44866694,0,12.15204021,0,0,0,0,0,0,6.286160523,4.794537184,0,45.44866694,12.15204021,0,0,0,17.07,0,0,9.926059496,0,0,0,0,11.93218451,2.141755996,0
21661-97-2,59.9,1,NO,NO,CCC=CCCCCCC=O,UZFFFFWQKMPLAC-UHFFFAOYSA-N,Organic oxygen compounds,2.897011952,105.4404047,8.363961031,7.382939785,7.382939785,5.414213562,4.500887246,4.500887246,2.684329919,2.684329919,1.595135014,1.595135014,0.95115409,0.95115409,0,4.794537184,0,0,0,25.54862539,19.26246487,0,0,19.07577741,0,-0.59,11,136.109,10.41,9.41,9.41,9.926059496,0.303402908,9.926059496,0.1194902,0.733623079,0.1194902,0.733623079,-0.303402908,3.102,48.58,154.253,0,1,0,0,0,0,0,0,1,0,1,0,7,0,0,0,64,4.794537184,6.286160523,0,0,0,0,0,0,0,0,25.49659904,25.68328649,6.420821623,0,4.794537184,6.286160523,0,0,0,45.44866694,0,12.15204021,0,0,0,0,0,0,6.286160523,4.794537184,0,45.44866694,12.15204021,0,0,0,17.07,0,0,9.926059496,0,0,0,0,11.93218451,2.141755996,0
111-34-2,36.6,2,NO,NO,CCCCOC=C,UZKWTJUDCOPSNM-UHFFFAOYSA-N,Organic oxygen compounds,2.558780869,41.44467836,5.535533906,4.814025684,4.814025684,3.414213562,2.639732467,2.639732467,1.391010869,1.391010869,0.733593218,0.733593218,0.311004234,0.311004234,0,0,0,0,0,13.02770359,12.68290207,0,0,13.50267288,4.736862954,-0.46,7,88.065,6.54,5.54,5.54,4.837777778,0.501818678,4.837777778,0.087242646,0.819444444,0.087242646,0.819444444,-0.501818678,1.9466,31.057,100.161,0,1,0,0,0,0,0,0,1,0,1,0,4,0,0,0,42,4.736862954,0,0,0,0,0,0,0,0,0,19.92349451,6.420821623,0,12.86896241,4.736862954,0,0,0,0,19.76538045,6.606881965,12.84101613,0,0,0,0,0,0,6.606881965,4.736862954,0,19.76538045,12.84101613,0,0,0,9.23,4.837777778,0,0,0,0,0,0,3.801111111,6.361111111,0
15364-56-4,43.6,1,NO,NO,CC(=O)CN(C)C,VFPKIWATTACVJR-UHFFFAOYSA-N,Organic oxygen compounds,3.126006652,68.48040588,5.86180732,5.062568667,5.062568667,3.125897658,2.268332493,2.268332493,1.939798114,1.939798114,0.538891371,0.538891371,0.445327211,0.445327211,0,4.794537184,0,5.783244946,6.544756406,0,0,6.9237372,18.9952537,0,0,-0.37,7,90.061,6.63,2.745638273,5.63,10.2125,0.302302387,10.2125,0.143247294,0.212962963,0.143247294,0.212962963,-0.302302387,0.137,29.235,101.149,0,2,0,0,0,0,0,0,2,0,2,0,2,0,0,0,42,4.899909731,5.783244946,0,0,0,0,4.794537184,0,0,0,0,21.01908117,0,6.544756406,4.794537184,5.783244946,0,4.899909731,0,6.9237372,20.64010037,0,0,0,0,0,0,0,31.32325505,4.794537184,0,6.9237372,0,0,0,0,20.31,0,0,12.06203704,0,0,0.212962963,0,0,2.138888889,3.752777778
33100-27-5,77.7,2,NO,NO,C1COCCOCCOCCOCCO1,VFTFKUDGYRBSAL-UHFFFAOYSA-N,Organic oxygen compounds,2.008928571,72.37779644,10.60660172,9.112309264,9.112309264,7.5,5.386751346,5.386751346,3.061862178,3.061862178,1.86004234,1.86004234,1.099566014,1.099566014,0,0,0,0,66.06881965,0,0,0,0,0,23.68431477,-0.2,15,200.105,12.86756757,10.32227904,8.772425128,5.278055556,0.376667636,5.278055556,0.070114395,0.610972222,0.070114395,0.610972222,-0.376667636,0.083,54.095,220.265,0,5,0,1,1,0,0,0,5,0,5,0,0,0,1,1,90,23.68431477,0,0,0,0,0,0,0,0,0,0,0,0,66.06881965,23.68431477,0,0,0,0,0,66.06881965,0,0,0,0,0,0,0,66.06881965,23.68431477,0,0,0,0,0,0,46.15,26.39027778,0,0,0,0,0,0,0,6.109722222,0
33785-99-8,50.1,1,NO,NO,CCC1(OOC(OO1)(CC)CC)CC,VGCWOVJYNWNYIM-UHFFFAOYSA-N,Organic oxygen compounds,2.59179318,140.9608118,10.65685425,9.461420287,9.461420287,6.656854249,5.392470601,5.392470601,3.568914101,3.568914101,2.845521156,2.845521156,1.302925941,1.302925941,11.57422231,0,0,0,25.68328649,0,0,0,27.6949488,0,19.55028381,-0.16,14,184.106,11.91225434,4.572830385,2.083652292,5.314444444,0.233262472,5.314444444,0.233262472,0.701397392,0.194891027,-0.728333333,-0.194891027,2.929,50.966,204.266,0,4,0,1,1,0,0,0,4,0,4,0,4,0,1,1,84,0,0,0,11.57422231,0,0,0,0,19.55028381,0,27.6949488,0,25.68328649,0,19.55028381,0,0,0,0,64.9524576,0,0,0,0,0,0,0,0,11.57422231,19.55028381,0,53.37823529,0,0,0,0,36.92,0,0,21.25777778,0,0,-1.456666667,0,2.805589569,7.89329932,0
