,Train_sizes,Train_MAE,Train_R2,Train_MSE,Test_MAE,Test_R2,Test_MSE,opt_alpha,opt_gamma,best_score,aavre%
0,353,8.981028261433174,240.24183823973175,0.6699648516619457,11.861596283684301,0.4915134323946988,358.94085073457865,0.09999999999999999,0.01,-12.50539312049282,19.949557116768844
1,706,6.482235965925443,288.32658366957514,0.7513656103676034,11.668871137948889,0.5256182326141835,334.86626000828653,0.09999999999999999,0.09999999999999999,-13.732343568397704,19.992341199029156
2,1059,4.925468937972564,246.9521207733135,0.7858161202227282,11.10813239594143,0.5498312556960261,317.7742783168473,0.01,0.09999999999999999,-12.744186086983213,19.680782661324933
3,1412,6.589431705155363,273.0196378067177,0.746545208230665,9.408985716835257,0.6836979827768652,223.27770758196866,0.09999999999999999,0.09999999999999999,-11.87520041129079,16.176765856254818
4,1765,5.279514970730572,281.82416987162645,0.7498421827102988,9.05783706503012,0.688495748033944,219.8909633635109,0.01,0.09999999999999999,-11.513119097306424,15.416735990093331
5,2118,6.375694540135815,279.83134906209057,0.7434858794536061,8.451055961309489,0.7194990178846044,198.00574403872466,0.09999999999999999,0.09999999999999999,-10.836404909687843,14.474424601431046
