official_source,source_folder,dataset_id,source_dataset,descriptor,model,split,metric,mean,std,splits,outer_splits,seed,descriptors_npz,relative_json_path
yieldsmarter/Results/Compare_Complexity,Denmark_2023,BH2,BH2,PhysChem,RF,train,medae,3.451596744664239,0.07511474924751217,5,,1000,../../Results/Compare_Complexity/Denmark_2023/PhysChem/Denmark_PhysChem.npz,yieldsmarter/Results/Compare_Complexity/Denmark_2023/PhysChem/Denmark_PhysChem_metrics_summaries_RF.json
yieldsmarter/Results/Compare_Complexity,Denmark_2023,BH2,BH2,PhysChem,RF,train,kendall_tau,0.8241737395772795,0.0025603964353026793,5,,1000,../../Results/Compare_Complexity/Denmark_2023/PhysChem/Denmark_PhysChem.npz,yieldsmarter/Results/Compare_Complexity/Denmark_2023/PhysChem/Denmark_PhysChem_metrics_summaries_RF.json
yieldsmarter/Results/Compare_Complexity,Denmark_2023,BH2,BH2,PhysChem,RF,test,mae,13.861131699450207,0.4875558456199204,5,,1000,../../Results/Compare_Complexity/Denmark_2023/PhysChem/Denmark_PhysChem.npz,yieldsmarter/Results/Compare_Complexity/Denmark_2023/PhysChem/Denmark_PhysChem_metrics_summaries_RF.json
yieldsmarter/Results/Compare_Complexity,Denmark_2023,BH2,BH2,PhysChem,RF,test,rmse,19.480151413460412,0.7538362263453209,5,,1000,../../Results/Compare_Complexity/Denmark_2023/PhysChem/Denmark_PhysChem.npz,yieldsmarter/Results/Compare_Complexity/Denmark_2023/PhysChem/Denmark_PhysChem_metrics_summaries_RF.json
yieldsmarter/Results/Compare_Complexity,Denmark_2023,BH2,BH2,PhysChem,RF,test,r2,0.6742941253951183,0.023841905280485718,5,,1000,../../Results/Compare_Complexity/Denmark_2023/PhysChem/Denmark_PhysChem.npz,yieldsmarter/Results/Compare_Complexity/Denmark_2023/PhysChem/Denmark_PhysChem_metrics_summaries_RF.json
yieldsmarter/Results/Compare_Complexity,Denmark_2023,BH2,BH2,PhysChem,RF,test,medae,9.328798674191773,0.5005562319762158,5,,1000,../../Results/Compare_Complexity/Denmark_2023/PhysChem/Denmark_PhysChem.npz,yieldsmarter/Results/Compare_Complexity/Denmark_2023/PhysChem/Denmark_PhysChem_metrics_summaries_RF.json
yieldsmarter/Results/Compare_Complexity,Denmark_2023,BH2,BH2,PhysChem,RF,test,kendall_tau,0.661055732771205,0.012221087608039864,5,,1000,../../Results/Compare_Complexity/Denmark_2023/PhysChem/Denmark_PhysChem.npz,yieldsmarter/Results/Compare_Complexity/Denmark_2023/PhysChem/Denmark_PhysChem_metrics_summaries_RF.json
yieldsmarter/Results/Compare_Complexity,Denmark_2023,BH2,BH2,SOAP,RF,train,mae,4.7205026085388635,0.10231251626728861,5,,1000,../../Results/Compare_Complexity/Denmark_2023/SOAP/Denmark_SOAP.npz,yieldsmarter/Results/Compare_Complexity/Denmark_2023/SOAP/Denmark_SOAP_metrics_summaries_RF.json
yieldsmarter/Results/Compare_Complexity,Denmark_2023,BH2,BH2,SOAP,RF,train,rmse,6.707286783126453,0.12041457808727457,5,,1000,../../Results/Compare_Complexity/Denmark_2023/SOAP/Denmark_SOAP.npz,yieldsmarter/Results/Compare_Complexity/Denmark_2023/SOAP/Denmark_SOAP_metrics_summaries_RF.json
yieldsmarter/Results/Compare_Complexity,Denmark_2023,BH2,BH2,SOAP,RF,train,r2,0.9614707591826022,0.001424389851853913,5,,1000,../../Results/Compare_Complexity/Denmark_2023/SOAP/Denmark_SOAP.npz,yieldsmarter/Results/Compare_Complexity/Denmark_2023/SOAP/Denmark_SOAP_metrics_summaries_RF.json
yieldsmarter/Results/Compare_Complexity,Denmark_2023,BH2,BH2,SOAP,RF,train,medae,3.1503690073859256,0.12579763628783963,5,,1000,../../Results/Compare_Complexity/Denmark_2023/SOAP/Denmark_SOAP.npz,yieldsmarter/Results/Compare_Complexity/Denmark_2023/SOAP/Denmark_SOAP_metrics_summaries_RF.json
yieldsmarter/Results/Compare_Complexity,Denmark_2023,BH2,BH2,SOAP,RF,train,kendall_tau,0.832400184048848,0.002495172677814877,5,,1000,../../Results/Compare_Complexity/Denmark_2023/SOAP/Denmark_SOAP.npz,yieldsmarter/Results/Compare_Complexity/Denmark_2023/SOAP/Denmark_SOAP_metrics_summaries_RF.json
yieldsmarter/Results/Compare_Complexity,Denmark_2023,BH2,BH2,SOAP,RF,test,mae,12.816340756429081,0.5141488236096597,5,,1000,../../Results/Compare_Complexity/Denmark_2023/SOAP/Denmark_SOAP.npz,yieldsmarter/Results/Compare_Complexity/Denmark_2023/SOAP/Denmark_SOAP_metrics_summaries_RF.json
yieldsmarter/Results/Compare_Complexity,Denmark_2023,BH2,BH2,SOAP,RF,test,rmse,18.188350657318324,0.7600485378483384,5,,1000,../../Results/Compare_Complexity/Denmark_2023/SOAP/Denmark_SOAP.npz,yieldsmarter/Results/Compare_Complexity/Denmark_2023/SOAP/Denmark_SOAP_metrics_summaries_RF.json
yieldsmarter/Results/Compare_Complexity,Denmark_2023,BH2,BH2,SOAP,RF,test,r2,0.7159928317320677,0.022526200524619528,5,,1000,../../Results/Compare_Complexity/Denmark_2023/SOAP/Denmark_SOAP.npz,yieldsmarter/Results/Compare_Complexity/Denmark_2023/SOAP/Denmark_SOAP_metrics_summaries_RF.json
yieldsmarter/Results/Compare_Complexity,Denmark_2023,BH2,BH2,SOAP,RF,test,medae,8.502258389980186,0.48849126809272686,5,,1000,../../Results/Compare_Complexity/Denmark_2023/SOAP/Denmark_SOAP.npz,yieldsmarter/Results/Compare_Complexity/Denmark_2023/SOAP/Denmark_SOAP_metrics_summaries_RF.json
yieldsmarter/Results/Compare_Complexity,Denmark_2023,BH2,BH2,SOAP,RF,test,kendall_tau,0.6837335501273475,0.014298892461920372,5,,1000,../../Results/Compare_Complexity/Denmark_2023/SOAP/Denmark_SOAP.npz,yieldsmarter/Results/Compare_Complexity/Denmark_2023/SOAP/Denmark_SOAP_metrics_summaries_RF.json
yieldsmarter/Results/Compare_Complexity,Doyle_2018,BH,BH1,DFT,RF,train,mae,1.2017124589040535,0.013555600057822264,5,,1000,../../Results/Compare_Complexity/Doyle_2018/DFT/Doyle_DFT.npz,yieldsmarter/Results/Compare_Complexity/Doyle_2018/DFT/Doyle_DFT_metrics_summaries_RF.json
yieldsmarter/Results/Compare_Complexity,Doyle_2018,BH,BH1,DFT,RF,train,rmse,1.9415619549802496,0.03753366755946208,5,,1000,../../Results/Compare_Complexity/Doyle_2018/DFT/Doyle_DFT.npz,yieldsmarter/Results/Compare_Complexity/Doyle_2018/DFT/Doyle_DFT_metrics_summaries_RF.json
yieldsmarter/Results/Compare_Complexity,Doyle_2018,BH,BH1,DFT,RF,train,r2,0.9952976938206715,0.0001811282767948294,5,,1000,../../Results/Compare_Complexity/Doyle_2018/DFT/Doyle_DFT.npz,yieldsmarter/Results/Compare_Complexity/Doyle_2018/DFT/Doyle_DFT_metrics_summaries_RF.json
yieldsmarter/Results/Compare_Complexity,Doyle_2018,BH,BH1,DFT,RF,train,medae,0.698938815165649,0.01114256418260823,5,,1000,../../Results/Compare_Complexity/Doyle_2018/DFT/Doyle_DFT.npz,yieldsmarter/Results/Compare_Complexity/Doyle_2018/DFT/Doyle_DFT_metrics_summaries_RF.json
yieldsmarter/Results/Compare_Complexity,Doyle_2018,BH,BH1,DFT,RF,train,kendall_tau,0.9543404146338645,0.0006027419423184016,5,,1000,../../Results/Compare_Complexity/Doyle_2018/DFT/Doyle_DFT.npz,yieldsmarter/Results/Compare_Complexity/Doyle_2018/DFT/Doyle_DFT_metrics_summaries_RF.json
yieldsmarter/Results/Compare_Complexity,Doyle_2018,BH,BH1,DFT,RF,test,mae,3.2992525884762527,0.1580346456242267,5,,1000,../../Results/Compare_Complexity/Doyle_2018/DFT/Doyle_DFT.npz,yieldsmarter/Results/Compare_Complexity/Doyle_2018/DFT/Doyle_DFT_metrics_summaries_RF.json
yieldsmarter/Results/Compare_Complexity,Doyle_2018,BH,BH1,DFT,RF,test,rmse,5.332052028178461,0.44739283892277476,5,,1000,../../Results/Compare_Complexity/Doyle_2018/DFT/Doyle_DFT.npz,yieldsmarter/Results/Compare_Complexity/Doyle_2018/DFT/Doyle_DFT_metrics_summaries_RF.json
yieldsmarter/Results/Compare_Complexity,Doyle_2018,BH,BH1,DFT,RF,test,r2,0.9641533121928508,0.006966601574956846,5,,1000,../../Results/Compare_Complexity/Doyle_2018/DFT/Doyle_DFT.npz,yieldsmarter/Results/Compare_Complexity/Doyle_2018/DFT/Doyle_DFT_metrics_summaries_RF.json
yieldsmarter/Results/Compare_Complexity,Doyle_2018,BH,BH1,DFT,RF,test,medae,1.8982835352598455,0.08992880298066744,5,,1000,../../Results/Compare_Complexity/Doyle_2018/DFT/Doyle_DFT.npz,yieldsmarter/Results/Compare_Complexity/Doyle_2018/DFT/Doyle_DFT_metrics_summaries_RF.json
yieldsmarter/Results/Compare_Complexity,Doyle_2018,BH,BH1,DFT,RF,test,kendall_tau,0.8840823588447843,0.006166931629282338,5,,1000,../../Results/Compare_Complexity/Doyle_2018/DFT/Doyle_DFT.npz,yieldsmarter/Results/Compare_Complexity/Doyle_2018/DFT/Doyle_DFT_metrics_summaries_RF.json
yieldsmarter/Results/Compare_Complexity,Doyle_2018,BH,BH1,MFP,RF,train,mae,1.672439476775795,0.019748152832147804,5,,1000,../../Results/Compare_Complexity/Doyle_2018/MFP/Doyle_MFP.npz,yieldsmarter/Results/Compare_Complexity/Doyle_2018/MFP/Doyle_MFP_metrics_summaries_RF.json
yieldsmarter/Results/Compare_Complexity,Doyle_2018,BH,BH1,MFP,RF,train,rmse,2.5236554369530966,0.03679454696748754,5,,1000,../../Results/Compare_Complexity/Doyle_2018/MFP/Doyle_MFP.npz,yieldsmarter/Results/Compare_Complexity/Doyle_2018/MFP/Doyle_MFP_metrics_summaries_RF.json
yieldsmarter/Results/Compare_Complexity,Doyle_2018,BH,BH1,MFP,RF,train,r2,0.9914437601698927,0.0002684013758856803,5,,1000,../../Results/Compare_Complexity/Doyle_2018/MFP/Doyle_MFP.npz,yieldsmarter/Results/Compare_Complexity/Doyle_2018/MFP/Doyle_MFP_metrics_summaries_RF.json
yieldsmarter/Results/Compare_Complexity,Doyle_2018,BH,BH1,MFP,RF,train,medae,1.109848260716643,0.028001839123333875,5,,1000,../../Results/Compare_Complexity/Doyle_2018/MFP/Doyle_MFP.npz,yieldsmarter/Results/Compare_Complexity/Doyle_2018/MFP/Doyle_MFP_metrics_summaries_RF.json
yieldsmarter/Results/Compare_Complexity,Doyle_2018,BH,BH1,MFP,RF,train,kendall_tau,0.9418008163506266,0.0007054145920367582,5,,1000,../../Results/Compare_Complexity/Doyle_2018/MFP/Doyle_MFP.npz,yieldsmarter/Results/Compare_Complexity/Doyle_2018/MFP/Doyle_MFP_metrics_summaries_RF.json
yieldsmarter/Results/Compare_Complexity,Doyle_2018,BH,BH1,MFP,RF,test,mae,4.531535492347868,0.21444793548210375,5,,1000,../../Results/Compare_Complexity/Doyle_2018/MFP/Doyle_MFP.npz,yieldsmarter/Results/Compare_Complexity/Doyle_2018/MFP/Doyle_MFP_metrics_summaries_RF.json
yieldsmarter/Results/Compare_Complexity,Doyle_2018,BH,BH1,MFP,RF,test,rmse,6.851955627322502,0.47535156962768194,5,,1000,../../Results/Compare_Complexity/Doyle_2018/MFP/Doyle_MFP.npz,yieldsmarter/Results/Compare_Complexity/Doyle_2018/MFP/Doyle_MFP_metrics_summaries_RF.json
yieldsmarter/Results/Compare_Complexity,Doyle_2018,BH,BH1,MFP,RF,test,r2,0.9364555872923422,0.009567625818611597,5,,1000,../../Results/Compare_Complexity/Doyle_2018/MFP/Doyle_MFP.npz,yieldsmarter/Results/Compare_Complexity/Doyle_2018/MFP/Doyle_MFP_metrics_summaries_RF.json
yieldsmarter/Results/Compare_Complexity,Doyle_2018,BH,BH1,MFP,RF,test,medae,3.0107598978959698,0.14415470110571504,5,,1000,../../Results/Compare_Complexity/Doyle_2018/MFP/Doyle_MFP.npz,yieldsmarter/Results/Compare_Complexity/Doyle_2018/MFP/Doyle_MFP_metrics_summaries_RF.json
yieldsmarter/Results/Compare_Complexity,Doyle_2018,BH,BH1,MFP,RF,test,kendall_tau,0.8484259715085937,0.008933443112753955,5,,1000,../../Results/Compare_Complexity/Doyle_2018/MFP/Doyle_MFP.npz,yieldsmarter/Results/Compare_Complexity/Doyle_2018/MFP/Doyle_MFP_metrics_summaries_RF.json
yieldsmarter/Results/Compare_Complexity,Doyle_2018,BH,BH1,OHE,RF,train,mae,2.368478970938831,0.020586137156054857,5,,1000,,yieldsmarter/Results/Compare_Complexity/Doyle_2018/OHE/Doyle_OHE_metrics_summaries_RF.json
yieldsmarter/Results/Compare_Complexity,Doyle_2018,BH,BH1,OHE,RF,train,rmse,3.432404385550378,0.037635644597956965,5,,1000,,yieldsmarter/Results/Compare_Complexity/Doyle_2018/OHE/Doyle_OHE_metrics_summaries_RF.json
yieldsmarter/Results/Compare_Complexity,Doyle_2018,BH,BH1,OHE,RF,train,r2,0.9841743813051665,0.0003653551021615947,5,,1000,,yieldsmarter/Results/Compare_Complexity/Doyle_2018/OHE/Doyle_OHE_metrics_summaries_RF.json
yieldsmarter/Results/Compare_Complexity,Doyle_2018,BH,BH1,OHE,RF,train,medae,1.6089281246314127,0.02290864245961895,5,,1000,,yieldsmarter/Results/Compare_Complexity/Doyle_2018/OHE/Doyle_OHE_metrics_summaries_RF.json
yieldsmarter/Results/Compare_Complexity,Doyle_2018,BH,BH1,OHE,RF,train,kendall_tau,0.9236537260799043,0.0007109380296500424,5,,1000,,yieldsmarter/Results/Compare_Complexity/Doyle_2018/OHE/Doyle_OHE_metrics_summaries_RF.json
yieldsmarter/Results/Compare_Complexity,Doyle_2018,BH,BH1,OHE,RF,test,mae,6.43266540035404,0.29452228282367027,5,,1000,,yieldsmarter/Results/Compare_Complexity/Doyle_2018/OHE/Doyle_OHE_metrics_summaries_RF.json
yieldsmarter/Results/Compare_Complexity,Doyle_2018,BH,BH1,OHE,RF,test,rmse,9.303579610678113,0.4748886228087751,5,,1000,,yieldsmarter/Results/Compare_Complexity/Doyle_2018/OHE/Doyle_OHE_metrics_summaries_RF.json
yieldsmarter/Results/Compare_Complexity,Doyle_2018,BH,BH1,OHE,RF,test,r2,0.8831276621985755,0.013226017429811483,5,,1000,,yieldsmarter/Results/Compare_Complexity/Doyle_2018/OHE/Doyle_OHE_metrics_summaries_RF.json
yieldsmarter/Results/Compare_Complexity,Doyle_2018,BH,BH1,OHE,RF,test,medae,4.36067763125017,0.21754072860110849,5,,1000,,yieldsmarter/Results/Compare_Complexity/Doyle_2018/OHE/Doyle_OHE_metrics_summaries_RF.json
yieldsmarter/Results/Compare_Complexity,Doyle_2018,BH,BH1,OHE,RF,test,kendall_tau,0.7952110389388872,0.010904146137893929,5,,1000,,yieldsmarter/Results/Compare_Complexity/Doyle_2018/OHE/Doyle_OHE_metrics_summaries_RF.json
yieldsmarter/Results/Compare_Complexity,Doyle_2018,BH,BH1,PhysChem,RF,train,mae,2.2233184239660555,0.023982415052954835,5,,1000,../../Results/Compare_Complexity/Doyle_2018/PhysChem/Doyle_PhysChem.npz,yieldsmarter/Results/Compare_Complexity/Doyle_2018/PhysChem/Doyle_PhysChem_metrics_summaries_RF.json
yieldsmarter/Results/Compare_Complexity,Doyle_2018,BH,BH1,PhysChem,RF,train,rmse,3.2321297226593337,0.034468262700202604,5,,1000,../../Results/Compare_Complexity/Doyle_2018/PhysChem/Doyle_PhysChem.npz,yieldsmarter/Results/Compare_Complexity/Doyle_2018/PhysChem/Doyle_PhysChem_metrics_summaries_RF.json
yieldsmarter/Results/Compare_Complexity,Doyle_2018,BH,BH1,PhysChem,RF,train,r2,0.9859666356469404,0.0003478756159508165,5,,1000,../../Results/Compare_Complexity/Doyle_2018/PhysChem/Doyle_PhysChem.npz,yieldsmarter/Results/Compare_Complexity/Doyle_2018/PhysChem/Doyle_PhysChem_metrics_summaries_RF.json
yieldsmarter/Results/Compare_Complexity,Doyle_2018,BH,BH1,PhysChem,RF,train,medae,1.5024257933248963,0.03600840767774378,5,,1000,../../Results/Compare_Complexity/Doyle_2018/PhysChem/Doyle_PhysChem.npz,yieldsmarter/Results/Compare_Complexity/Doyle_2018/PhysChem/Doyle_PhysChem_metrics_summaries_RF.json
yieldsmarter/Results/Compare_Complexity,Doyle_2018,BH,BH1,PhysChem,RF,train,kendall_tau,0.9297361486504946,0.0007161115570386519,5,,1000,../../Results/Compare_Complexity/Doyle_2018/PhysChem/Doyle_PhysChem.npz,yieldsmarter/Results/Compare_Complexity/Doyle_2018/PhysChem/Doyle_PhysChem_metrics_summaries_RF.json
yieldsmarter/Results/Compare_Complexity,Doyle_2018,BH,BH1,PhysChem,RF,test,mae,6.044628226709067,0.28442517885705504,5,,1000,../../Results/Compare_Complexity/Doyle_2018/PhysChem/Doyle_PhysChem.npz,yieldsmarter/Results/Compare_Complexity/Doyle_2018/PhysChem/Doyle_PhysChem_metrics_summaries_RF.json
yieldsmarter/Results/Compare_Complexity,Doyle_2018,BH,BH1,PhysChem,RF,test,rmse,8.75070591617427,0.5256459234183768,5,,1000,../../Results/Compare_Complexity/Doyle_2018/PhysChem/Doyle_PhysChem.npz,yieldsmarter/Results/Compare_Complexity/Doyle_2018/PhysChem/Doyle_PhysChem_metrics_summaries_RF.json
yieldsmarter/Results/Compare_Complexity,Doyle_2018,BH,BH1,PhysChem,RF,test,r2,0.8965145816418639,0.013334129970824435,5,,1000,../../Results/Compare_Complexity/Doyle_2018/PhysChem/Doyle_PhysChem.npz,yieldsmarter/Results/Compare_Complexity/Doyle_2018/PhysChem/Doyle_PhysChem_metrics_summaries_RF.json
yieldsmarter/Results/Compare_Complexity,Doyle_2018,BH,BH1,PhysChem,RF,test,medae,4.133267777918085,0.2586861857354987,5,,1000,../../Results/Compare_Complexity/Doyle_2018/PhysChem/Doyle_PhysChem.npz,yieldsmarter/Results/Compare_Complexity/Doyle_2018/PhysChem/Doyle_PhysChem_metrics_summaries_RF.json
yieldsmarter/Results/Compare_Complexity,Doyle_2018,BH,BH1,PhysChem,RF,test,kendall_tau,0.8108863707524345,0.010775802912520043,5,,1000,../../Results/Compare_Complexity/Doyle_2018/PhysChem/Doyle_PhysChem.npz,yieldsmarter/Results/Compare_Complexity/Doyle_2018/PhysChem/Doyle_PhysChem_metrics_summaries_RF.json
yieldsmarter/Results/Compare_Complexity,Doyle_2018,BH,BH1,SOAP,RF,train,mae,1.809297688921859,0.026635379093105906,5,,1000,../../Results/Compare_Complexity/Doyle_2018/SOAP/Doyle_SOAP.npz,yieldsmarter/Results/Compare_Complexity/Doyle_2018/SOAP/Doyle_SOAP_metrics_summaries_RF.json
yieldsmarter/Results/Compare_Complexity,Doyle_2018,BH,BH1,SOAP,RF,train,rmse,2.707621332641976,0.04209264196979526,5,,1000,../../Results/Compare_Complexity/Doyle_2018/SOAP/Doyle_SOAP.npz,yieldsmarter/Results/Compare_Complexity/Doyle_2018/SOAP/Doyle_SOAP_metrics_summaries_RF.json
yieldsmarter/Results/Compare_Complexity,Doyle_2018,BH,BH1,SOAP,RF,train,r2,0.9901497728061287,0.00034966225097828626,5,,1000,../../Results/Compare_Complexity/Doyle_2018/SOAP/Doyle_SOAP.npz,yieldsmarter/Results/Compare_Complexity/Doyle_2018/SOAP/Doyle_SOAP_metrics_summaries_RF.json
yieldsmarter/Results/Compare_Complexity,Doyle_2018,BH,BH1,SOAP,RF,train,medae,1.1806013411559297,0.026190852398502232,5,,1000,../../Results/Compare_Complexity/Doyle_2018/SOAP/Doyle_SOAP.npz,yieldsmarter/Results/Compare_Complexity/Doyle_2018/SOAP/Doyle_SOAP_metrics_summaries_RF.json
yieldsmarter/Results/Compare_Complexity,Doyle_2018,BH,BH1,SOAP,RF,train,kendall_tau,0.9373243445718241,0.0009408419184181869,5,,1000,../../Results/Compare_Complexity/Doyle_2018/SOAP/Doyle_SOAP.npz,yieldsmarter/Results/Compare_Complexity/Doyle_2018/SOAP/Doyle_SOAP_metrics_summaries_RF.json
yieldsmarter/Results/Compare_Complexity,Doyle_2018,BH,BH1,SOAP,RF,test,mae,4.924049905806174,0.2527279266323039,5,,1000,../../Results/Compare_Complexity/Doyle_2018/SOAP/Doyle_SOAP.npz,yieldsmarter/Results/Compare_Complexity/Doyle_2018/SOAP/Doyle_SOAP_metrics_summaries_RF.json
yieldsmarter/Results/Compare_Complexity,Doyle_2018,BH,BH1,SOAP,RF,test,rmse,7.349514073862743,0.5317995810306893,5,,1000,../../Results/Compare_Complexity/Doyle_2018/SOAP/Doyle_SOAP.npz,yieldsmarter/Results/Compare_Complexity/Doyle_2018/SOAP/Doyle_SOAP_metrics_summaries_RF.json
yieldsmarter/Results/Compare_Complexity,Doyle_2018,BH,BH1,SOAP,RF,test,r2,0.9268294109725251,0.011545780010060278,5,,1000,../../Results/Compare_Complexity/Doyle_2018/SOAP/Doyle_SOAP.npz,yieldsmarter/Results/Compare_Complexity/Doyle_2018/SOAP/Doyle_SOAP_metrics_summaries_RF.json
yieldsmarter/Results/Compare_Complexity,Doyle_2018,BH,BH1,SOAP,RF,test,medae,3.244789076609266,0.16887523064863397,5,,1000,../../Results/Compare_Complexity/Doyle_2018/SOAP/Doyle_SOAP.npz,yieldsmarter/Results/Compare_Complexity/Doyle_2018/SOAP/Doyle_SOAP_metrics_summaries_RF.json
yieldsmarter/Results/Compare_Complexity,Doyle_2018,BH,BH1,SOAP,RF,test,kendall_tau,0.8354410291758954,0.010361064187295228,5,,1000,../../Results/Compare_Complexity/Doyle_2018/SOAP/Doyle_SOAP.npz,yieldsmarter/Results/Compare_Complexity/Doyle_2018/SOAP/Doyle_SOAP_metrics_summaries_RF.json
yieldsmarter/Results/Compare_Complexity,Suzuki_2018,SM,SM,DFT,RF,train,mae,2.6839788615551243,0.030188324854299824,5,,1000,../../Results/Compare_Complexity/Suzuki_2018/DFT/Suzuki_DFT.npz,yieldsmarter/Results/Compare_Complexity/Suzuki_2018/DFT/Suzuki_DFT_metrics_summaries_RF.json
yieldsmarter/Results/Compare_Complexity,Suzuki_2018,SM,SM,DFT,RF,train,rmse,3.9839202167633005,0.04866323898897496,5,,1000,../../Results/Compare_Complexity/Suzuki_2018/DFT/Suzuki_DFT.npz,yieldsmarter/Results/Compare_Complexity/Suzuki_2018/DFT/Suzuki_DFT_metrics_summaries_RF.json
yieldsmarter/Results/Compare_Complexity,Suzuki_2018,SM,SM,DFT,RF,train,r2,0.9807604777057799,0.0005097593898192497,5,,1000,../../Results/Compare_Complexity/Suzuki_2018/DFT/Suzuki_DFT.npz,yieldsmarter/Results/Compare_Complexity/Suzuki_2018/DFT/Suzuki_DFT_metrics_summaries_RF.json
yieldsmarter/Results/Compare_Complexity,Suzuki_2018,SM,SM,DFT,RF,train,medae,1.6921081209279012,0.03817717538568011,5,,1000,../../Results/Compare_Complexity/Suzuki_2018/DFT/Suzuki_DFT.npz,yieldsmarter/Results/Compare_Complexity/Suzuki_2018/DFT/Suzuki_DFT_metrics_summaries_RF.json
yieldsmarter/Results/Compare_Complexity,Suzuki_2018,SM,SM,DFT,RF,train,kendall_tau,0.9201810600011404,0.001147348376625688,5,,1000,../../Results/Compare_Complexity/Suzuki_2018/DFT/Suzuki_DFT.npz,yieldsmarter/Results/Compare_Complexity/Suzuki_2018/DFT/Suzuki_DFT_metrics_summaries_RF.json
yieldsmarter/Results/Compare_Complexity,Suzuki_2018,SM,SM,DFT,RF,test,mae,7.191394303955411,0.22354878832627445,5,,1000,../../Results/Compare_Complexity/Suzuki_2018/DFT/Suzuki_DFT.npz,yieldsmarter/Results/Compare_Complexity/Suzuki_2018/DFT/Suzuki_DFT_metrics_summaries_RF.json
yieldsmarter/Results/Compare_Complexity,Suzuki_2018,SM,SM,DFT,RF,test,rmse,10.656208866992634,0.35778895368377683,5,,1000,../../Results/Compare_Complexity/Suzuki_2018/DFT/Suzuki_DFT.npz,yieldsmarter/Results/Compare_Complexity/Suzuki_2018/DFT/Suzuki_DFT_metrics_summaries_RF.json
yieldsmarter/Results/Compare_Complexity,Suzuki_2018,SM,SM,DFT,RF,test,r2,0.8620375374796104,0.009381077246919528,5,,1000,../../Results/Compare_Complexity/Suzuki_2018/DFT/Suzuki_DFT.npz,yieldsmarter/Results/Compare_Complexity/Suzuki_2018/DFT/Suzuki_DFT_metrics_summaries_RF.json
yieldsmarter/Results/Compare_Complexity,Suzuki_2018,SM,SM,DFT,RF,test,medae,4.499512212021399,0.23064119813756387,5,,1000,../../Results/Compare_Complexity/Suzuki_2018/DFT/Suzuki_DFT.npz,yieldsmarter/Results/Compare_Complexity/Suzuki_2018/DFT/Suzuki_DFT_metrics_summaries_RF.json
yieldsmarter/Results/Compare_Complexity,Suzuki_2018,SM,SM,DFT,RF,test,kendall_tau,0.7696127387784122,0.009440582982432095,5,,1000,../../Results/Compare_Complexity/Suzuki_2018/DFT/Suzuki_DFT.npz,yieldsmarter/Results/Compare_Complexity/Suzuki_2018/DFT/Suzuki_DFT_metrics_summaries_RF.json
yieldsmarter/Results/Compare_Complexity,Suzuki_2018,SM,SM,MFP,RF,train,mae,2.7267442887776427,0.030717242423806385,5,,1000,../../Results/Compare_Complexity/Suzuki_2018/MFP/Suzuki_MFP.npz,yieldsmarter/Results/Compare_Complexity/Suzuki_2018/MFP/Suzuki_MFP_metrics_summaries_RF.json
yieldsmarter/Results/Compare_Complexity,Suzuki_2018,SM,SM,MFP,RF,train,rmse,4.0680336805854,0.042912885892626894,5,,1000,../../Results/Compare_Complexity/Suzuki_2018/MFP/Suzuki_MFP.npz,yieldsmarter/Results/Compare_Complexity/Suzuki_2018/MFP/Suzuki_MFP_metrics_summaries_RF.json
yieldsmarter/Results/Compare_Complexity,Suzuki_2018,SM,SM,MFP,RF,train,r2,0.9799403227241722,0.0004678080999260396,5,,1000,../../Results/Compare_Complexity/Suzuki_2018/MFP/Suzuki_MFP.npz,yieldsmarter/Results/Compare_Complexity/Suzuki_2018/MFP/Suzuki_MFP_metrics_summaries_RF.json
yieldsmarter/Results/Compare_Complexity,Suzuki_2018,SM,SM,MFP,RF,train,medae,1.7023985318243182,0.04167553647322683,5,,1000,../../Results/Compare_Complexity/Suzuki_2018/MFP/Suzuki_MFP.npz,yieldsmarter/Results/Compare_Complexity/Suzuki_2018/MFP/Suzuki_MFP_metrics_summaries_RF.json
yieldsmarter/Results/Compare_Complexity,Suzuki_2018,SM,SM,MFP,RF,train,kendall_tau,0.9183257752928796,0.0011153013105031858,5,,1000,../../Results/Compare_Complexity/Suzuki_2018/MFP/Suzuki_MFP.npz,yieldsmarter/Results/Compare_Complexity/Suzuki_2018/MFP/Suzuki_MFP_metrics_summaries_RF.json
yieldsmarter/Results/Compare_Complexity,Suzuki_2018,SM,SM,MFP,RF,test,mae,7.398945621312399,0.2199739432287865,5,,1000,../../Results/Compare_Complexity/Suzuki_2018/MFP/Suzuki_MFP.npz,yieldsmarter/Results/Compare_Complexity/Suzuki_2018/MFP/Suzuki_MFP_metrics_summaries_RF.json
yieldsmarter/Results/Compare_Complexity,Suzuki_2018,SM,SM,MFP,RF,test,rmse,11.008577405453288,0.3229990876709754,5,,1000,../../Results/Compare_Complexity/Suzuki_2018/MFP/Suzuki_MFP.npz,yieldsmarter/Results/Compare_Complexity/Suzuki_2018/MFP/Suzuki_MFP_metrics_summaries_RF.json
yieldsmarter/Results/Compare_Complexity,Suzuki_2018,SM,SM,MFP,RF,test,r2,0.8527994807980537,0.008652368329218849,5,,1000,../../Results/Compare_Complexity/Suzuki_2018/MFP/Suzuki_MFP.npz,yieldsmarter/Results/Compare_Complexity/Suzuki_2018/MFP/Suzuki_MFP_metrics_summaries_RF.json
