stage,dataset,descriptor,model,mae_mean,rmse_mean,r2_mean,kendall_tau_mean,feature_dim,folds,train_elapsed_s_mean,feature_elapsed_s_mean
core_rf_5x5,SLAP,ohe,rf,21.932843351855208,45.75158305563138,0.6074715340950232,0.48113236619071353,115,25,0.41945044000000004,0.0033689199999999996
