paper_target_id,dataset,descriptor,model,split,metric,paper_value,reproduced_value,abs_diff,rel_diff,status,explanation
si_table_s3_rf_cv,SM,ohe,rf,5x5_repeated_cv,mae,,7.4935232598242125,,,pending_paper_value_materialization,"Official data run completed, but paper values still need to be filled from tracked Table S3 targets."
si_table_s3_rf_cv,SM,ohe,rf,5x5_repeated_cv,rmse,,11.080129955415469,,,pending_paper_value_materialization,"Official data run completed, but paper values still need to be filled from tracked Table S3 targets."
si_table_s3_rf_cv,SM,ohe,rf,5x5_repeated_cv,r2,,0.844056146674134,,,pending_paper_value_materialization,"Official data run completed, but paper values still need to be filled from tracked Table S3 targets."
si_table_s3_rf_cv,SM,ohe,rf,5x5_repeated_cv,kendall_tau,,0.7534776276087521,,,pending_paper_value_materialization,"Official data run completed, but paper values still need to be filled from tracked Table S3 targets."
