stage,dataset,descriptor,model,mae_mean,rmse_mean,r2_mean,kendall_tau_mean,feature_dim,folds,train_elapsed_s_mean,feature_elapsed_s_mean
core_rf_5x5,BH2,ohe,rf,15.244271976876268,21.86197202460156,0.5896292918209074,0.6142798324082527,95,25,0.567387,0.00662216
