stage,dataset,descriptor,model,mae_mean,rmse_mean,r2_mean,kendall_tau_mean,feature_dim,folds,train_elapsed_s_mean,feature_elapsed_s_mean
core_rf_5x5,SM,ohe,rf,7.841605969172474,11.1586383821136,0.84181192957582,0.751534823224437,35,25,0.4658896,0.0071620799999999995
