stage,dataset,descriptor,model,mae_mean,rmse_mean,r2_mean,kendall_tau_mean,feature_dim,folds,train_elapsed_s_mean,feature_elapsed_s_mean
core_rf_5x5,BH,ohe,rf,6.4349265080668365,9.310481141486761,0.8829680158424921,0.7950973158372747,44,25,0.52105328,0.005480479999999999
