,Train_sizes,Train_MAE,Train_R2,Train_MSE,Test_MAE,Test_R2,Test_MSE,opt_alpha,opt_gamma,best_score,aavre%
0,325,12.603669888726122,293.1763036455234,0.9440812116377957,20.91583867960754,0.862757816268586,789.0353199242551,0.001,9.999999999999999e-05,-22.63711164165416,10.4049053723639
1,649,13.195416159807797,326.80223089809465,0.942865371585249,19.840302835665607,0.8766724241905111,709.0371967904593,0.001,9.999999999999999e-05,-21.487167583672868,9.992495804842251
2,974,14.011830952790557,375.21998226279794,0.9357377809816837,18.9362200845821,0.8852187846501492,659.9023019926938,0.001,9.999999999999999e-05,-20.4895626759358,9.528847236286776
3,1298,13.83773447383899,364.74492593202075,0.9362665530624327,18.647491512824562,0.8834709860481955,669.9507782815479,0.001,9.999999999999999e-05,-18.923542210250638,9.30301025270178
4,1623,14.091923046467327,373.28855591851516,0.9354293224956821,18.138700649094012,0.8878951960279329,644.515027830318,0.001,9.999999999999999e-05,-18.547651031662028,8.9853588399915
5,1947,14.113788758016629,394.3727959206339,0.9314242179715511,18.11499787167355,0.8900728690143814,631.9951097203326,0.001,9.999999999999999e-05,-18.230523324642657,9.017112389847243
