Num,SlogP,SMR,LabuteASA,TPSA,AMW,ExactMW,NumLipinskiHBA,NumLipinskiHBD,NumRotatableBonds,NumHBD,NumHBA,NumAmideBonds,NumHeteroAtoms,NumHeavyAtoms,NumAtoms,NumStereocenters,NumUnspecifiedStereocenters,NumRings,NumAromaticRings,NumSaturatedRings,NumAliphaticRings,NumAromaticHeterocycles,NumSaturatedHeterocycles,NumAliphaticHeterocycles,NumAromaticCarbocycles,NumSaturatedCarbocycles,NumAliphaticCarbocycles,FractionCSP3,Chi0v,Chi1v,Chi2v,Chi3v,Chi4v,Chi1n,Chi2n,Chi3n,Chi4n,HallKierAlpha,kappa1,kappa2,kappa3,slogp_VSA1,slogp_VSA2,slogp_VSA3,slogp_VSA4,slogp_VSA5,slogp_VSA6,slogp_VSA7,slogp_VSA8,slogp_VSA9,slogp_VSA10,slogp_VSA11,slogp_VSA12,smr_VSA1,smr_VSA2,smr_VSA3,smr_VSA4,smr_VSA5,smr_VSA6,smr_VSA7,smr_VSA8,smr_VSA9,smr_VSA10,peoe_VSA1,peoe_VSA2,peoe_VSA3,peoe_VSA4,peoe_VSA5,peoe_VSA6,peoe_VSA7,peoe_VSA8,peoe_VSA9,peoe_VSA10,peoe_VSA11,peoe_VSA12,peoe_VSA13,peoe_VSA14,MQN1,MQN2,MQN3,MQN4,MQN5,MQN6,MQN7,MQN8,MQN9,MQN10,MQN11,MQN12,MQN13,MQN14,MQN15,MQN16,MQN17,MQN18,MQN19,MQN20,MQN21,MQN22,MQN23,MQN24,MQN25,MQN26,MQN27,MQN28,MQN29,MQN30,MQN31,MQN32,MQN33,MQN34,MQN35,MQN36,MQN37,MQN38,MQN39,MQN40,MQN41,MQN42,SlogP (#1),SMR (#1),LabuteASA (#1),TPSA (#1),AMW (#1),ExactMW (#1),NumLipinskiHBA (#1),NumLipinskiHBD (#1),NumRotatableBonds (#1),NumHBD (#1),NumHBA (#1),NumAmideBonds (#1),NumHeteroAtoms (#1),NumHeavyAtoms (#1),NumAtoms (#1),NumStereocenters (#1),NumUnspecifiedStereocenters (#1),NumRings (#1),NumAromaticRings (#1),NumSaturatedRings (#1),NumAliphaticRings (#1),NumAromaticHeterocycles (#1),NumSaturatedHeterocycles (#1),NumAliphaticHeterocycles (#1),NumAromaticCarbocycles (#1),NumSaturatedCarbocycles (#1),NumAliphaticCarbocycles (#1),FractionCSP3 (#1),Chi0v (#1),Chi1v (#1),Chi2v (#1),Chi3v (#1),Chi4v (#1),Chi1n (#1),Chi2n (#1),Chi3n (#1),Chi4n (#1),HallKierAlpha (#1),kappa1 (#1),kappa2 (#1),kappa3 (#1),slogp_VSA1 (#1),slogp_VSA2 (#1),slogp_VSA3 (#1),slogp_VSA4 (#1),slogp_VSA5 (#1),slogp_VSA6 (#1),slogp_VSA7 (#1),slogp_VSA8 (#1),slogp_VSA9 (#1),slogp_VSA10 (#1),slogp_VSA11 (#1),slogp_VSA12 (#1),smr_VSA1 (#1),smr_VSA2 (#1),smr_VSA3 (#1),smr_VSA4 (#1),smr_VSA5 (#1),smr_VSA6 (#1),smr_VSA7 (#1),smr_VSA8 (#1),smr_VSA9 (#1),smr_VSA10 (#1),peoe_VSA1 (#1),peoe_VSA2 (#1),peoe_VSA3 (#1),peoe_VSA4 (#1),peoe_VSA5 (#1),peoe_VSA6 (#1),peoe_VSA7 (#1),peoe_VSA8 (#1),peoe_VSA9 (#1),peoe_VSA10 (#1),peoe_VSA11 (#1),peoe_VSA12 (#1),peoe_VSA13 (#1),peoe_VSA14 (#1),MQN1 (#1),MQN2 (#1),MQN3 (#1),MQN4 (#1),MQN5 (#1),MQN6 (#1),MQN7 (#1),MQN8 (#1),MQN9 (#1),MQN10 (#1),MQN11 (#1),MQN12 (#1),MQN13 (#1),MQN14 (#1),MQN15 (#1),MQN16 (#1),MQN17 (#1),MQN18 (#1),MQN19 (#1),MQN20 (#1),MQN21 (#1),MQN22 (#1),MQN23 (#1),MQN24 (#1),MQN25 (#1),MQN26 (#1),MQN27 (#1),MQN28 (#1),MQN29 (#1),MQN30 (#1),MQN31 (#1),MQN32 (#1),MQN33 (#1),MQN34 (#1),MQN35 (#1),MQN36 (#1),MQN37 (#1),MQN38 (#1),MQN39 (#1),MQN40 (#1),MQN41 (#1),MQN42 (#1),Temp (K),∆∆G (Kcal/mol)
1150,3.60432,110.649,167.364081162268,66.48,400.544,400.182063756,5,1,6,1,3,1,6,28,56,1,0,3,2,1,1,0,1,1,2,0,0,0.409090909090909,17.2830902053018,11.2825855985417,9.34673153599929,7.43154072874784,5.24199772870566,9.84252226974109,7.40879655605762,5.51867222886123,3.77229912859256,-2.18,20.5515953797675,8.8814276045318,4.61932182192284,5.31678860400633,37.7615463459498,10.0232911534076,12.841643245852,42.1076422359345,59.4927870916723,0,0,0,0,0,0,13.2123341684008,0,9.62200459530256,5.91790604616139,44.047263572825,13.0895128118252,65.7242065995485,0,0,15.9304708827591,5.31678860400633,4.79453718407182,8.41779698432894,4.30521599129623,0,42.8190240336957,56.3695763884765,24.6948051326701,4.89548347551777,0,0,10.0232911534076,5.90717972935151,0,22,0,0,0,0,1,0,1,1,3,0,28,9,3,0,12,6,0,6,8,5,1,1,0,0,5,2,2,1,13,5,0,0,0,0,3,0,0,0,0,0,0,5.66690000000001,148.309,227.0113394725,64.77,515.613,515.220891788,6,0,4,0,6,0,6,39,68,6,0,9,3,0,6,0,0,3,3,0,3,0.363636363636364,21.7871176280509,14.105484315085,11.912459476846,9.49899400792974,7.52628025347891,14.105484315085,11.912459476846,9.49899400792974,7.52628025347891,-3.93,21.9447324092523,7.8101902196065,3.11447547757058,0,36.0051351963177,33.4730537301782,5.41499046939678,64.8507902602425,87.7736190194463,0,0,0,0,0,0,14.2105888614001,0,0,20.3922046673038,69.0444453420834,0,106.177113771721,0,0,17.6932360330728,14.2105888614001,0,14.977214197907,0,0,72.7964048215393,40.3044461498726,25.683286491704,0,41.8524121200856,5.89774534435761,11.7954906887152,0,0,33,0,0,0,0,0,0,0,3,0,3,39,5,0,0,30,12,0,4,9,6,0,0,0,0,1,1,0,1,21,15,0,0,0,6,3,0,0,0,0,12,6,303.15,0.128799445338837
1151,3.60432,110.649,167.364081162268,66.48,400.544,400.182063756,5,1,6,1,3,1,6,28,56,1,0,3,2,1,1,0,1,1,2,0,0,0.409090909090909,17.2830902053018,11.2825855985417,9.34673153599929,7.43154072874784,5.24199772870566,9.84252226974109,7.40879655605762,5.51867222886123,3.77229912859256,-2.18,20.5515953797675,8.8814276045318,4.61932182192284,5.31678860400633,37.7615463459498,10.0232911534076,12.841643245852,42.1076422359345,59.4927870916723,0,0,0,0,0,0,13.2123341684008,0,9.62200459530256,5.91790604616139,44.047263572825,13.0895128118252,65.7242065995485,0,0,15.9304708827591,5.31678860400633,4.79453718407182,8.41779698432894,4.30521599129623,0,42.8190240336957,56.3695763884765,24.6948051326701,4.89548347551777,0,0,10.0232911534076,5.90717972935151,0,22,0,0,0,0,1,0,1,1,3,0,28,9,3,0,12,6,0,6,8,5,1,1,0,0,5,2,2,1,13,5,0,0,0,0,3,0,0,0,0,0,0,7.60040000000001,156.213,233.075153734755,56.07,521.62,521.210327104,5,0,6,0,5,0,5,40,67,4,0,7,5,0,2,1,0,2,4,0,0,0.114285714285714,21.7465946355475,13.4985963327432,9.88588407386686,7.2891370905299,5.32946294047753,13.4985963327432,9.88588407386686,7.2891370905299,5.32946294047753,-5.03,24.0411256425149,10.6186959493923,4.66737809005107,0,16.7794692096624,9.4737259076001,0,57.9332763902774,149.511252039888,0,0,0,0,0,0,9.4737259076001,0,4.98397852094721,9.98480946527134,24.2916144337925,0,173.168104531102,0,0,11.7954906887152,9.4737259076001,0,14.9687879862185,0,0,127.393708437694,34.3865401037112,0,0,23.4715376479928,12.2079327754966,11.7954906887152,0,0,35,0,0,0,0,0,0,0,3,0,2,40,6,0,0,23,17,0,6,7,5,0,0,0,0,0,0,0,0,28,12,0,0,0,2,5,0,0,0,0,0,0,303.15,0.194016281628842
1152,3.60432,110.649,167.364081162268,66.48,400.544,400.182063756,5,1,6,1,3,1,6,28,56,1,0,3,2,1,1,0,1,1,2,0,0,0.409090909090909,17.2830902053018,11.2825855985417,9.34673153599929,7.43154072874784,5.24199772870566,9.84252226974109,7.40879655605762,5.51867222886123,3.77229912859256,-2.18,20.5515953797675,8.8814276045318,4.61932182192284,5.31678860400633,37.7615463459498,10.0232911534076,12.841643245852,42.1076422359345,59.4927870916723,0,0,0,0,0,0,13.2123341684008,0,9.62200459530256,5.91790604616139,44.047263572825,13.0895128118252,65.7242065995485,0,0,15.9304708827591,5.31678860400633,4.79453718407182,8.41779698432894,4.30521599129623,0,42.8190240336957,56.3695763884765,24.6948051326701,4.89548347551777,0,0,10.0232911534076,5.90717972935151,0,22,0,0,0,0,1,0,1,1,3,0,28,9,3,0,12,6,0,6,8,5,1,1,0,0,5,2,2,1,13,5,0,0,0,0,3,0,0,0,0,0,0,11.8376,227.914999999999,330.450533643014,43.18,735.069,734.481129224,4,0,6,0,4,0,4,55,117,4,0,8,4,0,4,0,0,2,4,0,2,0.490196078431373,35.4316557420871,20.6439002001098,21.1495427092365,12.6129514870774,9.1386554738439,20.6439002001098,21.1495427092365,12.6129514870774,9.1386554738439,-4.18,37.7299241781499,12.932632609994,6.97308951444858,0,24.0034234642118,56.8169742768912,5.41499046939678,150.803042971553,94.9139484237339,0,0,0,0,0,0,9.4737259076001,0,0,15.3997999346681,154.719709199371,0,140.563653875433,0,0,11.7954906887152,9.4737259076001,0,9.98480946527134,0,0,168.01398535475,90.1361200404091,12.841643245852,0,29.7066049031893,0,11.7954906887152,0,0,51,0,0,0,0,0,0,0,2,0,2,55,22,0,0,26,14,0,6,6,4,0,0,0,0,12,2,0,5,20,16,0,0,0,4,4,0,0,0,0,8,4,303.15,1.66011917426128
1153,3.60432,110.649,167.364081162268,66.48,400.544,400.182063756,5,1,6,1,3,1,6,28,56,1,0,3,2,1,1,0,1,1,2,0,0,0.409090909090909,17.2830902053018,11.2825855985417,9.34673153599929,7.43154072874784,5.24199772870566,9.84252226974109,7.40879655605762,5.51867222886123,3.77229912859256,-2.18,20.5515953797675,8.8814276045318,4.61932182192284,5.31678860400633,37.7615463459498,10.0232911534076,12.841643245852,42.1076422359345,59.4927870916723,0,0,0,0,0,0,13.2123341684008,0,9.62200459530256,5.91790604616139,44.047263572825,13.0895128118252,65.7242065995485,0,0,15.9304708827591,5.31678860400633,4.79453718407182,8.41779698432894,4.30521599129623,0,42.8190240336957,56.3695763884765,24.6948051326701,4.89548347551777,0,0,10.0232911534076,5.90717972935151,0,22,0,0,0,0,1,0,1,1,3,0,28,9,3,0,12,6,0,6,8,5,1,1,0,0,5,2,2,1,13,5,0,0,0,0,3,0,0,0,0,0,0,2.0906,68.6297,99.3119124332019,27.63,223.364,223.2048478,3,1,0,1,3,0,3,16,41,2,0,2,0,1,2,0,1,2,0,0,0,0.923076923076923,11.4633412917523,6.27039000199296,7.30246118662861,3.72232702542617,2.23461058035174,6.27039000199296,7.30246118662861,3.72232702542617,2.23461058035174,-0.73,11.746591809466,3.37905719590416,2.04316897741889,5.31678860400633,36.0326587697154,0,10.8299809387936,41.5424231981437,4.99240473263567,0,0,0,0,0,0,0,0,10.2166983348568,15.8223856714292,53.6261048564397,13.0895128118252,0,0,0,5.95955456874383,10.2166983348568,0,4.99240473263567,0,0,41.5424231981437,10.8299809387936,13.0895128118252,12.0836816582959,0,5.95955456874383,0,0,0,13,0,0,0,0,0,0,0,3,0,0,16,8,0,0,8,1,0,0,3,3,1,1,0,0,6,0,0,2,4,4,0,0,0,2,0,0,0,0,0,2,1,303.15,0.479324110552646
1154,3.60432,110.649,167.364081162268,66.48,400.544,400.182063756,5,1,6,1,3,1,6,28,56,1,0,3,2,1,1,0,1,1,2,0,0,0.409090909090909,17.2830902053018,11.2825855985417,9.34673153599929,7.43154072874784,5.24199772870566,9.84252226974109,7.40879655605762,5.51867222886123,3.77229912859256,-2.18,20.5515953797675,8.8814276045318,4.61932182192284,5.31678860400633,37.7615463459498,10.0232911534076,12.841643245852,42.1076422359345,59.4927870916723,0,0,0,0,0,0,13.2123341684008,0,9.62200459530256,5.91790604616139,44.047263572825,13.0895128118252,65.7242065995485,0,0,15.9304708827591,5.31678860400633,4.79453718407182,8.41779698432894,4.30521599129623,0,42.8190240336957,56.3695763884765,24.6948051326701,4.89548347551777,0,0,10.0232911534076,5.90717972935151,0,22,0,0,0,0,1,0,1,1,3,0,28,9,3,0,12,6,0,6,8,5,1,1,0,0,5,2,2,1,13,5,0,0,0,0,3,0,0,0,0,0,0,3.0664,94.642,141.414107364409,43.18,320.392,320.15247788,4,0,5,0,4,0,4,24,44,2,0,4,2,0,2,0,0,2,2,0,0,0.3,13.4675541269493,8.36067708273569,6.17760490879296,4.23579113457586,3.04636392344401,8.36067708273569,6.17760490879296,4.23579113457586,3.04636392344401,-2.62,14.9399332687735,6.86972038307544,3.47909022329607,0,37.092936276037,22.3153691534521,0,11.126902983394,70.6484801498874,0,0,0,0,0,0,9.4737259076001,0,0,9.98480946527134,24.9253249041479,13.2137639290258,71.7905736680101,0,0,11.7954906887152,9.4737259076001,0,9.98480946527134,0,0,60.6636706846161,23.968546229246,0,12.0836816582959,13.2137639290258,0,0,11.7954906887152,0,20,0,0,0,0,0,0,0,2,0,2,24,5,0,0,14,8,0,5,6,4,0,0,0,0,0,2,0,0,16,6,0,0,0,2,2,0,0,0,0,0,0,303.15,0.430676481956358
1155,3.60432,110.649,167.364081162268,66.48,400.544,400.182063756,5,1,6,1,3,1,6,28,56,1,0,3,2,1,1,0,1,1,2,0,0,0.409090909090909,17.2830902053018,11.2825855985417,9.34673153599929,7.43154072874784,5.24199772870566,9.84252226974109,7.40879655605762,5.51867222886123,3.77229912859256,-2.18,20.5515953797675,8.8814276045318,4.61932182192284,5.31678860400633,37.7615463459498,10.0232911534076,12.841643245852,42.1076422359345,59.4927870916723,0,0,0,0,0,0,13.2123341684008,0,9.62200459530256,5.91790604616139,44.047263572825,13.0895128118252,65.7242065995485,0,0,15.9304708827591,5.31678860400633,4.79453718407182,8.41779698432894,4.30521599129623,0,42.8190240336957,56.3695763884765,24.6948051326701,4.89548347551777,0,0,10.0232911534076,5.90717972935151,0,22,0,0,0,0,1,0,1,1,3,0,28,9,3,0,12,6,0,6,8,5,1,1,0,0,5,2,2,1,13,5,0,0,0,0,3,0,0,0,0,0,0,1.893,64.026,96.7596874098678,43.18,224.304,224.15247788,4,0,3,0,4,0,4,16,36,2,0,2,0,0,2,0,0,2,0,0,0,0.833333333333333,10.4345384110592,5.99177425900067,5.11324164766597,3.06982664678128,1.6958746471446,5.99177425900067,5.11324164766597,3.06982664678128,1.6958746471446,-1.06,11.4261392077253,4.4355195654636,2.20265194198707,0,37.092936276037,9.4737259076001,11.8358120923228,27.6949487987625,9.98480946527134,0,0,0,0,0,0,9.4737259076001,0,0,21.8206215575941,39.7786304570584,13.2137639290258,0,0,0,11.7954906887152,9.4737259076001,0,9.98480946527134,0,0,27.6949487987625,11.8358120923228,0,12.0836816582959,13.2137639290258,0,0,11.7954906887152,0,12,0,0,0,0,0,0,0,2,0,2,16,7,0,0,8,2,0,3,6,4,0,0,0,0,4,0,2,0,6,4,0,0,0,2,0,0,0,0,0,0,0,303.15,0.636456710289004
1156,4.2179,87.3672000000001,126.754476409989,29.1,281.399,281.177964356,2,1,7,1,1,1,2,21,44,1,0,2,2,0,0,0,0,0,2,0,0,0.315789473684211,12.5875283762959,7.69132323758021,5.32248591667789,3.72485788938027,2.43387440401285,7.69132323758021,5.32248591667789,3.72485788938027,2.43387440401285,-2.09,15.3017175254492,8.25344660448429,5.0676092369385,5.31678860400633,11.9490205584995,6.42082162292601,0,42.1076422359345,60.6636706846161,0,0,0,0,0,0,4.79453718407182,0,5.31678860400633,0,38.6488645205426,0,71.7905736680101,0,0,5.90717972935151,5.31678860400633,4.79453718407182,0,0,0,55.4546737473835,43.3794721203243,11.605292320845,0,0,0,0,5.90717972935151,0,19,0,0,0,0,0,0,1,0,1,0,21,9,1,0,6,6,0,7,3,2,1,1,0,0,2,5,2,0,10,2,0,0,0,0,2,0,0,0,0,0,0,1.883,55.352,83.8437403486609,34.48,190.246,190.110613068,3,0,2,0,3,0,3,14,28,1,0,2,1,0,1,1,0,1,0,0,0,0.454545454545455,8.47388387778808,4.89136795159229,3.77159872437895,2.32744758367152,1.36032388154878,4.89136795159229,3.77159872437895,2.32744758367152,1.36032388154878,-1.38,9.18580868162696,3.78003488851021,1.76163071666042,0,23.5304466589657,4.73686295380005,5.91790604616139,19.5414023942297,29.3883495096336,0,0,0,0,0,0,4.73686295380005,0,4.98397852094721,10.9103107787971,19.8893152285292,6.60688196451292,30.0898727718464,0,0,5.89774534435761,4.73686295380005,4.98397852094721,4.99240473263567,0,0,19.9138414678429,18.0506401830846,6.19684357161308,6.04184082914796,12.3008099593614,0,5.89774534435761,0,0,11,0,0,0,0,0,0,0,2,0,1,14,4,0,0,7,4,0,2,4,3,0,0,0,0,2,0,1,0,8,3,0,0,0,1,1,0,0,0,0,0,0,303.15,0.0137057795865987
1157,4.2179,87.3672000000001,126.754476409989,29.1,281.399,281.177964356,2,1,7,1,1,1,2,21,44,1,0,2,2,0,0,0,0,0,2,0,0,0.315789473684211,12.5875283762959,7.69132323758021,5.32248591667789,3.72485788938027,2.43387440401285,7.69132323758021,5.32248591667789,3.72485788938027,2.43387440401285,-2.09,15.3017175254492,8.25344660448429,5.0676092369385,5.31678860400633,11.9490205584995,6.42082162292601,0,42.1076422359345,60.6636706846161,0,0,0,0,0,0,4.79453718407182,0,5.31678860400633,0,38.6488645205426,0,71.7905736680101,0,0,5.90717972935151,5.31678860400633,4.79453718407182,0,0,0,55.4546737473835,43.3794721203243,11.605292320845,0,0,0,0,5.90717972935151,0,19,0,0,0,0,0,0,1,0,1,0,21,9,1,0,6,6,0,7,3,2,1,1,0,0,2,5,2,0,10,2,0,0,0,0,2,0,0,0,0,0,0,2.5997,65.909,99.8060082115351,34.48,224.263,224.094963004,3,0,2,0,3,0,3,17,29,1,0,3,2,0,1,1,0,1,1,0,0,0.142857142857143,9.28328495454659,5.60269281699747,3.88671552225562,2.71936902784306,1.84923570499286,5.60269281699747,3.88671552225562,2.71936902784306,1.84923570499286,-2.16,10.023557980377,4.37395125152972,2.03990882190158,0,17.4886058298177,4.73686295380005,0,17.2992203156934,59.7201848519416,0,0,0,0,0,0,4.73686295380005,0,4.98397852094721,4.99240473263567,6.04184082914796,6.60688196451292,65.9851596058514,0,0,5.89774534435761,4.73686295380005,4.98397852094721,4.99240473263567,0,0,36.3982024107697,17.6961856286202,6.19684357161308,0,18.3426507885093,0,5.89774534435761,0,0,14,0,0,0,0,0,0,0,2,0,1,17,2,0,0,10,7,0,2,4,3,0,0,0,0,0,0,0,0,13,4,0,0,0,1,2,0,0,0,0,0,0,303.15,0.213479927657211
1158,4.2179,87.3672000000001,126.754476409989,29.1,281.399,281.177964356,2,1,7,1,1,1,2,21,44,1,0,2,2,0,0,0,0,0,2,0,0,0.315789473684211,12.5875283762959,7.69132323758021,5.32248591667789,3.72485788938027,2.43387440401285,7.69132323758021,5.32248591667789,3.72485788938027,2.43387440401285,-2.09,15.3017175254492,8.25344660448429,5.0676092369385,5.31678860400633,11.9490205584995,6.42082162292601,0,42.1076422359345,60.6636706846161,0,0,0,0,0,0,4.79453718407182,0,5.31678860400633,0,38.6488645205426,0,71.7905736680101,0,0,5.90717972935151,5.31678860400633,4.79453718407182,0,0,0,55.4546737473835,43.3794721203243,11.605292320845,0,0,0,0,5.90717972935151,0,19,0,0,0,0,0,0,1,0,1,0,21,9,1,0,6,6,0,7,3,2,1,1,0,0,2,5,2,0,10,2,0,0,0,0,2,0,0,0,0,0,0,2.5244,68.534,105.165119172402,34.48,236.274,236.094963004,3,0,1,0,3,0,3,18,30,2,0,4,2,0,2,1,0,1,1,0,1,0.2,9.78328495454659,6.15327333339145,4.65330790772862,3.5503517696362,2.71197999018261,6.15327333339145,4.65330790772862,3.5503517696362,2.71197999018261,-2.16,9.82791026005112,3.66747886114414,1.36802700584493,0,16.9856902530531,11.1576845767261,0,22.8626718073904,53.65381778348,0,0,0,0,0,0,4.73686295380005,0,4.98397852094721,4.99240473263567,18.5666288398223,0,65.4822440290868,0,0,5.89774534435761,4.73686295380005,4.98397852094721,4.99240473263567,0,0,30.3318353423081,23.2596371203172,12.6176651945391,0,17.8397352117447,0,5.89774534435761,0,0,15,0,0,0,0,0,0,0,2,0,1,18,1,0,0,13,7,0,1,4,3,0,0,0,0,0,0,0,0,12,6,0,0,0,2,2,0,0,0,0,4,2,303.15,0.130027669643207
1159,4.2179,87.3672000000001,126.754476409989,29.1,281.399,281.177964356,2,1,7,1,1,1,2,21,44,1,0,2,2,0,0,0,0,0,2,0,0,0.315789473684211,12.5875283762959,7.69132323758021,5.32248591667789,3.72485788938027,2.43387440401285,7.69132323758021,5.32248591667789,3.72485788938027,2.43387440401285,-2.09,15.3017175254492,8.25344660448429,5.0676092369385,5.31678860400633,11.9490205584995,6.42082162292601,0,42.1076422359345,60.6636706846161,0,0,0,0,0,0,4.79453718407182,0,5.31678860400633,0,38.6488645205426,0,71.7905736680101,0,0,5.90717972935151,5.31678860400633,4.79453718407182,0,0,0,55.4546737473835,43.3794721203243,11.605292320845,0,0,0,0,5.90717972935151,0,19,0,0,0,0,0,0,1,0,1,0,21,9,1,0,6,6,0,7,3,2,1,1,0,0,2,5,2,0,10,2,0,0,0,0,2,0,0,0,0,0,0,2.4697,70.66,106.170950325932,34.48,238.29,238.110613068,3,0,3,0,3,0,3,18,32,1,0,3,2,0,1,1,0,1,1,0,0,0.2,9.99039173573314,6.0758193634598,4.30378035494244,2.91042982756881,2.03556851969849,6.0758193634598,4.30378035494244,2.91042982756881,2.03556851969849,-2.16,10.9605735084156,5.00142290887798,2.39903950097655,0,23.5304466589657,11.1576845767261,0,11.2573794865455,59.7201848519416,0,0,0,0,0,0,4.73686295380005,0,4.98397852094721,4.99240473263567,12.462662452074,6.60688196451292,65.9851596058514,0,0,5.89774534435761,4.73686295380005,4.98397852094721,4.99240473263567,0,0,36.3982024107697,24.1170072515462,6.19684357161308,6.04184082914796,12.3008099593614,0,5.89774534435761,0,0,15,0,0,0,0,0,0,0,2,0,1,18,3,0,0,10,7,0,3,4,3,0,0,0,0,0,1,0,0,13,4,0,0,0,1,2,0,0,0,0,0,0,303.15,0.0754765147037789
1160,4.2179,87.3672000000001,126.754476409989,29.1,281.399,281.177964356,2,1,7,1,1,1,2,21,44,1,0,2,2,0,0,0,0,0,2,0,0,0.315789473684211,12.5875283762959,7.69132323758021,5.32248591667789,3.72485788938027,2.43387440401285,7.69132323758021,5.32248591667789,3.72485788938027,2.43387440401285,-2.09,15.3017175254492,8.25344660448429,5.0676092369385,5.31678860400633,11.9490205584995,6.42082162292601,0,42.1076422359345,60.6636706846161,0,0,0,0,0,0,4.79453718407182,0,5.31678860400633,0,38.6488645205426,0,71.7905736680101,0,0,5.90717972935151,5.31678860400633,4.79453718407182,0,0,0,55.4546737473835,43.3794721203243,11.605292320845,0,0,0,0,5.90717972935151,0,19,0,0,0,0,0,0,1,0,1,0,21,9,1,0,6,6,0,7,3,2,1,1,0,0,2,5,2,0,10,2,0,0,0,0,2,0,0,0,0,0,0,3.0362,72.858,106.525404880396,34.48,240.306,240.126263132,3,0,2,0,3,0,3,18,34,1,0,3,2,0,1,1,0,1,1,0,0,0.333333333333333,10.6285844161673,6.30205155411525,4.93731538027258,3.31965243256761,2.15054851176023,6.30205155411525,4.93731538027258,3.31965243256761,2.15054851176023,-1.9,11.2052776166784,4.40690976350905,1.85672378204587,0,23.5304466589657,4.73686295380005,5.91790604616139,19.5414023942297,41.5210836465568,0,10.7724484289296,0,0,0,0,4.73686295380005,0,4.98397852094721,10.9103107787971,19.8893152285292,6.60688196451292,42.2226069087696,0,0,16.6701937732872,4.73686295380005,4.98397852094721,4.99240473263567,0,0,38.1129426732277,17.3704973290878,11.5830677860779,6.04184082914796,12.3008099593614,0,5.89774534435761,0,0,15,0,0,0,0,0,0,0,2,0,1,18,4,0,0,10,6,0,2,4,3,0,0,0,0,2,0,1,0,10,5,0,0,0,1,2,0,0,0,0,2,1,303.15,0.0214005536975686
1161,4.2179,87.3672000000001,126.754476409989,29.1,281.399,281.177964356,2,1,7,1,1,1,2,21,44,1,0,2,2,0,0,0,0,0,2,0,0,0.315789473684211,12.5875283762959,7.69132323758021,5.32248591667789,3.72485788938027,2.43387440401285,7.69132323758021,5.32248591667789,3.72485788938027,2.43387440401285,-2.09,15.3017175254492,8.25344660448429,5.0676092369385,5.31678860400633,11.9490205584995,6.42082162292601,0,42.1076422359345,60.6636706846161,0,0,0,0,0,0,4.79453718407182,0,5.31678860400633,0,38.6488645205426,0,71.7905736680101,0,0,5.90717972935151,5.31678860400633,4.79453718407182,0,0,0,55.4546737473835,43.3794721203243,11.605292320845,0,0,0,0,5.90717972935151,0,19,0,0,0,0,0,0,1,0,1,0,21,9,1,0,6,6,0,7,3,2,1,1,0,0,2,5,2,0,10,2,0,0,0,0,2,0,0,0,0,0,0,3.0362,72.858,106.525404880396,34.48,240.306,240.126263132,3,0,2,0,3,0,3,18,34,1,0,3,2,0,1,1,0,1,1,0,0,0.333333333333333,10.6285844161673,6.30613459671288,4.94581369218783,3.26097338861931,2.05620041042249,6.30613459671288,4.94581369218783,3.26097338861931,2.05620041042249,-1.9,11.2052776166784,4.40690976350905,1.96402707770229,0,23.5304466589657,4.73686295380005,5.91790604616139,19.5414023942297,41.3906071434053,0,10.9029249320811,0,0,0,0,4.73686295380005,0,4.98397852094721,10.9103107787971,19.8893152285292,6.60688196451292,42.0921304056181,0,0,16.8006702764387,4.73686295380005,0,9.97638325358288,0,0,38.1129426732277,18.0506401830846,5.3862242144648,11.5585415467642,12.3008099593614,0,5.89774534435761,0,0,15,0,0,0,0,0,0,0,2,0,1,18,4,0,0,10,6,0,2,4,3,0,0,0,0,2,0,1,0,10,5,0,0,0,1,2,0,0,0,0,2,1,303.15,0.174391518321375
