P__Num,Volume,Overall_surface,Fast_dis,Radius,Lengh_X,Lengh_Y,Lengh_Z,Mulliken,Hardness,Ele_ind,Softness,Nuc_ind, Dipole X, Dipole Y, Dipole Z, Dipole Tot,HOMO(a.u.),HOMO(eV),LUMO(a.u.),LUMO(eV),gap(a.u.),gap(eV)
pplus_140,1963.76738,1039.35048,12.353,7.377,14.645,8.705,6.825,0.116702,0.286555,0.023764,3.489732,0.128503,-0.2,0.283,-0.0407,0.3489,-0.206694,-5.624439,-0.027655,-0.752532,0.179039,4.871907
pplus_141,1965.66843,1042.36174,10.615,6.507,12.574,9.582,7.365,0.12173,0.299892,0.024706,3.334534,0.11988,0.1411,0.073,-0.1532,0.2207,-0.215317,-5.859069,-0.027308,-0.743093,0.188009,5.115976
pplus_142,1614.8407,878.83453,10.799,6.599,12.916,8.585,6.959,0.100785,0.324607,0.015646,3.080649,0.134828,-0.3569,1.5466,0.3309,1.6214,-0.20037,-5.452333,0.003566,0.097048,0.203936,5.549381
pplus_143,1751.83746,950.22296,11.345,6.873,13.705,8.521,7.141,0.124585,0.303898,0.025537,3.290581,0.117868,-0.3705,-1.1502,-1.1701,1.6821,-0.21733,-5.913862,-0.035081,-0.954604,0.182249,4.959258
pplus_144,1872.46255,997.78278,12.594,7.497,14.875,9.019,6.576,0.130052,0.313278,0.026994,3.192049,0.105902,0.185,1.5514,-1.4763,2.1495,-0.229296,-6.239457,-0.035465,-0.965053,0.193831,5.274404
pplus_145,2137.24747,1117.18946,11.595,6.998,13.471,9.897,6.823,0.123269,0.325598,0.023334,3.071272,0.104661,2.2827,-3.9041,-0.0274,4.5226,-0.230537,-6.273224,-0.015241,-0.414734,0.215296,5.858491
pplus_146,1880.8578,1019.23173,12.557,7.478,14.856,9.397,6.978,0.123617,0.296263,0.02579,3.375375,0.120875,-1.2141,0.595,-1.8697,2.3074,-0.214324,-5.832047,-0.033121,-0.901256,0.181203,4.930791
pplus_147,1780.11698,971.10314,11.229,6.95,13.76,8.956,6.729,0.12821,0.30596,0.026863,3.2684,0.113333,-0.3353,0.33,-1.5382,1.6085,-0.221863,-6.037212,-0.034576,-0.940867,0.187287,5.096344
pplus_148,1876.71905,1018.69577,10.714,6.992,13.825,10.062,6.566,0.125811,0.314508,0.025164,3.179569,0.107013,-2.755,-0.2731,-0.5017,2.8136,-0.228185,-6.209225,-0.023484,-0.63902,0.204701,5.570206
pplus_149,1964.53219,1070.79273,12.511,7.591,15.088,9.224,6.358,0.131264,0.321287,0.026814,3.112482,0.101331,1.7145,5.3648,-1.7077,5.8854,-0.233866,-6.363823,-0.027398,-0.745537,0.206468,5.618286
pplus_150,2088.75289,1112.49854,13.66,8.03,15.694,8.822,6.423,0.126727,0.286509,0.028027,3.490291,0.124216,-0.8763,4.4674,-0.4334,4.5731,-0.21098,-5.74107,-0.038588,-1.050037,0.172392,4.691033
pplus_151,2764.41849,1382.24792,15.505,8.953,17.532,8.195,7.665,0.132648,0.304685,0.028875,3.282083,0.104631,-0.9057,-0.6273,1.6464,1.981,-0.230566,-6.274009,-0.038193,-1.039294,0.192372,5.234715
pplus_152,1964.75903,1077.90039,15.043,8.721,17.297,8.129,5.948,0.133476,0.27748,0.032103,3.603868,0.118797,0.8454,1.9482,0.6079,2.209,-0.216401,-5.888567,-0.052938,-1.440517,0.163463,4.44805
pplus_153,1757.29144,953.90572,10.059,6.389,12.149,9.09,6.715,0.120096,0.317811,0.022691,3.146525,0.11337,3.8287,2.0952,-1.0878,4.498,-0.221828,-6.036246,-0.017598,-0.478869,0.20423,5.557376
pplus_154,1755.06206,955.77545,11.449,6.924,13.58,8.461,6.303,0.120657,0.326742,0.022278,3.060519,0.107909,-1.5388,3.4587,2.5356,4.5563,-0.22729,-6.184867,-0.015298,-0.416288,0.211991,5.768578
pplus_155,1752.47539,950.95888,11.379,6.89,13.444,8.623,7.388,0.127588,0.303104,0.026853,3.299203,0.114175,0.9071,1.1341,1.6049,2.1644,-0.221024,-6.014359,-0.034326,-0.934046,0.186698,5.080313
pplus_156,2692.73857,1401.38996,18.075,10.238,20.447,8.49,7.134,0.152542,0.276702,0.042047,3.613999,0.102994,2.4195,-0.3456,-2.6076,3.5739,-0.232202,-6.318542,-0.081395,-2.214874,0.150807,4.103669
pplus_157,2557.75834,1330.24673,14.341,8.37,16.548,10.275,7.374,0.154012,0.272615,0.043504,3.668177,0.107973,2.606,3.0372,1.1107,4.1533,-0.227223,-6.183066,-0.084598,-2.302035,0.142625,3.881031
pplus_158,2436.16687,1270.78185,13.693,8.046,15.899,10.565,6.09,0.156109,0.27372,0.044516,3.653374,0.107635,-2.9151,3.5274,-0.5234,4.6059,-0.227562,-6.192272,-0.086041,-2.341286,0.141521,3.850986
pplus_159,2278.9583,1217.68306,13.745,8.072,15.653,10.957,7.008,0.117338,0.333625,0.020634,2.997378,0.100947,-1.0836,-1.5213,-0.214,1.88,-0.234249,-6.374241,-0.000336,-0.009134,0.233913,6.365107
pplus_160,2250.57319,1211.60775,12.455,7.427,14.568,10.04,7.248,0.117525,0.37524,0.018404,2.66496,0.099171,0.3913,1.2466,1.1441,1.7367,-0.236027,-6.422612,-0.000996,-0.027113,0.23503,6.395499
pplus_161,2159.865,1123.68583,12.87,7.635,15.098,8.43,7.157,0.118543,0.371419,0.018917,2.692375,0.09636,0.3807,-1.7082,0.6793,1.8773,-0.238831,-6.498921,-0.003341,-0.090912,0.23549,6.408008
pplus_162,2505.32877,1325.45494,12.673,7.537,14.3,10.304,8.165,0.116869,0.332752,0.020523,3.005237,0.101682,1.1048,1.1075,-0.1,1.5675,-0.233516,-6.354285,-0.000095,-0.002588,0.233421,6.351698
pplus_163,2879.85849,1525.37299,19.313,10.856,21.629,11.621,6.443,0.112124,0.283239,0.022193,3.530586,0.136996,-0.1776,1.3762,1.331,1.9228,-0.198202,-5.393337,-0.020496,-0.557713,0.177706,4.835624
pplus_164,2619.13287,1380.02229,15.829,9.115,17.484,9.229,7.064,0.099477,0.294833,0.016782,3.391751,0.152015,-1.3687,1.6859,0.4705,2.2219,-0.183181,-4.984622,-0.00136,-0.037008,0.181821,4.947614
pplus_165,2467.72649,1318.01371,17.561,9.981,19.904,9.487,6.509,0.108827,0.318739,0.018578,3.137359,0.125512,0.6213,-2.2193,0.1628,2.3104,-0.209685,-5.70583,0.000699,0.019034,0.210385,5.724864
pplus_166,2589.75373,1361.25665,18.434,10.417,20.805,7.474,7.036,0.102928,0.31078,0.017044,3.217709,0.135111,-0.5938,0.4462,-1.0202,1.2619,-0.200086,-5.44462,0.005961,0.162204,0.206047,5.606824
pplus_167,2658.27398,1347.81598,13.459,7.929,15.222,9.905,8.828,0.094433,0.299781,0.014874,3.335771,0.157453,-1.5139,0.9895,-0.1301,1.8133,-0.177743,-4.836646,-0.000428,-0.011648,0.177315,4.824998
pplus_168,2735.54952,1439.34318,16.097,9.384,18.788,10.142,7.595,0.109268,0.310245,0.019242,3.223261,0.12744,-3.5692,2.9975,0.6407,4.7048,-0.207757,-5.653364,-0.003706,-0.100851,0.204051,5.552513
pplus_169,2606.01096,1367.50248,17.858,10.129,20.24,7.962,7.078,0.130016,0.292302,0.028915,3.421123,0.106211,-1.4611,-2.3349,-2.2222,3.539,-0.228987,-6.231045,-0.047861,-1.302357,0.181126,4.928687
pplus_170,2797.17471,1468.79963,15.269,8.834,17.587,10.557,8.251,0.117178,0.309759,0.022164,3.228312,0.121828,4.8756,-2.2007,4.6238,7.0706,-0.213369,-5.806074,-0.007949,-0.216305,0.20542,5.589769
pplus_171,2496.97365,1345.94642,18.853,10.762,21.475,8.232,7.367,0.109421,0.310639,0.019272,3.219175,0.131166,2.5729,-1.674,0.6335,3.1343,-0.204032,-5.55199,-0.000068,-0.001849,0.203964,5.550141
pplus_172,2585.57539,1379.04367,18.011,10.481,20.848,9.812,6.671,0.112727,0.310769,0.020445,3.217821,0.123816,-2.482,-1.947,0.5011,3.1941,-0.211382,-5.751995,-0.005021,-0.136625,0.206361,5.615369
pplus_173,2025.15092,1089.62342,13.994,8.522,16.96,9.499,5.783,0.122972,0.351432,0.021515,2.845499,0.101379,1.091,-2.3806,-0.8712,2.7598,-0.233819,-6.362534,-0.00005,-0.001364,0.233769,6.36117
pplus_174,2541.97753,1312.4238,15.684,9.042,17.933,8.446,7.275,0.103434,0.358265,0.014931,2.791231,0.10769,-0.6704,-1.5359,1.5739,2.2991,-0.227504,-6.190703,0.006208,0.168917,0.233712,6.35962
pplus_175,2761.80384,1452.93768,17.016,9.708,19.261,9.6,7.5,0.116801,0.36753,0.01856,2.720866,0.101418,0.7501,-0.9086,1.4465,1.8656,-0.233773,-6.3613,0.002539,0.069092,0.236313,6.430393
pplus_176,3542.81268,1764.97252,17.269,9.834,19.215,13.225,8.461,0.123869,0.28317,0.027092,3.531447,0.120343,-4.4019,3.3241,3.0176,6.2875,-0.214853,-5.846454,-0.038992,-1.061018,0.175862,4.785436
pplus_177,2472.774,1315.55589,17.141,9.771,19.37,8.388,7.421,0.121963,0.316874,0.023472,3.155828,0.104828,0.6921,-0.2051,0.6129,0.947,-0.230368,-6.268633,-0.013977,-0.380329,0.216391,5.888304
pplus_178,3448.57632,1813.46982,18.783,10.591,20.993,10.964,8.306,0.11167,0.290861,0.021437,3.438066,0.134736,0.1521,4.245,0.2185,4.2533,-0.20046,-5.454781,-0.008362,-0.22754,0.192098,5.227241
pplus_179,3002.59285,1515.69909,14.043,8.222,15.879,12.363,7.165,0.158868,0.277945,0.045403,3.597835,0.086762,0.3126,-1.1367,2.504,2.7677,-0.248433,-6.760196,-0.078489,-2.135793,0.169944,4.624403
pplus_180,2887.44322,1495.66322,15.098,8.749,17.365,10.886,8.333,0.1421,0.251654,0.040119,3.973702,0.134045,0.2969,0.468,1.8315,1.9135,-0.201152,-5.473629,-0.082171,-2.235994,0.118981,3.237635
pplus_181,2810.96689,1475.49377,13.495,7.947,15.864,12.737,6.458,0.154853,0.267495,0.044822,3.738385,0.108064,-3.5243,-2.2711,-0.412,4.2129,-0.227134,-6.180621,-0.087829,-2.389939,0.139305,3.790682
pplus_182,3317.3611,1748.53755,19.397,10.898,21.624,12.842,7.298,0.201516,0.387487,0.0524,2.58073,0.078324,0.3097,2.2696,0.3261,2.3137,-0.256875,-6.989922,-0.075951,-2.066724,0.180924,4.923199
pplus_183,2645.96032,1344.14777,15.728,9.064,17.803,9.758,6.561,0.160965,0.299051,0.04332,3.343908,0.073912,-0.6533,-0.8605,1.1749,1.5961,-0.261277,-7.109711,-0.078531,-2.136934,0.182746,4.972777
pplus_184,2340.50327,1242.4918,15.451,8.925,17.706,8.968,6.417,0.159625,0.297513,0.042822,3.361197,0.076727,-2.4813,0.456,0.7216,2.624,-0.258467,-7.033248,-0.079069,-2.15158,0.179398,4.881667
pplus_185,3401.8666,1683.48014,14.998,8.699,17.105,13.281,7.781,0.147901,0.267853,0.040833,3.733393,0.109418,-2.6387,0.6382,-0.4257,2.748,-0.225777,-6.143711,-0.073488,-1.999707,0.152289,4.144004
pplus_186,3374.81271,1736.2969,19.675,11.038,21.934,11.13,7.475,0.202568,0.382058,0.053701,2.617404,0.114096,-1.8057,-3.9877,1.8869,4.7668,-0.221093,-6.016236,-0.079417,-2.161036,0.141676,3.8552
pplus_187,2855.53315,1503.10188,17.846,10.123,20.182,8.843,7.23,0.105303,0.313576,0.017681,3.189016,0.132172,1.3402,-2.2975,0.8979,2.8073,-0.203025,-5.524603,0.001087,0.02958,0.204112,5.554183
pplus_188,3830.30072,1889.0368,15.053,9.001,17.927,16.574,7.034,0.135139,0.249827,0.03655,4.002777,0.129457,2.0451,-7.2158,-1.3379,7.6185,-0.205739,-5.59844,-0.064776,-1.762658,0.140962,3.835782
pplus_189,2923.64991,1545.29991,17.328,9.864,18.818,9,7.92,0.116277,0.278156,0.024303,3.595107,0.142276,3.5862,-0.0118,-2.1846,4.1993,-0.192921,-5.249638,-0.033436,-0.909849,0.159484,4.339789
pplus_190,3316.53333,1698.18168,19.601,11.001,21.936,11.843,7.098,0.129916,0.246345,0.034257,4.059352,0.132829,2.4585,1.9296,1.8186,3.616,-0.202371,-5.506782,-0.061649,-1.677567,0.140721,3.829216
pplus_191,3791.13177,1974.80067,19.809,11.104,21.77,12.677,8.311,0.135984,0.498991,0.018529,2.004046,0.115174,-1.4299,2.2286,-1.8344,3.2212,-0.220021,-5.987079,-0.080885,-2.201006,0.139136,3.786073
pplus_192,4109.15212,2158.41728,20.257,11.329,22.003,14.861,8.994,0.201734,0.378247,0.053796,2.643775,0.141872,-1.6172,0.2909,2.234,2.7733,-0.193325,-5.260641,-0.080432,-2.188663,0.112893,3.071978
pplus_193,4067.326,2029.88133,17.12,9.76,18.809,11.991,9.965,0.147353,0.255974,0.042412,3.906639,0.116122,-1.428,1.6424,0.4064,2.214,-0.219075,-5.961343,-0.084106,-2.288635,0.13497,3.672707
pplus_194,3802.69962,1883.31764,17.459,9.929,19.278,14.453,8.198,0.196708,0.408534,0.047357,2.447775,0.130518,2.0012,0.5792,-4.0203,4.528,-0.190487,-5.18342,-0.078273,-2.129922,0.112214,3.053498
pplus_195,6394.32219,3178.51907,23.301,12.985,24.591,19.691,10.258,0.135984,2019.54076,0.000005,0.000495,0.138409,-2.916,6.8595,0.2374,7.4574,-0.196792,-5.35497,-0.082227,-2.237523,0.114564,3.117447
pplus_196,2695.83039,1400.77438,14.281,8.341,16.106,11.846,8.929,0.15466,0.27604,0.043327,3.622663,0.104714,4.1126,0.8661,-1.4446,4.4442,-0.230482,-6.271748,-0.083796,-2.280192,0.146687,3.991556
pplus_197,2684.08498,1346.02586,15.292,8.846,17.373,9.275,6.726,0.15404,0.274216,0.043266,3.64676,0.110587,2.44,-0.2034,-1.1238,2.694,-0.22461,-6.111951,-0.083362,-2.268401,0.141248,3.84355
pplus_198,2695.50932,1420.07658,13.374,7.887,15.383,10.877,9.23,0.150627,0.282288,0.040187,3.54248,0.102619,-1.1595,1.8934,-1.372,2.61,-0.232578,-6.328762,-0.077154,-2.099471,0.155424,4.229291
pplus_199,2699.80859,1419.05155,17.102,9.751,19.094,8.776,7.124,0.151064,0.28364,0.040227,3.525591,0.099219,0.6729,-0.7253,-1.9745,2.2085,-0.235977,-6.421273,-0.076195,-2.073373,0.159782,4.347899
pplus_200,2688.29858,1386.16796,14.761,8.581,16.797,10.702,7.445,0.149852,0.266212,0.042176,3.756411,0.110293,-2.4927,2.8257,-1.4249,4.0284,-0.224904,-6.119955,-0.083831,-2.281151,0.141073,3.838804
pplus_201,2694.34972,1399.64713,16.951,9.676,19.054,9.283,6.272,0.152158,0.292428,0.039586,3.419647,0.101436,1.7671,0.4058,1.3663,2.2702,-0.23376,-6.360944,-0.080017,-2.177382,0.153743,4.183562
pplus_202,2683.22261,1350.07234,15.502,8.951,17.421,8.957,7.2,0.150298,0.268153,0.04212,3.729211,0.109601,3.0583,-3.1566,-0.9747,4.5019,-0.225596,-6.138768,-0.082876,-2.255171,0.14272,3.883597
pplus_203,2692.78576,1427.1152,17.615,10.008,19.836,10.071,7.719,0.154612,0.282429,0.04232,3.540713,0.10428,-1.8203,1.6004,-1.7858,3.0107,-0.230917,-6.283562,-0.080627,-2.193967,0.15029,4.089595
pplus_204,2691.59153,1374.50146,15.079,8.739,17.064,9.012,7.656,0.149352,0.280933,0.0397,3.559574,0.107299,-1.9453,-1.5512,2.4401,3.4849,-0.227898,-6.201424,-0.076671,-2.086337,0.151227,4.115087
pplus_205,1968.19638,1078.35149,12.855,7.628,15.013,9.022,6.637,0.12674,0.282323,0.028448,3.542046,0.122855,-2.3131,2.0126,3.5363,4.6805,-0.212343,-5.778154,-0.044146,-1.201267,0.168198,4.576887
pplus_206,1795.19186,980.28037,10.714,6.882,13.44,9.357,7.125,0.119858,0.264384,0.027169,3.78237,0.137928,-2.6443,0.7075,0.1415,2.741,-0.197272,-5.368037,-0.041935,-1.141099,0.155337,4.226938
pplus_207,1760.18295,945.39928,10.055,6.227,12.213,8.837,7.346,0.110944,0.273261,0.022522,3.659504,0.144655,-0.8596,0.3345,-0.2911,0.9673,-0.190542,-5.184925,-0.029069,-0.791,0.161474,4.393926
pplus_208,1580.5109,870.85647,9.46,5.93,11.604,8.976,7.175,0.110516,0.258608,0.023615,3.866859,0.154903,0.3445,0.2446,-0.4922,0.6487,-0.180294,-4.906042,-0.038863,-1.057524,0.14143,3.848518
pplus_209,1761.50798,961.64361,11.335,6.868,13.694,9.164,7.072,0.110077,0.2702,0.022422,3.700958,0.145923,-0.987,0.267,0.0886,1.0263,-0.189275,-5.150423,-0.029805,-0.811025,0.15947,4.339398
pplus_210,1909.2673,1048.21778,13.667,8.168,16.276,8.704,5.502,0.122575,0.292912,0.025647,3.413993,0.123986,1.8368,0.8411,0.2252,2.0327,-0.211212,-5.747375,-0.034887,-0.949315,0.176325,4.79806
pplus_211,1848.23868,1016.09083,12.817,7.744,15.291,8.678,5.703,0.127844,0.29254,0.027935,3.418339,0.122558,-2.3619,1.476,-0.3143,2.8028,-0.21264,-5.786223,-0.037711,-1.026176,0.174928,4.760046
pplus_212,1661.64365,912.67905,10.58,6.49,13.21,8.48,6.919,0.116278,0.280361,0.024113,3.566824,0.136264,0.3841,1.1722,0.407,1.2989,-0.198934,-5.413273,-0.03268,-0.889265,0.166254,4.524009
pplus_213,1754.60978,961.72296,10.564,6.757,13.496,9.077,7.186,0.119017,0.269555,0.026275,3.709812,0.137133,1.1232,1.718,0.1598,2.0588,-0.198065,-5.389626,-0.038658,-1.051928,0.159407,4.337697
pplus_214,1797.00028,982.75959,10.797,6.923,13.715,9.423,7.202,0.120184,0.270641,0.026685,3.694937,0.134806,1.472,1.5366,0.1071,2.1306,-0.200393,-5.452963,-0.03887,-1.057703,0.161523,4.39526
pplus_215,1662.86539,916.87445,10.109,6.255,12.393,8.545,7.691,0.11765,0.273856,0.025272,3.651549,0.138585,0.2761,0.9616,0.9109,1.353,-0.196612,-5.350097,-0.036941,-1.005229,0.159671,4.344868
pplus_216,1658.48533,907.46736,9.981,6.19,12.227,8.848,7.192,0.114725,0.272164,0.02418,3.674261,0.142467,1.0206,0.5584,0.7726,1.3966,-0.19273,-5.244462,-0.034406,-0.936247,0.158324,4.308215
pplus_217,1969.67743,1059.6212,11.88,7.14,14.271,9.646,7.206,0.118546,0.254766,0.02758,3.925173,0.140724,0.1718,0.5332,-0.0543,0.5629,-0.194473,-5.291885,-0.04162,-1.132535,0.152853,4.15935
pplus_218,2023.51072,1090.7465,11.346,6.873,13.711,9.698,7.445,0.10672,0.283769,0.020068,3.523992,0.148456,2.5897,-1.5173,0.599,3.0606,-0.186742,-5.081504,-0.024803,-0.674911,0.161939,4.406593
pplus_219,1810.71436,968.77159,9.736,6.068,11.8,8.882,6.826,0.096422,0.360997,0.012877,2.770106,0.12715,3.0539,-0.9256,0.2515,3.2009,-0.208048,-5.661279,0.016913,0.460239,0.224962,6.121518
pplus_220,2002.82648,1070.19245,11.398,6.899,13.65,9.27,7.468,0.084306,0.328758,0.01081,3.041755,0.152215,1.4999,-2.5357,-0.1278,2.9489,-0.182983,-4.979232,0.016803,0.457226,0.199786,5.436458
pplus_221,1937.9885,1034.81806,10.943,6.671,13.306,9.137,7.076,0.091581,0.346724,0.012095,2.884136,0.136591,2.6593,-1.3543,0.4342,3.0157,-0.198606,-5.404355,0.018437,0.501688,0.217043,5.906043
pplus_222,1838.78513,988.74302,9.845,6.258,12.391,8.827,7.751,0.09886,0.351528,0.013901,2.844723,0.129172,3.6219,-0.5188,0.2366,3.6665,-0.206021,-5.606122,0.005901,0.160575,0.211922,5.766697
pplus_223,2022.59352,1084.09854,10.629,6.65,13.138,9.357,7.61,0.121607,0.342188,0.021608,2.922368,0.107315,4.6365,-0.406,0.1397,4.6564,-0.227883,-6.200999,-0.014323,-0.389748,0.21356,5.81125
pplus_224,2004.73993,1078.34929,11.436,6.918,13.445,8.212,7.909,0.091298,0.348111,0.011972,2.872649,0.138805,-1.1112,-1.7654,-0.0862,2.0877,-0.196393,-5.344138,0.020004,0.544348,0.216398,5.888486
pplus_225,2023.90789,1082.54059,9.609,6.139,12.269,9.346,7.502,0.117126,0.353522,0.019402,2.828677,0.106944,3.4056,0.3679,1.0443,3.5811,-0.228254,-6.211113,-0.011672,-0.317612,0.216582,5.893501
pplus_226,1929.70306,1012.04862,10.131,6.266,12.384,8.081,8.377,0.096758,0.345691,0.013541,2.892753,0.131899,-3.3323,0.3349,-0.7836,3.4395,-0.203299,-5.532059,0.013293,0.361717,0.216592,5.893776
pplus_227,2186.44084,1165.90715,11.828,7.114,14.072,8.612,8.778,0.072626,0.32213,0.008187,3.104335,0.166393,-1.648,-1.1163,-2.268,3.0176,-0.168804,-4.59338,0.029521,0.803298,0.198324,5.396677
pplus_228,2371.47255,1255.55555,11.732,7.066,13.974,10.615,7.761,0.066869,0.311098,0.007187,3.21442,0.175768,3.1937,-1.6384,0.5596,3.6328,-0.159429,-4.338286,0.031277,0.851099,0.190706,5.189384
pplus_229,1284.9208,715.59302,7.574,4.987,9.87,7.857,6.476,0.098323,0.314694,0.01536,3.177693,0.146473,0.1813,0.5901,0.1183,0.6285,-0.188724,-5.13544,-0.003745,-0.101914,0.184979,5.033526
pplus_230,946.61655,554.25732,7.009,4.704,9.259,6.833,5.375,0.113066,0.378306,0.016896,2.643361,0.106695,0.5198,0.233,1.1502,1.2835,-0.228504,-6.217908,0.001538,0.041864,0.230042,6.259772
pplus_231,1812.77598,969.36054,9.495,5.948,11.537,8.454,7.471,0.101055,0.348931,0.014633,2.865893,0.127025,2.7673,-0.8467,0.5272,2.9416,-0.208173,-5.664662,0.009205,0.250478,0.217377,5.91514
pplus_232,1812.71399,969.64731,9.493,5.947,11.54,8.447,7.438,0.1009,0.348927,0.014589,2.865933,0.127184,2.7747,-0.8536,0.5291,2.9508,-0.208014,-5.660344,0.00935,0.254415,0.217363,5.914759
pplus_233,1812.63652,970.23473,9.536,5.968,11.587,8.423,7.368,0.100892,0.349005,0.014583,2.865291,0.127163,2.7816,-0.8622,0.5074,2.956,-0.208035,-5.660925,0.009428,0.256544,0.217463,5.917469
pplus_234,3777.57906,1944.02384,16.355,9.378,18.659,11.721,7.565,0.113789,0.283277,0.022854,3.530119,0.132191,0.356,-2.0024,2.0897,2.916,-0.203005,-5.524057,-0.0358,-0.97418,0.167205,4.549878
pplus_235,2031.56982,1079.31622,13.137,7.768,15.344,7.522,7.642,0.14348,0.306854,0.033545,3.258876,0.100939,-0.9142,-0.3734,2.2432,2.451,-0.234255,-6.37439,-0.057607,-1.567565,0.176648,4.806825
pplus_236,2155.12022,1138.96911,13.245,7.822,15.509,8.029,8.229,0.138876,0.301914,0.03194,3.312206,0.10156,-0.8212,-0.2496,1.8191,2.0115,-0.233638,-6.357605,-0.053601,-1.458556,0.180037,4.89905
pplus_237,2156.01087,1141.18548,11.72,7.06,13.923,9.296,7.938,0.13996,0.302237,0.032406,3.308662,0.099525,0.63,-1.7268,-1.6958,2.5009,-0.235673,-6.412977,-0.054825,-1.491869,0.180847,4.921108
pplus_238,2161.73368,1126.63257,12.937,7.669,15.2,8.947,6.997,0.132801,0.310861,0.028367,3.21687,0.103607,1.3179,0.2168,1.2276,1.8141,-0.231591,-6.301903,-0.041849,-1.138758,0.189742,5.163145
pplus_239,2567.52234,1333.9857,17.097,9.749,19.453,8.388,6.711,0.144793,0.264625,0.039613,3.778927,0.105255,-3.7245,2.5114,-1.1995,4.6495,-0.229943,-6.257073,-0.069091,-1.880069,0.160852,4.377004
pplus_240,2218.8538,1169.99967,14.722,8.561,17.006,8.301,6.778,0.132831,0.292616,0.030149,3.417442,0.108131,4.2627,-3.1996,-2.5,5.8871,-0.227068,-6.178825,-0.05077,-1.381525,0.176298,4.797301
pplus_241,2057.45835,1099.56574,12.436,7.553,14.833,8.99,7.282,0.137022,0.312573,0.030033,3.199248,0.099264,0.7411,0.3129,-0.9441,1.2404,-0.235933,-6.420071,-0.046601,-1.268091,0.189332,5.15198
pplus_242,2149.22975,1151.88135,12.904,7.927,15.668,9.047,6.984,0.142554,0.29829,0.034064,3.352445,0.101582,-0.4487,0.2273,-1.5958,1.6732,-0.233616,-6.35702,-0.058927,-1.603486,0.174689,4.753534
pplus_243,2240.40928,1181.92619,14.274,8.472,16.531,8.098,7.446,0.155458,0.284466,0.042478,3.515361,0.103854,0.0624,0.3849,2.0123,2.0497,-0.231344,-6.295177,-0.079939,-2.175252,0.151404,4.119925
pplus_244,2364.53258,1230.04382,15.25,8.825,17.585,9.971,7.642,0.134425,0.27435,0.032932,3.644978,0.115078,1.3195,0.2362,1.1287,1.7523,-0.220118,-5.989727,-0.055759,-1.517275,0.16436,4.472452
pplus_245,1892.58904,1028.80127,12.244,7.322,14.177,8.111,7.395,0.137821,0.301331,0.031518,3.318612,0.106171,-2.6786,1.3275,2.2017,3.7128,-0.229025,-6.232095,-0.059321,-1.614211,0.169704,4.617884
pplus_246,1977.26739,1061.63625,13.06,7.73,15.109,8.006,7.438,0.146318,0.292174,0.036637,3.422619,0.102693,-1.7738,-1.3238,2.096,3.0483,-0.232505,-6.32677,-0.069394,-1.888303,0.163111,4.438467
pplus_247,2161.66977,1152.55197,12.001,7.2,14.41,7.485,8.512,0.124718,0.314138,0.024757,3.183318,0.103288,-0.1169,-1.9024,1.1654,2.2341,-0.231907,-6.310515,-0.03148,-0.856603,0.200428,5.453913
pplus_248,2297.56979,1184.77335,12.748,7.574,15.145,7.771,6.935,0.123488,0.318847,0.023913,3.136304,0.106659,2.1777,0.8499,1.4874,2.7707,-0.228537,-6.218821,-0.025001,-0.680316,0.203536,5.538506
pplus_249,2259.64208,1209.35782,15.231,8.816,17.613,8.505,7.546,0.123126,0.330058,0.022966,3.02977,0.108798,2.6413,-1.3855,-1.3113,3.2581,-0.2264,-6.160659,-0.028477,-0.774909,0.197923,5.38575
pplus_250,2115.00108,1094.62683,10.989,6.695,13.293,10.434,6.469,0.132414,0.329189,0.026631,3.037766,0.108924,-1.1428,-2.7039,0.056,2.936,-0.226274,-6.157226,-0.042107,-1.145781,0.184167,5.011445
pplus_251,1881.12651,1017.03446,11.093,6.746,13.02,8.374,7.111,0.128044,0.338175,0.024241,2.957049,0.098047,0.8003,-2.0886,2.2875,3.1993,-0.237151,-6.453208,-0.020445,-0.556332,0.216706,5.896876
pplus_252,2162.38084,1110.35956,11.607,7.004,13.937,8.761,7.609,0.124046,0.331882,0.023182,3.013122,0.103372,-0.8717,0.597,2.1484,2.3942,-0.231825,-6.308277,-0.025553,-0.695323,0.206272,5.612953
pplus_253,1889.41995,1019.07946,13.403,7.902,15.743,7.852,6.764,0.138723,0.286148,0.033626,3.494698,0.115954,2.7175,-0.278,-1.4772,3.1055,-0.219244,-5.965928,-0.062816,-1.709324,0.156427,4.256605
pplus_254,1991.00961,1076.66544,12.753,7.577,14.975,9.568,7.07,0.154596,0.305785,0.039079,3.270275,0.090369,-3.2578,-0.6068,1.6096,3.6841,-0.244831,-6.662182,-0.069723,-1.897248,0.175108,4.764934
pplus_255,1608.04854,891.33411,11.33,7.14,14.252,6.776,7.27,0.158388,0.336823,0.03724,2.968916,0.072661,-3.2487,-0.6658,1.4612,3.6238,-0.262524,-7.143637,-0.059534,-1.619993,0.20299,5.523644
